word_dutch,translate_word_english,origin,aoa_mean,aoa_sd,aoa_unknown,arousal_mean,arousal_sd,arousal_unknown,concrete_mean,concrete_sd,concrete_unknown,dominance_mean,dominance_sd,dominance_unknown,familiar_mean,familiar_sd,familiar_unknown,imagine_mean,imagine_sd,imagine_unknown,valence_mean,valence_sd,valence_unknown,length,syllables,bigram,neighbors,freq_celex,freq_subtlex,instrength,betweenness
hedendaags,contemporary,van Loon - Vervoorn (1985),9.85,2.50,0,3.95,1.36,0,3.84,1.71,0.05,4.20,1.15,0,3.95,1.43,0,4.95,1.88,0,5.30,0.92,0,10,3,97277,0,707,93,0.550647266,8.40328E-05
heel,intact,van Loon - Vervoorn (1985),4.60,1.54,0,4.55,1.57,0,3.10,1.97,0,4.50,1.47,0,6.05,1.23,0,3.50,2.31,0,4.65,1.27,0,4,1,38598,22,23699,72007,0.788090316,0.000191294
heerlijk,beautiful,Berrian et al. (1979),6.45,2.04,0,5.55,0.83,0,3.50,1.82,0,4.85,1.39,0,5.60,1.19,0,5.85,1.57,0,6.35,0.67,0,8,2,85434,1,2955,4048,3.047906687,0.000485179
hees,hoarse,van Loon - Vervoorn (1985),8.60,2.16,0,2.85,1.69,0,4.89,1.66,0.05,3.10,1.29,0,4.30,1.63,0,5.75,1.68,0,3.40,1.05,0,4,1,26063,21,437,16,0.488113221,8.56501E-05
heet,hot,van Loon - Vervoorn (1985),5.80,2.48,0,5.10,0.97,0,5.40,1.23,0,5.60,0.82,0,5.05,1.00,0,5.35,1.79,0,4.85,1.46,0,4,1,25735,19,2080,1770,4.838002759,0.000447401
heftig,violent,van Loon - Vervoorn (1985),9.25,2.05,0,6.45,0.60,0,4.40,1.47,0,5.65,0.88,0,4.80,1.54,0,4.05,1.61,0,4.50,1.10,0,6,2,29909,1,1533,495,0.675666315,0.000105276
heilig,holy,van Loon - Vervoorn (1985),6.90,1.33,0,3.70,1.26,0,4.30,2.20,0,3.80,1.40,0,4.20,2.04,0,4.35,1.81,0,4.40,1.43,0,6,2,37963,1,2261,795,1.945416047,0.000475107
heimelijk,secret,Berrian et al. (1979),11.74,2.64,0.05,3.33,1.24,0.1,4.28,1.53,0.1,3.67,1.37,0.1,2.47,1.50,0.05,3.63,2.22,0.05,2.90,1.29,0,9,3,71185,0,528,88,0.6629651,6.64895E-05
hel,shrill,van Loon - Vervoorn (1985),6.78,2.05,0.1,5.05,1.58,0.05,4.30,1.98,0,4.40,1.47,0,3.25,1.52,0,5.40,2.14,0,2.40,0.94,0,3,1,28195,27,210,5,1.317359569,0.000165713
helder,clear,van Loon - Vervoorn (1985),8.15,1.60,0,4.45,1.19,0,4.60,2.01,0,4.85,1.39,0,5.15,0.93,0,5.25,1.77,0,5.50,1.15,0,6,2,84752,5,3425,1174,3.351072773,0.000466861
hellend,rapid,Berrian et al. (1979),8.60,2.46,0,5.05,0.91,0.05,4.05,1.47,0.05,4.16,1.34,0.05,3.10,1.55,0,4.90,1.71,0,3.90,1.07,0,7,2,86636,1,0,0,0.120749964,2.71529E-05
hemels,heavenly,van Loon - Vervoorn (1985),7.60,2.33,0,4.95,1.57,0,4.15,1.46,0,4.90,1.71,0,3.25,1.77,0,5.20,2.14,0,6.50,0.69,0,6,2,42208,0,546,432,0.679458983,7.9389E-05
herhaald,repetitious,Berrian et al. (1979),7.85,2.64,0,3.95,1.54,0,5.00,1.52,0,4.50,0.83,0,4.00,1.78,0,3.60,2.37,0,3.75,1.02,0,8,2,80369,0,1183,0,0.045282663,8.14847E-06
hersteld,better,Berrian et al. (1979),7.79,2.23,0.05,3.80,1.20,0,4.16,1.57,0.05,4.00,1.34,0,4.20,1.61,0,5.15,2.01,0,5.10,1.12,0,8,2,114427,1,0,0,0.052074221,7.18523E-06
heus,genuine,van Loon - Vervoorn (1985),9.20,2.31,0,3.89,1.10,0.05,2.65,1.23,0,3.90,1.48,0,3.25,2.05,0,1.75,1.21,0,4.50,0.76,0,4,1,14145,14,1285,1589,0.037838667,1.64011E-05
heuvelachtig,hilly,De Deyne et al. (2014),7.80,2.02,0,4.10,1.80,0,5.25,1.33,0,4.05,1.15,0,2.80,1.28,0,6.55,0.69,0,3.55,1.19,0,12,4,95700,0,61,4,0.189038289,1.62611E-05
hevig,sharp,Berrian et al. (1979),7.70,1.98,0,6.25,0.97,0,4.20,1.28,0,6.00,0.97,0,4.80,1.20,0,4.25,2.24,0,4.30,1.26,0,5,2,19997,2,2191,346,2.376771712,0.000386395
hip,hip,van Loon - Vervoorn (1985),8.85,2.68,0,5.30,0.92,0,3.50,1.28,0,5.05,1.05,0,3.85,1.95,0,4.70,1.98,0,5.40,0.94,0,3,1,3234,13,44,272,1.741553617,0.000412419
hoekig,angular,De Deyne et al. (2014),7.18,3.48,0,4.25,1.25,0,5.30,1.59,0,4.30,1.42,0,2.80,1.01,0,6.45,0.76,0,3.05,0.89,0,6,2,29515,2,205,11,0.304728412,9.11854E-05
hoger,higher,Berrian et al. (1979),4.75,1.80,0,5.30,0.66,0,5.15,1.27,0,5.40,1.23,0,6.05,1.00,0,5.40,1.79,0,5.00,0.92,0,5,2,63026,3,3057,2,1.136053278,0.000207278
hol,hollow,van Loon - Vervoorn (1985),6.75,1.80,0,2.65,1.27,0,4.15,2.06,0,3.00,1.30,0,3.79,1.65,0.05,5.95,1.32,0,3.45,1.10,0,3,1,10683,26,1170,340,0.990569557,0.000289482
homoseksueel,homosexual,van Loon - Vervoorn (1985),10.80,1.99,0,4.60,1.19,0,6.15,1.09,0,4.15,1.14,0,3.95,1.67,0,6.30,1.49,0,4.40,1.14,0,12,5,61325,0,736,200,0.163161108,1.32901E-05
hoog,high,van Loon - Vervoorn (1985),4.47,1.68,0.05,4.55,1.00,0,5.55,1.47,0,4.30,1.45,0,5.90,1.29,0,6.30,1.17,0,4.30,1.13,0,4,1,18771,10,17053,7765,9.983328115,0.001150758
horizontaal,level,Berrian et al. (1979),8.20,3.24,0,3.35,1.04,0,6.50,1.05,0,3.45,1.00,0,3.60,1.76,0,6.25,1.25,0,4.15,0.93,0,11,4,77530,0,862,111,0.757227543,7.56728E-05
huidig,current,Berrian et al. (1979),8.75,2.45,0,3.95,1.28,0,5.20,1.64,0,3.55,1.00,0,3.00,1.72,0,2.80,2.40,0,4.45,0.94,0,6,2,27658,0,3336,644,0.152337947,1.11488E-05
huishoudelijk,domestic,Berrian et al. (1979),9.00,1.95,0,4.05,1.50,0,4.60,1.82,0,3.35,0.93,0,3.65,1.63,0,5.45,1.79,0,4.25,1.25,0,13,4,86943,0,370,81,0.032904854,3.76183E-06
huiverig,hesitant,van Loon - Vervoorn (1985),11.15,2.64,0,4.79,1.40,0.05,3.89,0.88,0.05,4.06,1.73,0.2,1.89,0.99,0.05,4.00,2.13,0,2.74,0.99,0.05,8,3,80468,1,77,10,0.017531901,3.66421E-05
humaan,human,van Loon - Vervoorn (1985),13.42,1.84,0.05,4.21,1.23,0.05,4.55,1.57,0,4.32,1.42,0.05,3.25,1.83,0,3.79,1.84,0.05,5.45,0.94,0,6,2,38421,0,194,39,0.17648816,5.7163E-05
humeurig,moody,Berrian et al. (1979),10.50,2.95,0,3.50,1.61,0,5.25,1.07,0,4.65,1.27,0,3.45,1.93,0,5.25,1.55,0,2.35,0.81,0,8,3,38408,0,113,130,0.881243771,9.60635E-05
hysterisch,hysterical,De Deyne et al. (2014),9.80,2.42,0,6.25,0.85,0,4.35,1.66,0,5.85,1.46,0,3.50,1.57,0,5.00,1.59,0,2.00,1.12,0,10,3,124474,0,373,326,0.16741275,2.54835E-05
ideaal,ideal,Berrian et al. (1979),9.00,2.58,0,5.05,1.39,0,2.85,1.63,0,4.80,1.01,0,5.55,1.15,0,4.10,2.02,0,5.10,1.29,0,6,3,43619,0,1024,623,1.07056192,0.000314523
idioot,idiotic,van Loon - Vervoorn (1985),7.15,1.69,0,4.55,1.50,0,4.00,1.86,0,3.20,1.40,0,5.00,1.69,0,5.55,1.70,0,2.85,1.27,0,6,3,27547,1,449,3861,2.200874077,0.000268451
ijdel,vain,van Loon - Vervoorn (1985),9.60,2.09,0,4.25,1.33,0,5.25,1.65,0,4.50,1.47,0,4.40,1.60,0,4.95,1.54,0,3.20,1.24,0,5,2,45969,1,310,172,0.90832176,0.000241965
ijl,thin,Berrian et al. (1979),11.00,2.69,0.05,3.00,1.00,0.15,3.37,1.38,0.05,3.59,1.33,0.15,2.58,1.30,0.05,4.22,1.77,0.1,2.95,1.00,0,3,1,11489,3,473,40,0.504988053,8.76742E-05
ijskoud,icy,Berrian et al. (1979),5.95,1.82,0,3.65,1.73,0,4.80,1.40,0,4.35,1.60,0,4.50,1.67,0,6.45,0.94,0,2.55,1.64,0,7,2,21888,0,496,436,0.122403032,1.79956E-05
ijverig,diligent,van Loon - Vervoorn (1985),8.35,1.81,0,5.95,0.60,0,4.55,1.64,0,5.20,0.62,0,4.70,1.63,0,4.35,1.46,0,5.20,1.47,0,7,3,82347,0,498,67,0.961672561,0.000145875
ijzig,freezing,Berrian et al. (1979),10.20,2.35,0,3.35,1.50,0,3.40,1.47,0,4.60,1.50,0,3.21,1.27,0.05,5.05,1.54,0,2.90,1.21,0,5,2,20750,0,398,62,0.135007953,1.76767E-05
immens,immense,Berrian et al. (1979),9.85,2.46,0,5.75,0.97,0,4.25,1.86,0,5.74,0.87,0.05,3.20,1.51,0,5.20,1.79,0,4.20,1.11,0,6,2,51234,1,328,92,0.43947558,4.60011E-05
imposant,impressive,De Deyne et al. (2014),11.68,2.14,0.05,5.47,1.12,0.05,3.10,1.29,0,6.15,0.88,0,2.75,1.02,0,4.70,1.78,0,4.10,1.07,0,8,3,34541,0,184,46,0.309706479,0.000223888
impulsief,impulsive,De Deyne et al. (2014),9.95,3.05,0,5.85,1.18,0,4.40,1.35,0,5.45,1.19,0,4.45,1.28,0,3.20,1.44,0,4.20,1.36,0,9,3,30861,0,169,157,0.983673314,0.000115328
indirect,indirect,van Loon - Vervoorn (1985),11.90,1.71,0,2.75,1.07,0,3.70,1.87,0,3.15,1.31,0,3.55,1.47,0,3.85,2.03,0,3.35,0.93,0,8,3,56297,0,882,111,0.111832013,2.91054E-05
indrukwekkend,impressive,De Deyne et al. (2014),9.15,2.70,0,5.85,0.88,0,4.00,0.97,0,6.00,0.86,0,4.65,1.39,0,4.30,1.72,0,5.25,1.83,0,13,4,106418,0,1042,908,1.199346214,0.000280999
integraal,integral,van Loon - Vervoorn (1985),13.75,2.57,0,4.42,1.30,0.05,3.95,2.09,0.05,4.21,1.84,0.05,3.25,1.83,0,4.05,2.24,0,3.80,1.01,0,9,3,87304,0,527,12,0.032899303,7.14944E-06
intellectueel,intellectual,Berrian et al. (1979),10.40,3.17,0,5.10,0.79,0,5.00,0.97,0,5.50,0.83,0,3.80,1.64,0,4.40,2.11,0,5.60,1.10,0,13,5,119348,0,1205,187,0.357061665,4.19193E-05
intelligent,intelligent,De Deyne et al. (2014),8.48,2.21,0,4.60,1.60,0,4.20,1.70,0,5.60,0.82,0,5.50,1.15,0,3.55,1.73,0,5.25,1.41,0,11,4,144124,0,1222,950,2.283452218,0.000267471
intens,high,Berrian et al. (1979),11.05,2.24,0,6.45,0.94,0,4.15,1.46,0,6.25,0.85,0,3.85,1.53,0,3.40,1.85,0,5.70,0.86,0,6,2,87222,1,1140,392,0.721978635,0.000147187
interessant,interesting,De Deyne et al. (2014),7.70,2.05,0,4.60,1.57,0,4.35,1.50,0,5.55,0.94,0,6.15,0.75,0,3.40,1.57,0,5.15,1.14,0,11,4,137472,0,2901,4035,4.090666347,0.000651627
intrigerend,intriguing,De Deyne et al. (2014),13.20,1.82,0,5.15,1.14,0,3.79,1.51,0.05,5.47,1.43,0.05,3.05,1.54,0,3.55,1.43,0,3.90,1.83,0,11,4,166222,0,0,2,0.271857424,8.89889E-05
introvert,introvert,De Deyne et al. (2014),12.95,2.11,0,2.10,1.02,0,3.65,1.39,0,2.80,1.28,0,3.05,1.23,0,3.47,1.50,0.05,3.26,0.99,0.05,9,3,100306,0,72,11,0.818909223,0.000101849
invalide,invalid,van Loon - Vervoorn (1985),10.55,1.39,0,3.10,1.21,0,5.45,1.85,0,2.95,1.39,0,3.85,1.69,0,6.25,1.16,0,2.50,0.95,0,8,4,61842,0,138,141,0.417232802,3.83213E-05
inwendig,internal,Berrian et al. (1979),10.65,2.43,0,2.70,1.03,0,5.05,1.64,0,3.55,0.76,0,4.20,1.40,0,4.75,2.07,0,3.35,0.81,0,8,3,83065,0,716,185,0.444391887,0.000103509
inzittend,occupant,van Loon - Vervoorn (1985),10.60,2.68,0,3.32,1.42,0.05,4.50,1.85,0,3.35,1.00,0.15,2.40,1.31,0,4.16,1.86,0.05,3.88,0.78,0.15,9,3,95477,0,0,0,NaN,NaN
irritant,irritating,De Deyne et al. (2014),8.45,2.35,0,4.65,1.63,0,4.25,1.21,0,4.95,1.39,0,5.90,1.17,0,4.50,1.93,0,1.70,0.73,0,8,3,49832,0,107,361,4.047229511,0.000782868
jaarlijks,annual,Berrian et al. (1979),7.85,1.81,0,4.10,0.79,0,6.35,1.35,0,3.70,0.86,0,5.00,1.56,0,4.90,2.25,0,4.50,1.05,0,9,2,55147,0,1210,278,0.310876387,9.57771E-05
jaloers,yellow,Berrian et al. (1979),6.95,2.11,0,4.65,1.69,0,4.25,1.74,0,3.70,1.45,0,5.45,1.54,0,5.90,1.37,0,2.40,1.19,0,7,2,69246,0,1097,1998,1.330429786,0.000244337
jarig,to have one's birthday,van Loon - Vervoorn (1985),3.95,2.16,0,5.65,1.35,0,6.55,1.39,0,4.35,1.39,0,5.35,1.42,0,5.65,1.63,0,5.65,1.18,0,5,2,30951,4,382,1068,0.416589147,5.06058E-05
jeugdig,youthful,van Loon - Vervoorn (1985),9.10,2.31,0,5.55,1.23,0,5.20,1.51,0,4.45,1.19,0,3.70,1.38,0,5.20,1.61,0,5.50,0.89,0,7,2,19904,0,671,115,0.523165682,4.87346E-05
jong,young,van Loon - Vervoorn (1985),4.95,1.36,0,5.55,0.89,0,4.26,1.37,0.05,3.85,1.23,0,6.00,0.97,0,6.20,1.15,0,5.60,0.82,0,4,1,26465,8,13261,8594,11.91198216,0.001598467
joods,jewish,Berrian et al. (1979),9.45,2.33,0,3.60,0.82,0,5.35,2.11,0,3.50,0.89,0,2.95,1.15,0,5.45,1.79,0,3.90,0.85,0,5,1,16162,2,2160,918,0.663941341,0.000106496
juist,right,van Loon - Vervoorn (1985),4.05,1.82,0,4.30,1.42,0,5.25,1.59,0,4.15,1.46,0,6.20,1.01,0,3.70,1.84,0,5.63,0.76,0.05,5,1,34812,3,16928,8721,6.37860936,0.000614871
kaal,bald,van Loon - Vervoorn (1985),5.65,2.16,0,3.25,1.02,0,6.25,1.07,0,3.20,1.44,0,5.05,1.70,0,6.75,0.55,0,2.70,1.17,0,4,1,26218,21,1594,671,1.9727603,0.00046625
kaki,khaki,De Deyne et al. (2014),8.95,2.42,0,3.35,1.50,0,5.53,1.54,0.05,3.80,1.20,0,2.15,0.99,0,6.45,0.94,0,2.75,1.21,0,4,2,9342,6,0,9,0.229971839,3.7716E-05
kalm,calm,van Loon - Vervoorn (1985),5.50,2.56,0,2.15,1.04,0,4.30,1.56,0,2.65,1.31,0,5.10,1.41,0,4.25,2.20,0,5.50,1.10,0,4,1,11875,10,2047,3170,2.830103905,0.000384935
kansloos,prospectless,van Loon - Vervoorn (1985),10.45,2.39,0,2.35,0.93,0,3.65,1.53,0,2.70,1.95,0,3.20,1.40,0,3.80,2.14,0,2.45,1.32,0,8,2,45746,0,37,131,0.162959245,3.71367E-05
kapot,broken,van Loon - Vervoorn (1985),3.95,1.93,0,3.32,1.60,0.05,5.90,1.37,0,4.10,1.48,0,5.35,1.18,0,5.30,1.95,0,2.25,0.97,0,5,2,13425,3,1672,3898,9.892565448,0.001203524
karig,scant,De Deyne et al. (2014),14.13,2.87,0.2,3.75,1.66,0.4,3.21,0.80,0.3,3.40,1.26,0.5,1.81,1.22,0.2,4.00,1.73,0.35,2.94,1.14,0.15,5,2,33499,6,140,20,0.125964283,1.8858E-05
katholiek,catholic,van Loon - Vervoorn (1985),7.05,1.90,0,2.95,1.32,0,5.20,1.54,0,3.90,1.17,0,3.65,1.66,0,4.75,1.83,0,3.40,0.99,0,9,3,59741,0,2502,593,3.664133102,0.000409366
kattig,catty,van Loon - Vervoorn (1985),10.60,2.50,0,5.11,1.37,0.05,4.25,0.85,0,5.11,1.15,0.05,2.20,1.11,0,4.55,1.54,0,2.75,1.12,0,6,2,32669,7,37,18,0.098213822,4.05797E-05
kernachtig,pithy,van Loon - Vervoorn (1985),11.63,2.06,0.05,4.39,1.58,0.1,3.75,1.59,0,5.39,0.92,0.1,2.55,1.61,0,3.32,1.73,0.05,3.80,1.06,0,10,3,96963,0,79,5,0.07456382,1.65866E-05
kersvers,quite new,van Loon - Vervoorn (1985),8.50,1.70,0,4.75,1.25,0,5.40,1.47,0,4.55,1.36,0,3.16,1.68,0.05,4.05,2.28,0,5.35,1.09,0,8,2,112045,0,61,19,0.020537406,7.24706E-06
keurig,neat,van Loon - Vervoorn (1985),8.40,3.14,0,3.40,1.39,0,4.42,1.61,0.05,3.90,1.48,0,2.95,1.39,0,6.05,1.50,0,4.75,1.02,0,6,2,35431,2,1613,340,0.654457357,4.6896E-05
kil,chilly,van Loon - Vervoorn (1985),9.95,2.72,0.05,3.10,1.68,0,3.60,1.57,0,3.60,1.73,0,2.85,1.39,0,5.30,1.89,0,2.45,1.10,0,3,1,5484,18,904,294,1.800234416,0.000411329
kinderachtig,childish,Berrian et al. (1979),6.70,2.34,0,4.75,1.37,0,5.40,1.27,0,3.20,1.47,0,5.25,1.62,0,5.05,1.64,0,2.70,1.17,0,12,4,139607,0,420,344,1.094579245,0.000136663
kippig,short-sighted,van Loon - Vervoorn (1985),10.82,2.86,0.45,5.71,0.61,0.3,2.60,1.12,0.25,3.91,1.45,0.45,1.78,1.06,0.1,2.84,1.74,0.05,3.20,0.77,0.25,6,2,14215,2,15,3,NaN,NaN
klaar,ready,van Loon - Vervoorn (1985),4.45,1.57,0,4.15,1.63,0,5.55,1.54,0,4.80,1.11,0,5.55,1.47,0,3.50,1.96,0,5.50,0.89,0,5,1,37746,3,5270,24316,4.940788481,0.00067041
klam,humid,Berrian et al. (1979),10.58,3.11,0.05,3.35,1.63,0,4.05,1.43,0.05,3.15,1.23,0,3.89,1.76,0.05,5.20,1.67,0,2.75,0.91,0,4,1,15773,9,259,47,0.26135662,5.27666E-05
klassiek,classic,De Deyne et al. (2014),8.00,2.08,0,2.80,1.20,0,4.55,1.70,0,3.35,1.35,0,4.25,1.25,0,4.70,1.75,0,3.70,1.42,0,8,2,46806,0,1904,482,2.295789331,0.000394329
klein,small,van Loon - Vervoorn (1985),3.50,1.28,0,3.00,1.21,0,4.40,1.85,0,2.45,1.28,0,6.10,1.12,0,6.10,1.86,0,3.50,1.00,0,5,1,41238,3,21449,21343,30.51983093,0.004459177
kleiner,less,Berrian et al. (1979),4.75,1.59,0,2.95,1.19,0,5.10,2.25,0,2.80,1.15,0,6.15,1.09,0,5.25,1.92,0,3.50,0.76,0,7,2,88162,1,21449,17,1.015475618,0.00013252
kleingeestig,little,Berrian et al. (1979),12.42,3.81,0.05,2.87,0.92,0.25,3.95,1.50,0,2.41,1.06,0.15,3.40,1.70,0,3.25,1.48,0,2.65,0.81,0,12,3,124813,0,38,23,0.298597872,3.57016E-05
kleinst,least,Berrian et al. (1979),5.00,1.89,0,3.30,1.45,0,5.75,1.68,0,2.45,1.54,0,4.80,1.67,0,5.70,1.59,0,3.15,1.14,0,7,1,65891,0,21449,0,0.180527081,2.73286E-05
kleurig,colourful,van Loon - Vervoorn (1985),5.95,2.37,0,5.30,0.92,0,4.75,1.55,0,4.74,1.33,0.05,4.00,1.65,0,6.20,1.15,0,6.00,0.65,0,7,2,40277,2,514,24,0.980168906,0.00014322
kleurrijk,colourful,De Deyne et al. (2014),6.15,1.57,0,5.50,1.85,0,5.35,1.42,0,5.45,1.00,0,4.70,1.26,0,6.30,0.92,0,5.50,1.61,0,9,2,48649,0,344,118,2.649911994,0.000500034
kleverig,sticky,van Loon - Vervoorn (1985),7.80,2.50,0,3.90,1.21,0,5.15,1.39,0,3.95,1.36,0,3.65,1.42,0,5.60,1.23,0,2.70,1.22,0,8,3,86960,0,274,61,1.165965344,0.000166025
knalgeel,bright yellow,van Loon - Vervoorn (1985),6.85,1.79,0,5.45,1.61,0,5.47,1.68,0.05,5.65,1.50,0,2.95,1.57,0,6.75,0.72,0,4.85,1.18,0,8,2,57358,0,13,3,0.009259259,1.66614E-06
knap,good-looking,van Loon - Vervoorn (1985),7.70,3.70,0,4.90,1.21,0,3.55,1.90,0,5.15,1.04,0,6.05,1.00,0,6.40,0.94,0,5.75,0.72,0,4,1,7787,9,2002,4588,4.154242571,0.000484021
knorrig,grumbling,van Loon - Vervoorn (1985),8.95,2.32,0.05,4.25,1.16,0,4.90,1.48,0,3.90,1.25,0,3.25,1.77,0,3.60,1.96,0,2.25,0.85,0,7,2,32846,0,130,50,0.161032167,2.63003E-05
koel,cool,van Loon - Vervoorn (1985),6.37,2.06,0.05,2.55,1.10,0,4.10,1.25,0,3.50,1.19,0,3.70,1.59,0,4.95,2.06,0,3.40,1.27,0,4,1,32788,17,2344,695,1.831931514,0.000559404
kokend,scalding,Berrian et al. (1979),7.60,1.60,0,5.60,1.23,0,5.70,1.17,0,4.80,1.06,0,4.90,1.17,0,5.90,1.17,0,3.85,1.23,0,6,2,58502,2,168,0,0.12614346,1.54183E-05
kolkend,boiling,Berrian et al. (1979),11.00,2.60,0,6.17,0.99,0.1,4.61,1.69,0.1,5.12,1.32,0.15,2.20,1.15,0,4.55,1.85,0,3.21,1.08,0.05,7,2,63542,0,0,0,0.011751292,5.06351E-06
koppig,stubborn,van Loon - Vervoorn (1985),6.45,1.70,0,5.50,0.61,0,3.95,1.36,0,5.75,0.79,0,5.90,1.12,0,4.60,2.14,0,3.30,1.03,0,6,2,18713,6,661,611,2.883690269,0.000514522
korrelig,granular,De Deyne et al. (2014),8.95,2.72,0,3.84,1.07,0.05,4.95,1.64,0,3.70,1.30,0,2.25,1.02,0,5.90,1.52,0,2.80,1.01,0,8,3,65843,1,68,10,0.24602011,6.75601E-05
kort,short,van Loon - Vervoorn (1985),4.10,1.52,0,3.55,1.50,0,4.40,1.27,0,3.95,1.50,0,5.95,1.19,0,5.45,1.88,0,3.75,0.85,0,4,1,17474,14,14756,4000,7.121259376,0.001221187
kostbaar,rich,Berrian et al. (1979),8.35,3.12,0,4.85,1.23,0,4.75,1.48,0,5.45,0.76,0,3.85,1.60,0,4.90,2.07,0,5.40,1.14,0,8,2,55886,1,1325,606,0.816454146,8.08664E-05
kostelijk,precious,van Loon - Vervoorn (1985),8.80,3.07,0,4.40,1.35,0,4.40,1.64,0,5.15,1.09,0,2.60,1.50,0,4.10,1.65,0,3.85,1.60,0,9,3,89142,2,259,57,0.50370393,9.70039E-05
koud,cold,van Loon - Vervoorn (1985),4.15,1.39,0,2.75,1.41,0,4.25,1.89,0,3.70,1.56,0,5.70,1.34,0,5.65,1.63,0,2.90,1.12,0,4,1,8281,6,5789,5168,27.27920303,0.002299268
krachtig,forceful,Berrian et al. (1979),7.35,2.58,0,6.20,0.70,0,5.20,1.36,0,5.80,1.11,0,5.00,1.45,0,4.75,1.71,0,5.50,0.76,0,8,2,55611,2,2778,925,1.491858827,0.000291959
krap,scant,van Loon - Vervoorn (1985),9.47,2.22,0.05,3.30,1.30,0,4.20,1.67,0,3.55,1.32,0,2.95,1.19,0,4.45,2.01,0,2.65,0.81,0,4,1,15588,13,205,330,0.304408736,5.5461E-05
kras,youthful,Berrian et al. (1979),7.53,3.75,0.05,3.68,1.53,0.05,4.41,1.87,0.15,3.76,1.48,0.15,2.35,1.35,0,3.63,2.54,0.05,2.68,0.82,0.05,4,1,17025,13,126,8,0.245119415,8.1514E-05
kritiek,crtical,van Loon - Vervoorn (1985),9.35,2.03,0,4.40,1.60,0,5.35,1.50,0,5.20,1.20,0,4.75,1.37,0,4.00,2.20,0,3.05,0.76,0,7,2,57030,0,204,129,1.533392661,0.000334556
kritisch,critical,Berrian et al. (1979),11.35,2.01,0,5.35,0.93,0,4.25,1.55,0,5.35,0.67,0,5.20,1.06,0,4.65,2.06,0,3.35,1.39,0,8,2,65861,0,1961,141,0.641703167,0.000164027
krom,bent,van Loon - Vervoorn (1985),4.68,1.42,0,3.50,1.19,0,5.30,1.78,0,3.10,1.12,0,3.70,1.89,0,6.00,1.34,0,3.15,0.88,0,4,1,15745,11,394,170,2.224668808,0.000474854
kruidig,spicy,De Deyne et al. (2014),8.00,2.62,0,4.35,1.87,0,4.65,1.39,0,5.00,1.12,0,3.20,1.47,0,4.55,2.01,0,4.40,1.10,0,7,2,31452,1,145,19,0.197029354,5.15105E-05
kuis,chaste,van Loon - Vervoorn (1985),10.55,2.93,0,3.30,1.17,0,4.50,1.54,0,3.35,1.39,0,2.05,1.10,0,3.70,2.00,0,3.50,1.28,0,4,1,16932,12,191,24,0.334466094,7.89985E-05
kunstzinnig,artistic,De Deyne et al. (2014),10.80,2.02,0,4.40,1.67,0,4.40,1.31,0,5.00,0.92,0,3.00,1.49,0,3.90,1.77,0,4.35,1.60,0,11,3,64035,0,191,33,0.218324737,4.05894E-05
kwaad,evil,van Loon - Vervoorn (1985),4.35,1.66,0,5.40,1.19,0,5.20,1.24,0,6.15,0.67,0,5.65,1.09,0,6.10,0.91,0,2.15,0.88,0,5,1,23224,1,3609,7307,10.28696931,0.001110864
kwalitatief,qualitative,De Deyne et al. (2014),12.40,2.28,0,4.35,1.31,0,4.20,2.07,0,5.25,1.07,0,4.70,1.34,0,2.70,1.66,0,4.35,1.76,0,11,4,76082,0,433,6,0.057507546,1.39995E-05
kwaliteitsvol,high-quality,De Deyne et al. (2014),11.00,2.32,0,4.30,1.66,0,3.65,1.27,0,5.35,0.99,0,3.20,1.32,0,3.70,1.98,0,5.25,1.12,0,13,4,78699,0,0,1,0.075729851,7.99227E-06
kwijt,rid,van Loon - Vervoorn (1985),4.00,1.72,0,3.00,1.30,0,5.40,1.39,0,3.15,1.42,0,5.45,1.32,0,3.75,2.24,0,2.20,0.62,0,5,1,15462,3,2296,6365,2.195931598,0.000300312
laag,low,van Loon - Vervoorn (1985),4.55,1.54,0,2.85,0.99,0,4.75,1.48,0,2.55,0.94,0,6.05,1.23,0,5.90,1.37,0,2.95,1.05,0,4,1,28122,13,7434,2580,3.324725384,0.000973206
laat,late,van Loon - Vervoorn (1985),5.45,1.54,0,3.45,1.50,0,3.84,1.83,0.05,3.10,1.21,0,6.10,0.97,0,5.55,1.61,0,3.15,0.81,0,4,1,32945,11,31168,14337,2.064917475,0.00048392
laf,cowardly,van Loon - Vervoorn (1985),8.25,2.65,0,2.70,1.08,0,3.85,1.14,0,2.30,1.26,0,3.79,1.40,0.05,4.60,1.79,0,2.20,0.62,0,3,1,12189,15,430,473,1.267349505,0.000395266
lager,beneath,Berrian et al. (1979),5.40,1.82,0,3.05,0.94,0,5.10,1.65,0,2.80,1.20,0,5.65,1.57,0,5.25,2.15,0,3.35,0.88,0,5,2,67714,10,7434,2,0.852457101,0.000157135
lam,paralysed,van Loon - Vervoorn (1985),6.37,2.63,0.05,2.10,0.97,0,5.15,1.73,0,2.20,0.77,0,3.65,1.57,0,5.55,1.28,0,2.80,1.51,0,3,1,13267,21,141,226,0.890565846,0.000146897
lang,long,van Loon - Vervoorn (1985),3.85,1.31,0,4.20,1.32,0,4.00,1.30,0,4.15,1.35,0,5.90,1.02,0,6.30,1.03,0,4.35,0.81,0,4,1,38012,15,42525,30354,11.09467296,0.002051573
