word_dutch,translate_word_english,origin,aoa_mean,aoa_sd,aoa_unknown,arousal_mean,arousal_sd,arousal_unknown,concrete_mean,concrete_sd,concrete_unknown,dominance_mean,dominance_sd,dominance_unknown,familiar_mean,familiar_sd,familiar_unknown,imagine_mean,imagine_sd,imagine_unknown,valence_mean,valence_sd,valence_unknown,length,syllables,bigram,neighbors,freq_celex,freq_subtlex,instrength,betweenness
romantisch,romantic,van Loon - Vervoorn (1985),8.80,2.28,0,4.65,1.42,0,5.15,1.76,0,4.75,1.16,0,5.50,1.10,0,5.40,1.50,0,5.85,0.99,0,10,3,86350,0,985,1449,2.610108458,0.000354237
romig,creamy,De Deyne et al. (2014),9.40,2.21,0,3.30,1.49,0,4.45,1.76,0,3.25,1.02,0,2.70,1.13,0,5.40,1.57,0,4.30,1.22,0,5,2,23688,4,159,50,0.194464982,1.51059E-05
rond,circular,van Loon - Vervoorn (1985),4.50,1.43,0,4.00,1.03,0,6.20,1.58,0,3.75,1.29,0,5.20,1.11,0,6.85,0.37,0,4.40,0.99,0,4,1,31390,12,5554,428,14.0974611,0.00235133
rood,red,van Loon - Vervoorn (1985),4.20,1.74,0,4.65,1.27,0,6.10,1.89,0,5.45,1.19,0,4.80,1.32,0,6.40,1.05,0,4.65,1.18,0,4,1,21703,12,6285,4984,35.56331676,0.004180987
roodgeel,orange,Berrian et al. (1979),7.63,3.04,0.05,4.12,1.62,0.15,5.25,1.45,0,4.00,1.33,0.05,2.28,1.53,0.1,5.65,1.84,0,4.05,1.61,0,8,2,66671,0,6,0,NaN,NaN
ros,red,Berrian et al. (1979),6.85,2.35,0,3.95,1.47,0.05,6.00,1.25,0.05,3.80,1.44,0,4.50,2.06,0,6.55,1.19,0,3.80,1.15,0,3,1,11851,20,170,23,0.758713587,0.000181112
rot,rotten,van Loon - Vervoorn (1985),7.10,2.53,0,3.40,1.19,0,4.70,1.45,0,3.25,1.55,0,4.65,1.73,0,5.40,1.57,0,1.85,0.88,0,3,1,12378,21,490,1585,1.753736482,0.000358321
rotslecht,very bad,De Deyne et al. (2014),8.15,2.50,0,3.45,1.90,0,3.40,1.50,0,4.25,2.20,0,3.80,2.09,0,3.15,1.35,0,1.45,1.00,0,9,2,53351,0,0,2,0.004132231,1.80933E-06
roze,pink,De Deyne et al. (2014),4.20,1.28,0,3.75,1.65,0,5.75,1.37,0,3.50,1.36,0,5.05,1.39,0,6.55,0.83,0,3.90,1.21,0,4,2,13115,5,1740,823,3.794876496,0.0007029
ruig,rugged,van Loon - Vervoorn (1985),8.85,2.23,0,5.20,1.51,0,3.79,1.72,0.05,5.30,1.17,0,3.55,1.82,0,5.40,1.90,0,3.70,1.17,0,4,1,16835,10,366,390,0.406224877,0.000104742
ruim,spacious,van Loon - Vervoorn (1985),8.05,2.39,0,4.45,1.50,0,3.70,1.72,0,5.05,0.94,0,4.70,1.66,0,5.10,1.68,0,4.60,0.94,0,4,1,12068,9,4605,1539,0.965098444,0.000231063
ruimdenkend,liberal,Berrian et al. (1979),11.05,1.93,0,5.20,1.32,0,4.25,1.16,0,4.65,1.57,0,3.05,1.54,0,3.40,2.06,0,5.95,0.89,0,11,3,116259,0,29,22,0.119481507,3.83863E-05
ruraal,rural,De Deyne et al. (2014),13.85,1.52,0.35,3.27,1.90,0.45,3.50,1.72,0.5,3.67,1.32,0.55,1.76,1.03,0.15,5.00,1.79,0.45,4.07,1.39,0.25,6,2,40706,0,278,0,0.036137178,3.52103E-06
Russisch,russian,Berrian et al. (1979),8.55,2.89,0,4.30,1.26,0,6.25,1.12,0,4.35,1.79,0,4.10,2.22,0,5.35,1.46,0,3.65,1.23,0,8,2,44990,0,2321,1114,NaN,NaN
rustgevend,restful,Berrian et al. (1979),9.80,2.71,0,2.45,1.32,0,5.35,1.27,0,2.65,1.14,0,4.25,1.48,0,5.10,1.41,0,6.00,0.79,0,10,3,98676,0,88,48,0.66123588,0.000158433
rustig,peaceful,van Loon - Vervoorn (1985),5.20,1.70,0,1.90,0.97,0,4.10,1.48,0,3.00,1.17,0,5.85,1.18,0,5.35,2.01,0,5.60,1.05,0,6,2,42814,1,6810,16258,6.990183485,0.000703297
ruw,rough,van Loon - Vervoorn (1985),7.65,1.79,0,4.80,1.51,0,3.95,1.70,0,4.45,1.61,0,3.85,1.69,0,5.90,1.62,0,2.80,1.01,0,3,1,5675,10,1623,596,3.48688192,0.000662262
saai,boring,van Loon - Vervoorn (1985),6.20,1.51,0,1.60,0.75,0,4.20,1.70,0,2.10,0.91,0,6.05,1.05,0,5.25,1.83,0,2.35,0.59,0,4,1,18729,15,637,1855,18.11925319,0.002913551
sappig,juicy,van Loon - Vervoorn (1985),5.80,2.57,0,5.05,0.94,0,4.89,1.49,0.05,4.45,1.19,0,3.95,1.64,0,5.50,1.73,0,5.30,0.92,0,6,2,16653,3,199,211,1.712804548,0.000185593
sceptisch,skeptical,Berrian et al. (1979),13.25,2.00,0,3.85,1.69,0,3.58,1.35,0.05,4.79,1.03,0.05,3.20,1.47,0,4.10,2.17,0,3.78,0.81,0.1,9,2,58829,0,306,91,0.091434633,2.73905E-05
schaars,scarce,van Loon - Vervoorn (1985),11.65,2.70,0,3.00,1.56,0,3.74,1.63,0.05,3.10,1.52,0,2.95,1.54,0,4.50,2.04,0,2.75,0.85,0,7,1,60286,2,831,114,0.213895698,3.66519E-05
schadelijk,bad,Berrian et al. (1979),8.50,2.24,0,4.25,1.71,0,4.35,1.73,0,3.80,1.61,0,4.60,1.54,0,5.70,1.87,0,2.20,0.77,0,10,3,90860,0,720,95,0.393194072,0.000126685
schamel,paltry,van Loon - Vervoorn (1985),12.93,2.58,0.25,3.17,1.03,0.4,3.60,1.12,0.25,2.36,0.93,0.3,1.32,0.58,0.05,3.38,1.78,0.2,2.61,0.92,0.1,7,2,60973,4,259,36,0.07914732,1.74554E-05
schappelijk,reasonable,Berrian et al. (1979),11.85,2.96,0,3.39,0.92,0.1,3.53,1.12,0.15,3.30,1.30,0,1.95,1.23,0,2.63,1.71,0.05,4.40,1.05,0,11,3,85721,0,26,25,0.049065366,3.42991E-06
schattig,sweet,Berrian et al. (1979),5.15,1.84,0,4.35,1.35,0,4.20,1.96,0,4.00,1.59,0,6.05,1.05,0,6.05,1.43,0,6.05,0.83,0,8,2,58188,0,146,1480,4.354646809,0.000407082
scheef,crooked,van Loon - Vervoorn (1985),6.20,1.70,0,3.95,1.39,0,5.00,1.62,0,3.40,1.31,0,4.75,1.65,0,5.75,1.48,0,2.75,0.97,0,6,1,44864,7,867,163,1.767624934,0.000348614
scheel,squinting,van Loon - Vervoorn (1985),6.95,2.70,0.05,3.40,1.23,0,4.55,1.96,0,2.90,1.07,0,4.25,1.16,0,6.10,1.59,0,2.55,0.89,0,6,1,62490,6,142,71,0.385906914,6.37267E-05
schel,piercing,van Loon - Vervoorn (1985),9.94,4.36,0.1,5.22,1.06,0.1,4.33,1.28,0.1,4.05,1.54,0.05,2.60,1.60,0,3.17,1.47,0.1,2.63,0.76,0.05,5,1,52087,8,343,17,0.427355095,8.04792E-05
scherp,sharp,van Loon - Vervoorn (1985),4.65,1.09,0,5.60,0.88,0,5.50,1.50,0,4.70,1.22,0,5.30,1.66,0,4.85,1.79,0,3.55,1.10,0,6,1,73740,4,4875,1322,6.613960063,0.000986974
schichtig,nervous,van Loon - Vervoorn (1985),12.84,2.06,0.05,4.61,1.46,0.1,3.22,1.31,0.1,3.93,1.59,0.3,2.32,1.29,0.05,3.00,1.84,0.15,3.07,1.03,0.25,9,2,68004,0,308,20,0.110408738,2.51809E-05
schitterend,wonderful,Berrian et al. (1979),7.05,2.39,0,6.15,0.81,0,4.45,1.43,0,5.80,1.40,0,4.90,1.80,0,5.60,1.50,0,6.50,0.61,0,11,3,153100,0,761,1690,1.247193775,0.000116929
schoon,fine,van Loon - Vervoorn (1985),6.00,1.65,0,4.45,0.94,0,4.70,1.38,0,4.00,1.30,0,5.85,1.35,0,5.70,1.38,0,5.60,0.75,0,6,1,51093,6,2674,3054,2.367797313,0.000236553
schor,rattling,van Loon - Vervoorn (1985),9.70,2.79,0,3.56,1.31,0.2,3.78,1.70,0.1,3.33,0.82,0.25,2.50,1.34,0.1,4.00,2.09,0.1,3.10,0.91,0,5,1,38626,5,435,15,0.129657536,1.07453E-05
schraal,lean,van Loon - Vervoorn (1985),12.50,2.69,0,3.37,1.74,0.05,3.32,1.45,0.05,3.06,1.47,0.1,3.00,1.95,0,3.80,2.19,0,2.65,1.23,0,7,1,57593,2,325,37,0.345123098,8.19175E-05
schril,strident,van Loon - Vervoorn (1985),11.17,3.45,0.1,4.47,1.74,0.15,3.94,1.25,0.15,3.67,1.45,0.25,2.25,1.37,0,2.72,1.67,0.1,2.41,0.94,0.15,6,1,40884,2,428,10,0.078760978,2.19234E-05
schuchter,timid,van Loon - Vervoorn (1985),11.10,2.73,0,2.33,1.08,0.1,3.75,1.25,0,2.70,1.59,0,2.40,1.31,0,4.45,1.19,0,3.15,0.93,0,9,2,107378,0,316,21,0.470606285,3.27468E-05
schuin,slanting,van Loon - Vervoorn (1985),6.75,1.89,0,3.95,0.83,0,5.15,1.18,0,3.85,1.04,0,3.90,1.45,0,6.00,1.45,0,3.65,0.88,0,6,1,52211,3,1367,78,0.996347237,0.000185004
schuldig,owing,van Loon - Vervoorn (1985),7.90,2.20,0,4.00,1.72,0,5.00,1.34,0,3.10,1.48,0,5.30,1.30,0,5.45,1.70,0,2.35,0.88,0,8,2,42422,0,1423,3967,0.80842854,0.000122009
schuw,shy,van Loon - Vervoorn (1985),9.65,2.62,0,3.37,1.38,0.05,3.65,1.57,0,3.26,1.56,0.05,2.89,1.15,0.05,5.00,1.67,0.05,2.80,0.95,0,5,1,28026,2,376,35,0.398214636,5.85427E-05
serieus,serious,Berrian et al. (1979),7.80,1.94,0,3.45,1.23,0,4.75,1.16,0,4.80,1.32,0,4.95,1.05,0,5.00,1.97,0,4.20,1.28,0,7,3,82028,1,1853,4664,2.292326757,0.000387134
sferisch,spherical,Berrian et al. (1979),13.88,2.00,0.2,3.88,1.54,0.2,3.50,1.51,0.2,4.15,0.99,0.35,2.20,1.51,0,3.31,1.49,0.2,4.75,1.16,0,8,2,88328,1,8,0,0.003703704,5.40194E-07
sierlijk,purple,Berrian et al. (1979),8.58,2.24,0.05,4.25,1.25,0,4.74,1.76,0.05,4.10,1.29,0,3.90,1.65,0,5.15,1.09,0,5.35,1.31,0,8,2,87235,1,593,49,1.671754893,0.000467942
simpel,simple,De Deyne et al. (2014),5.90,2.47,0,2.60,1.05,0,3.95,1.28,0,2.95,1.32,0,5.30,1.38,0,3.70,1.69,0,4.20,0.95,0,6,2,33214,4,1699,3283,2.724950928,0.000325532
sip,glum,van Loon - Vervoorn (1985),7.25,2.22,0,3.00,1.50,0.1,4.90,1.37,0,2.65,1.09,0,3.25,1.89,0,5.20,1.47,0,2.16,0.83,0.05,3,1,4257,13,44,79,0.614546726,9.01018E-05
sjofel,shabby,De Deyne et al. (2014),11.71,1.83,0.15,2.56,1.01,0.55,4.32,1.25,0.05,2.44,0.88,0.55,1.83,1.38,0.1,5.25,1.57,0.2,2.71,1.16,0.15,6,2,25071,0,82,37,0.240338693,4.38013E-05
slank,slim,van Loon - Vervoorn (1985),7.25,2.38,0,4.05,1.36,0,3.80,1.36,0,4.15,1.27,0,5.15,1.39,0,6.50,0.83,0,5.15,0.81,0,5,1,29362,8,1082,202,2.280951386,0.000385344
slap,slack,van Loon - Vervoorn (1985),6.42,2.19,0.05,1.80,1.01,0,4.95,1.15,0,2.10,0.91,0,3.75,1.37,0,4.60,2.01,0,2.35,0.67,0,4,1,15167,12,1156,615,1.789943932,0.000519169
slaperig,sleepy,Berrian et al. (1979),6.35,2.13,0,2.45,1.73,0,4.35,1.46,0,2.45,1.28,0,4.60,1.64,0,6.30,1.42,0,3.35,1.23,0,8,3,81381,0,478,146,0.486513616,6.10062E-05
slecht,bad,van Loon - Vervoorn (1985),4.45,2.04,0,3.90,1.41,0,4.80,1.54,0,3.95,1.61,0,5.70,1.66,0,4.40,1.79,0,1.75,0.85,0,6,1,36897,4,7977,18273,21.22411883,0.003526072
slechter,worse,Berrian et al. (1979),5.21,1.72,0.05,3.40,1.54,0,3.75,1.25,0,4.10,1.52,0,4.85,1.23,0,3.10,1.86,0,2.20,0.83,0,8,2,96683,3,7977,0,0.37246393,6.36909E-05
slim,clever,van Loon - Vervoorn (1985),5.35,1.27,0,5.05,0.83,0,4.00,1.41,0,5.30,0.73,0,6.15,0.88,0,5.15,1.93,0,5.70,0.98,0,4,1,15581,7,1095,6984,11.60278187,0.001115319
sloom,lethargic,van Loon - Vervoorn (1985),9.79,2.53,0.05,1.75,0.72,0,4.68,1.34,0.05,2.50,1.00,0,3.15,1.79,0,3.80,1.51,0,2.58,1.02,0.05,5,1,23414,5,106,126,0.756075225,5.90797E-05
slordig,slovenly,van Loon - Vervoorn (1985),6.65,1.42,0,4.35,1.23,0,5.40,1.19,0,3.40,1.43,0,5.45,1.39,0,5.15,1.42,0,2.65,0.88,0,7,2,34920,0,633,291,3.510265329,0.000480669
smaakloos,tasteless,De Deyne et al. (2014),8.45,1.76,0,2.50,1.00,0,3.30,1.03,0,2.65,1.39,0,3.10,1.25,0,3.90,1.71,0,2.35,1.18,0,9,2,48007,0,15,2,0.323918472,0.000173142
smakelijk,tasty,De Deyne et al. (2014),4.98,2.19,0,3.85,1.46,0,3.75,1.12,0,4.70,1.34,0,6.25,0.79,0,4.85,1.69,0,4.90,1.52,0,9,3,64432,1,381,433,0.82480243,9.07006E-05
smal,narrow,van Loon - Vervoorn (1985),5.60,1.64,0,3.40,1.10,0,4.20,1.54,0,2.90,1.21,0,4.20,1.36,0,5.75,1.59,0,3.50,1.19,0,4,1,15087,4,3044,233,3.030304575,0.000473989
smerig,dirty,De Deyne et al. (2014),6.90,1.89,0,3.60,1.23,0,4.60,1.57,0,4.20,1.47,0,4.10,1.59,0,6.05,1.10,0,2.20,0.89,0,6,2,69312,3,923,2342,2.187948752,0.000208583
smeuïg,smooth,De Deyne et al. (2014),11.90,2.34,0,3.75,1.37,0,3.80,1.01,0,3.45,1.05,0,2.85,1.39,0,5.53,1.54,0.05,4.58,1.22,0.05,6,2,13423,1,28,26,0.218405648,6.75178E-05
sneeuwwit,snow-white,van Loon - Vervoorn (1985),6.26,1.79,0.05,3.65,1.63,0,5.80,1.28,0,4.00,1.86,0,2.85,1.63,0,6.60,0.82,0,5.35,1.04,0,9,2,33252,0,91,4,0.057491534,0.000264962
snel,quick,van Loon - Vervoorn (1985),4.35,1.14,0,6.20,0.62,0,4.70,1.63,0,5.50,0.89,0,5.40,0.94,0,5.25,1.83,0,4.80,1.20,0,4,1,27424,10,16312,24730,19.53128496,0.002314238
snood,dark,Berrian et al. (1979),12.29,2.73,0.3,3.33,2.08,0.85,3.94,1.88,0.2,3.80,1.14,0.5,1.63,0.96,0.2,3.21,1.81,0.3,2.88,1.41,0.2,5,1,16064,0,23,49,0.028798623,3.28672E-06
sober,sober,De Deyne et al. (2014),8.95,3.10,0,2.35,1.04,0,3.85,1.04,0,2.50,1.05,0,3.50,1.43,0,4.40,1.67,0,3.25,1.45,0,5,2,51589,0,329,40,0.806885652,0.000182648
sociaal,social-minded,van Loon - Vervoorn (1985),10.45,1.79,0,5.70,1.08,0,5.15,0.81,0,5.35,1.04,0,5.05,1.10,0,4.90,1.89,0,6.20,0.62,0,7,2,28614,0,9837,957,3.940465572,0.000689691
soepel,supple,van Loon - Vervoorn (1985),7.70,1.81,0,3.60,1.39,0,3.80,1.51,0,3.65,1.31,0,4.85,1.57,0,4.85,1.84,0,5.35,0.93,0,6,2,40714,2,849,236,1.254007909,0.00019748
somber,gloomy,van Loon - Vervoorn (1985),7.90,2.17,0,2.15,1.04,0,4.32,1.45,0.05,2.60,0.94,0,3.75,1.48,0,5.80,1.51,0,2.35,0.88,0,6,2,56138,1,1696,366,1.554261166,0.000215931
spannend,tense,van Loon - Vervoorn (1985),5.90,1.86,0,5.75,1.37,0,3.95,1.85,0,5.35,1.09,0,5.80,1.01,0,5.60,1.31,0,5.15,0.88,0,8,2,76433,0,266,1258,5.480661211,0.000771664
speciaal,special,Berrian et al. (1979),5.80,1.96,0,5.05,1.10,0,3.30,1.66,0,5.05,1.32,0,5.80,1.32,0,4.53,2.04,0.05,5.40,1.31,0,8,2,39796,0,5456,5150,3.495576134,0.000494322
specifiek,specific,Berrian et al. (1979),9.20,2.61,0,4.30,1.42,0,4.85,1.81,0,4.45,1.15,0,4.20,1.20,0,4.35,2.35,0,4.80,0.77,0,9,3,42545,0,2350,527,0.579261702,8.84877E-05
speels,playful,van Loon - Vervoorn (1985),7.10,3.04,0,6.15,0.67,0,4.30,1.45,0,4.75,1.62,0,4.20,1.40,0,5.20,1.96,0,5.95,0.89,0,6,1,43739,1,481,64,2.176473776,0.000359717
spits,pointed,van Loon - Vervoorn (1985),9.10,2.65,0,5.11,1.20,0.05,4.20,1.28,0,4.65,1.14,0,3.00,1.59,0,4.85,2.03,0,3.45,1.19,0,5,1,17983,3,294,13,0.621688206,0.000148195
spoedig,early,Berrian et al. (1979),9.95,2.14,0,5.90,0.91,0,4.05,1.15,0,4.70,1.22,0,4.05,1.54,0,4.30,1.87,0,3.95,0.94,0,7,2,34936,0,2922,630,0.306234716,3.35962E-05
spontaan,free,Berrian et al. (1979),9.25,2.77,0,5.70,0.73,0,4.35,1.18,0,4.80,0.89,0,5.90,1.17,0,5.30,1.84,0,6.10,0.64,0,8,2,63346,0,1365,262,1.594386764,0.000287318
sporadisch,sporadic,De Deyne et al. (2014),12.72,2.49,0.1,4.00,1.46,0.2,2.81,1.22,0.2,2.81,1.17,0.2,2.69,1.25,0.2,2.65,1.27,0.15,3.28,1.13,0.1,10,3,69658,0,191,24,0.082647663,1.74424E-05
sportief,sports,van Loon - Vervoorn (1985),7.40,2.11,0,6.05,1.00,0,5.00,1.78,0,5.20,1.28,0,5.40,1.10,0,6.45,0.89,0,5.50,0.76,0,8,2,53696,0,346,170,1.729896211,0.000218518
staatkundig,political,Berrian et al. (1979),13.68,2.14,0.05,3.32,1.00,0.05,3.06,1.55,0.1,3.58,1.35,0.05,2.10,1.12,0,2.39,1.82,0.1,3.89,0.94,0.05,11,3,75393,0,188,1,NaN,NaN
stabiel,stable,De Deyne et al. (2014),9.38,2.79,0,3.05,1.15,0,4.40,1.47,0,4.40,1.31,0,4.25,1.33,0,3.80,1.94,0,4.75,0.97,0,7,2,65450,0,443,526,0.805416017,0.000143575
standaard,standard,Berrian et al. (1979),9.50,3.14,0,3.60,0.88,0,3.10,1.29,0,3.80,0.70,0,4.90,1.29,0,3.60,2.26,0,4.05,0.60,0,9,2,83004,0,21,293,0.505937228,0.000171655
standvastig,firm,Berrian et al. (1979),11.15,1.76,0,4.35,1.84,0,3.70,1.42,0,5.55,1.36,0,2.40,1.35,0,3.95,2.11,0,4.55,1.28,0,11,3,94727,0,79,57,0.575783907,9.06453E-05
stapsgewijs,slow,Berrian et al. (1979),11.25,2.65,0,3.80,1.24,0,4.40,1.76,0,4.00,1.17,0,2.95,1.43,0,3.20,1.79,0,4.50,1.24,0,11,3,61178,0,0,6,NaN,NaN
star,frozen,van Loon - Vervoorn (1985),12.05,2.37,0,2.81,1.56,0.2,3.28,1.53,0.1,3.25,1.18,0.2,2.00,0.94,0.05,4.24,1.95,0.15,2.79,1.13,0.05,4,1,35616,10,504,59,0.678133512,0.000164935
stedelijk,urban,De Deyne et al. (2014),10.40,2.44,0,4.45,1.64,0,5.25,1.12,0,4.90,1.17,0,3.35,1.35,0,6.05,0.94,0,3.40,0.88,0,9,3,101586,0,1180,40,0.102483081,3.48198E-05
steil,steep,van Loon - Vervoorn (1985),6.60,1.43,0,5.00,1.33,0.05,5.30,1.17,0,4.40,1.23,0,4.65,1.84,0,6.75,0.64,0,3.75,1.37,0,5,1,50071,2,982,124,0.61880745,6.84224E-05
stekelig,prickly,De Deyne et al. (2014),7.60,2.76,0,5.00,1.69,0,5.30,1.45,0,5.10,1.17,0,2.65,1.14,0,6.15,1.04,0,2.30,1.03,0,8,3,90396,0,110,14,0.384983924,0.000151508
stellig,definite,van Loon - Vervoorn (1985),12.11,2.42,0.1,4.50,1.24,0.4,3.13,1.26,0.2,4.08,1.51,0.4,2.10,0.91,0,2.14,1.46,0.3,3.44,0.96,0.2,7,2,78408,0,932,37,0.104754779,1.36545E-05
sterk,strong,van Loon - Vervoorn (1985),4.40,1.43,0,5.80,0.89,0,4.45,1.50,0,6.00,1.12,0,5.75,1.25,0,6.35,0.99,0,5.50,0.95,0,5,1,81755,4,16548,7792,12.31672113,0.001853552
stevig,strong,Berrian et al. (1979),6.70,2.87,0,4.55,1.10,0,4.35,1.04,0,5.50,0.69,0,5.25,1.37,0,5.50,1.70,0,4.50,0.95,0,6,2,49741,2,3299,1010,4.073175594,0.000611578
stijf,stiff,van Loon - Vervoorn (1985),6.75,1.68,0,3.75,1.80,0,4.25,1.80,0,3.50,1.61,0,4.90,1.25,0,5.70,1.72,0,3.25,1.02,0,5,1,42485,3,1658,812,3.174500143,0.000725679
stijgend,rising,Berrian et al. (1979),8.05,2.37,0,5.70,0.80,0,5.15,1.23,0,5.60,0.75,0,4.15,1.57,0,5.20,1.54,0,4.75,1.12,0,8,2,101236,0,0,0,0.052544871,1.41036E-05
stijlvol,stylish,De Deyne et al. (2014),10.10,2.27,0,4.60,0.88,0,4.50,0.83,0,5.30,1.13,0,4.30,1.26,0,5.25,1.55,0,5.40,1.54,0,8,2,52268,0,162,174,0.919147614,0.000171554
stil,quiet,van Loon - Vervoorn (1985),4.30,1.98,0,1.85,0.75,0,5.55,1.61,0,2.35,0.99,0,5.85,1.04,0,4.20,1.77,0,3.60,1.05,0,4,1,34092,6,6995,7636,7.092736431,0.000743094
stipt,exact,van Loon - Vervoorn (1985),8.15,3.38,0,3.65,1.69,0,5.15,1.76,0,4.80,1.36,0,4.60,1.47,0,5.90,1.65,0,4.85,1.18,0,5,1,32443,1,180,134,1.341376883,0.000122739
stoer,tough,van Loon - Vervoorn (1985),6.55,2.28,0,5.50,0.76,0,5.15,1.73,0,5.00,1.03,0,5.50,1.24,0,5.15,1.53,0,4.30,1.34,0,5,1,73869,6,357,1088,4.192619978,0.000880956
stokstijf,stiff as a rod,van Loon - Vervoorn (1985),8.75,2.99,0,2.50,1.36,0,5.00,1.81,0,3.65,1.79,0,2.50,1.28,0,6.05,1.43,0,2.75,0.79,0,9,2,70057,0,114,5,0.12911363,4.25972E-05
stokstil,motionless,van Loon - Vervoorn (1985),8.63,3.63,0.2,2.10,1.25,0,4.79,1.90,0.05,3.61,1.54,0.1,1.85,1.09,0,5.50,2.26,0,3.16,1.01,0.05,8,2,61664,0,0,0,NaN,NaN
stom,stupid,van Loon - Vervoorn (1985),4.40,2.14,0,2.80,1.06,0,3.70,1.53,0,3.00,1.25,0.05,5.90,1.07,0,5.20,1.82,0,2.40,0.68,0,4,1,28621,7,1362,9493,7.459356102,0.001272659
stomp,blunt,van Loon - Vervoorn (1985),9.05,2.35,0,2.55,1.15,0,4.19,1.83,0.2,2.84,1.38,0.05,2.32,1.20,0.05,4.85,2.48,0,3.30,1.42,0,5,1,30353,6,109,7,0.409155857,0.000137665
stormachtig,stormy,De Deyne et al. (2014),7.40,2.52,0,5.45,1.47,0,4.95,1.39,0,5.50,1.40,0,2.80,1.36,0,6.05,1.15,0,2.60,1.05,0,11,3,85239,0,178,44,0.065548525,1.01465E-05
stout,naughty,van Loon - Vervoorn (1985),3.60,1.27,0,4.95,1.54,0,3.50,1.64,0,4.20,1.54,0,5.45,1.43,0,5.35,1.95,0,2.70,1.17,0,5,1,29825,5,352,989,5.079576623,0.000742396
strak,tight,van Loon - Vervoorn (1985),8.42,2.97,0.05,4.10,1.41,0,4.90,1.21,0,4.95,1.00,0,2.95,1.61,0,4.50,2.09,0,3.55,1.23,0,5,1,38286,7,2502,1038,1.844662489,0.000503067
stralend,radiant,van Loon - Vervoorn (1985),7.25,2.77,0,5.95,0.89,0,4.45,1.57,0,5.70,1.17,0,4.20,1.67,0,5.65,1.60,0,6.45,0.69,0,8,2,97642,1,503,23,0.265539699,2.19885E-05
strategisch,strategic,van Loon - Vervoorn (1985),10.75,1.89,0,4.75,1.07,0,4.75,1.21,0,5.60,0.99,0,3.00,1.56,0,4.30,1.92,0,4.05,1.28,0,11,3,102262,0,480,135,0.080014578,1.754E-05
streng,severe,van Loon - Vervoorn (1985),5.15,3.05,0,4.95,1.05,0,4.05,1.57,0,5.90,0.72,0,5.85,1.31,0,5.30,1.42,0,3.00,1.03,0,6,1,86973,1,2423,804,5.278864176,0.000728432
strikt,strict,van Loon - Vervoorn (1985),9.45,2.58,0,4.10,1.33,0,5.10,1.52,0,5.35,0.81,0,3.50,1.73,0,3.05,2.01,0,3.50,0.89,0,6,1,40474,0,1101,345,0.743620388,0.000152071
stroef,staid,van Loon - Vervoorn (1985),11.60,2.23,0,3.75,1.71,0,4.10,1.55,0,3.20,1.44,0,3.20,1.40,0,4.20,2.33,0,2.90,0.55,0,6,1,45038,0,168,17,0.537334491,0.0001184
stug,dour,van Loon - Vervoorn (1985),11.95,2.93,0.05,3.29,1.14,0.3,3.50,1.32,0.2,4.43,1.22,0.3,1.47,0.61,0.05,2.74,1.69,0.05,3.45,0.94,0,4,1,22344,7,364,63,0.408428989,8.31151E-05
stuk,to pieces,van Loon - Vervoorn (1985),4.21,1.62,0.05,3.25,1.45,0,4.89,1.94,0.05,2.85,1.27,0,5.25,1.21,0,5.75,1.37,0,2.60,1.05,0,4,1,22845,9,441,378,6.690864765,0.001295041
stuurs,sullen,van Loon - Vervoorn (1985),12.00,2.60,0.05,4.36,1.15,0.3,3.44,1.09,0.2,5.00,0.95,0.4,1.65,0.86,0.15,2.27,1.62,0.25,3.33,1.03,0.1,6,1,33052,0,79,5,0.239598663,3.26004E-05
subjectief,subjective,De Deyne et al. (2014),11.55,1.90,0,3.60,1.10,0,4.10,1.77,0,3.95,1.50,0,5.20,1.20,0,2.45,1.32,0,3.80,1.20,0,10,3,41091,0,742,46,0.833232137,0.000199403
subliem,sublime,De Deyne et al. (2014),11.45,2.46,0,4.80,1.58,0,3.30,1.42,0,5.65,1.18,0,3.20,1.32,0,2.85,1.42,0,5.15,1.31,0,7,2,36453,0,162,73,0.253241821,7.25715E-05
substantieel,substantial,Berrian et al. (1979),14.15,1.46,0,3.89,1.08,0.1,3.94,1.65,0.2,4.35,1.17,0.15,2.55,1.61,0,3.05,1.78,0.05,4.26,0.56,0.05,12,3,108779,0,95,32,0.051373114,5.23923E-06
suède,suede,van Loon - Vervoorn (1985),13.35,2.42,0.15,3.13,1.13,0.25,5.33,2.13,0.25,4.00,1.41,0.3,2.18,1.19,0.15,5.25,1.91,0.4,3.71,1.21,0.15,5,3,14296,1,38,0,0.007519222,2.5708E-06
superieur,extra,Berrian et al. (1979),11.95,2.63,0,5.37,0.76,0.05,3.95,1.67,0,6.20,0.89,0,3.50,1.85,0,4.95,1.82,0,3.55,1.64,0,9,4,86607,0,433,359,0.436475331,7.9132E-05
syntactisch,syntactic,van Loon - Vervoorn (1985),13.83,2.75,0.1,3.17,1.47,0.7,3.33,1.92,0.4,3.90,1.79,0.5,2.13,1.30,0.25,2.00,1.29,0.35,3.79,1.05,0.3,11,3,66148,0,42,4,NaN,NaN
taai,tenacious,van Loon - Vervoorn (1985),9.42,2.78,0.05,3.45,1.23,0,4.90,1.48,0,4.00,1.81,0,3.50,1.64,0,4.20,1.47,0,3.00,1.26,0,4,1,22391,14,506,584,0.632535505,0.000191486
