word_chinese-gsdsimp,word_zhuyin,frequency,familiar_mean,ambiguity_mean,naming_accuracy,naming_rt
棕,ㄗㄨㄥ,52,4.425,1.6923,0.8,759
棚,ㄆㄥˊ,249,4.075,1.1538,1,630
棟,ㄉㄨㄥˋ,1022,4.6,2.0769,0.9,691
棠,ㄊㄤˊ,68,3.575,1.3846,0.95,719
棣,ㄉㄧˋ,11,3.225,1.4615,0.15,720
棧,ㄓㄢˋ,90,3.975,1.7692,0.9,837
棨,ㄑㄧˇ,4,1.7,1.3077,0.55,1089
棲,ㄑㄧ,368,4.15,2.0769,0.9,774
棵,ㄎㄜ,162,4.825,1.3846,0.6,819
棺,ㄍㄨㄢ,115,3.925,1.1538,0.95,762
棼,ㄈㄣˊ,3,1.5,1.0769,0.75,907
椅,ㄧ,370,5.7,1.4615,0.8,741
植,ㄓˊ,1319,5.525,2.4615,0.95,711
椏,ㄧㄚ,19,2.675,1.0769,0.95,712
椒,ㄐㄧㄠ,74,3.875,1.4615,0.75,825
欺,ㄑㄧ,595,5.35,2,0.95,744
殖,ㄓˊ,955,5.025,2.0769,0.9,746
殘,ㄘㄢˊ,1662,4.8,2.8462,0.9,711
殼,ㄎㄜˊ,349,4.35,1.5385,0.85,699
毯,ㄊㄢˇ,146,4.65,1.0769,0.85,722
氬,ㄧㄚˋ,1,2.65,1.0769,0.95,813
氮,ㄉㄢˋ,42,3.5,1,0.8,826
氯,ㄌㄨˋ,145,4.075,1,0.75,831
氰,ㄑㄧㄥ,23,2.85,1,0.75,922
渙,ㄏㄨㄢˋ,21,3.4,1.3077,0.9,784
減,ㄐㄧㄢˇ,5953,5.75,1.7692,1,734
渝,ㄩˊ,57,3.675,1.3077,0.9,709
渡,ㄉㄨˋ,1536,4.725,2.4615,0.95,648
渣,ㄓㄚ,78,4.775,1.4615,0.95,747
渥,ㄨ,71,3.175,1.2308,0.8,789
渦,ㄨㄛ,56,3.95,1.1538,0.9,818
測,ㄘㄜˋ,2573,5.5,2.0769,0.9,667
渭,ㄨㄟˋ,44,2.75,1.0769,0.85,823
渲,ㄒㄩㄢ,62,3.675,1.4615,0.95,901
渴,ㄎㄜˇ,129,5.2,2.0769,0.9,672
游,ㄧㄡˊ,2571,5.425,1.7692,0.95,586
渺,ㄇㄧㄠˇ,55,4.3,1.8462,0.8,665
湄,ㄇㄟˊ,100,3.85,1.6154,0.9,778
湊,ㄘㄡˋ,187,4.75,1.6154,0.9,780
湍,ㄊㄨㄢ,35,3.35,1.3077,0.1,694
湎,ㄇㄧㄢˇ,2,2.225,1,0.8,831
湔,ㄐㄧㄢ,9,1.5,1,0.1,967
湖,ㄏㄨˊ,2959,5.025,1.1538,0.85,661
湘,ㄒㄧㄤ,93,4.225,1.4615,0.8,816
湛,ㄓㄢˋ,59,3.55,1.3846,0.2,936
湧,ㄩㄥˇ,573,4.875,1.3846,0.95,665
溉,ㄍㄞˋ,267,3.525,1.0769,0.9,829
滋,ㄗ,690,5.125,2.2308,0.75,718
焙,ㄅㄟˋ,44,4.275,1.6154,0.8,835
焰,ㄧㄢˋ,87,4.525,1.1538,0.9,755
煮,ㄓㄨˇ,221,5.825,1.1538,0.9,669
牋,ㄐㄧㄢ,1,1.475,1,0.6,978
牌,ㄆㄞˊ,3330,5.5,1.8462,0.75,720
犄,ㄐㄧ,2,2.425,1,0.05,1167
猥,ㄨㄟˇ,77,3.725,1.3846,0.9,773
猩,ㄒㄧㄥ,151,4.3,1.2308,0.9,765
猴,ㄏㄡˊ,255,4.95,1.8462,0.9,673
猶,ㄧㄡˊ,687,5.2,2.2308,0.95,676
琛,ㄔㄣ,118,2.8,1.0769,0.25,873
琢,ㄓㄨㄛˊ,44,3.775,1.2308,0.8,802
琥,ㄏㄨˇ,48,3.4,1.1538,0.9,805
琦,ㄑㄧˊ,96,4.025,1.2308,0.85,848
琨,ㄎㄨㄣ,38,2.2,1.1538,0.8,854
琪,ㄑㄧˊ,233,4.925,1.3077,0.9,713
琬,ㄨㄢˇ,11,2.975,1.1538,0.95,755
琮,ㄘㄨㄥˊ,11,2.65,1.2308,0.35,695
琯,ㄍㄨㄢˇ,2,1.85,1,0.95,858
琰,ㄧㄢˇ,65,2,1.0769,0.5,892
琴,ㄑㄧㄣˊ,917,5.35,1.6154,0.95,693
琵,ㄆㄧˊ,18,3.5,1.0769,0.85,765
甥,ㄕㄥ,16,3.55,1.0769,0.9,810
痘,ㄉㄡˋ,79,4.925,1.3077,0.9,654
痙,ㄐㄧㄥ,16,3.55,1.0769,1,842
痛,ㄊㄨㄥˋ,1875,5.975,2.0769,0.9,565
痠,ㄙㄨㄢ,11,3.9,1.1538,0.85,820
痢,ㄌㄧˋ,4,3.1,1.3077,0.95,759
痣,ㄓˋ,47,3.95,1.1538,0.95,750
皓,ㄏㄠˋ,51,4.375,1.5385,0.8,753
皖,ㄨㄢˇ,1,2.75,1.3077,0.85,784
睏,ㄎㄨㄣˋ,17,4.775,1.2308,0.95,729
短,ㄉㄨㄢˇ,4098,5.625,2.3846,0.9,632
硝,ㄒㄧㄠ,39,3.425,1.2308,0.45,788
硬,ㄧㄥˋ,1514,5.525,1.8462,0.85,745
硯,ㄧㄢˋ,29,3.525,1.2308,0.6,850
稀,ㄒㄧ,349,5.125,2,0.75,719
稅,ㄕㄨㄟˋ,6938,4.9,1.1538,0.95,835
程,ㄔㄥˊ,16017,5.325,2.6923,0.95,638
稍,ㄕㄠ,1211,4.975,3,0.75,722
窖,ㄐㄧㄠˋ,14,3.2,1.0769,0.2,768
竣,ㄐㄩㄣˋ,143,3.375,1.3846,0.95,788
竦,ㄙㄨㄥˇ,4,2.425,1.0769,0.15,1128
筆,ㄅㄧˇ,2713,5.925,2.7692,0.9,695
等,ㄉㄥˇ,27847,6.375,2,0.95,651
筊,ㄐㄧㄠˇ,10,2.7,1.2308,0.6,962
筍,ㄙㄨㄣˇ,189,4.475,1.1538,0.95,843
筐,ㄎㄨㄤ,40,3.725,1.3077,0.85,898
筒,ㄊㄨㄥˊ,340,4.575,1.7692,0.95,767
粟,ㄙㄨˋ,32,4.225,1.5385,0.25,705
紫,ㄗˇ,263,4.925,1.6154,0.8,645
絞,ㄐㄧㄠˇ,64,3.775,1.3846,0.95,743
絡,ㄌㄠˋ,1550,5.075,2.3077,0.9,732
絢,ㄒㄩㄢˋ,21,3.55,1.5385,0.15,1019
絨,ㄖㄨㄥˊ,70,3.825,1.4615,0.95,774
翔,ㄒㄧㄤˊ,226,4.65,1.2308,0.85,754
聒,ㄍㄨㄚ,10,4.025,1.1538,0.75,759
脹,ㄓㄤˋ,356,4.25,1.8462,0.9,790
脾,ㄆㄧˊ,119,4.925,1.6923,0.9,744
腆,ㄊㄧㄢˇ,12,3.375,1.2308,0.3,893
腋,ㄧˋ,24,3.85,1.1538,0.95,795
腑,ㄈㄨˇ,24,3.725,1.4615,0.85,817
腔,ㄑㄧㄤ,207,4.9,1.8462,0.9,722
腕,ㄨㄢˋ,193,4.4,1.5385,0.85,723
腴,ㄩˊ,4,3.75,1.2308,0.95,770
舒,ㄕㄨ,374,5.45,1.9231,1,731
菁,ㄐㄧㄥ,262,4.325,1.6923,0.95,728
菅,ㄐㄧㄢ,15,3.125,1.3077,0.45,1051
菊,ㄐㄩˊ,340,5.125,1.5385,0.85,721
菖,ㄔㄤ,14,2.175,1.0769,0.9,831
菘,ㄙㄨㄥ,1,2.375,1,0.95,741
菜,ㄘㄞˋ,2443,5.775,2,1,660
菠,ㄅㄛ,11,4.125,1.2308,0.55,829
菩,ㄆㄨˊ,83,3.775,1.4615,0.95,783
菱,ㄌㄧㄥˊ,161,4.075,1.3846,0.9,715
菴,ㄢ,1,1.725,1.0769,0.2,934
菸,ㄧㄢ,1155,5.4,1.2308,0.9,677
菽,ㄕㄨˊ,1,2.2,1.2308,0.65,880
萃,ㄘㄨㄟˋ,25,4.225,1.7692,0.75,819
萄,ㄊㄠˊ,270,4.2,1,0.3,891
萊,ㄌㄞˊ,449,3.85,1.3077,0.9,687
蛙,ㄨㄚ,80,4.575,1.3077,0.9,712
蛛,ㄓㄨ,52,4.775,1.0769,0.95,680
蛟,ㄐㄧㄠ,17,3.075,1.1538,0.95,932
蛭,ㄓˋ,5,2.85,1.1538,0.95,819
街,ㄐㄧㄝ,3491,5.725,1.6923,0.85,736
袱,ㄈㄨˊ,144,3.15,1.0769,0.9,757
裁,ㄘㄞˊ,2580,4.9,2.5385,0.95,802
裂,ㄌㄧㄝˋ,1209,5.075,1.6923,0.95,659
視,ㄕˋ,11039,5.8,2.5385,0.95,726
訶,ㄏㄜ,7,3.05,1.1538,0.25,1036
註,ㄓㄨˋ,465,5.4,2.1538,0.95,675
証,ㄓㄥˋ,54,5.025,2.4615,0.9,715
詆,ㄉㄧˇ,6,3.075,1.4615,0.75,903
詎,ㄐㄩˋ,128,2.45,1,0.9,875
詐,ㄓㄚˋ,754,4.4,1.5385,0.7,760
詒,ㄧˊ,2,1.925,1.3077,0.4,889
詔,ㄓㄠˋ,23,3.675,1.5385,0.65,825
評,ㄆㄧㄥˊ,4561,5.45,2,0.95,667
詛,ㄗㄨˇ,18,3.825,1.2308,0.9,814
詞,ㄘˊ,1701,5.525,2,1,750
詠,ㄩㄥˇ,126,4.225,1.4615,0.85,648
貂,ㄉㄧㄠ,57,3.825,1.0769,0.9,871
貯,ㄓㄨˇ,187,4.5,1.2308,0.45,866
貶,ㄅㄧㄢˇ,257,4.675,1.5385,0.8,732
貸,ㄉㄞˋ,1485,5.075,1.4615,0.8,705
費,ㄈㄟˋ,15385,6,2.8462,0.9,724
貼,ㄊㄧㄝ,1382,5.675,2.3077,0.9,632
貽,ㄧˊ,39,3.35,1.5385,0.85,815
賀,ㄏㄜˋ,602,4.875,1.5385,0.75,622
趁,ㄔㄣˋ,825,5.45,1,0.9,657
超,ㄔㄠ,4940,5.65,2.2308,0.85,668
跋,ㄅㄚˊ,36,4.175,1.8462,0.95,713
跌,ㄉㄧㄝˊ,3192,4.725,1.7692,0.85,683
跎,ㄊㄨㄛˊ,12,3.2,1,0.75,773
跑,ㄆㄠˇ,1416,5.725,2,0.85,627
跚,ㄕㄢ,24,3.325,1.2308,0.9,787
跛,ㄅㄛˇ,13,4,1.3846,0.75,921
距,ㄐㄩˋ,1580,4.925,1.2308,0.85,789
軫,ㄓㄣˇ,3,2.55,1.0769,0.95,857
軸,ㄓㄡˊ,192,4.525,2.3077,0.85,780
軻,ㄎㄜ,16,3.6,1.1538,0.85,863
軼,ㄧˋ,12,3.1,1.3846,0.55,937
辜,ㄍㄨ,303,4.925,1.5385,0.9,736
週,ㄓㄡ,5880,5.575,2.2308,1,687
逵,ㄎㄨㄟˊ,2,2.25,1.0769,0.15,928
逸,ㄧˋ,1117,4.7,1.7692,0.95,695
郵,ㄧㄡˊ,1173,5.275,1.8462,0.95,743
鄂,ㄜˋ,12,2.8,1.2308,0.85,792
酡,ㄊㄨㄛˊ,2,1.85,1.0769,0.8,795
酢,ㄗㄨㄛˋ,4,3.4,1.3077,0.35,962
酣,ㄏㄢ,33,3.2,1.5385,0.55,867
鈀,ㄅㄚˇ,3,2,1.0769,0.65,817
鈉,ㄋㄚˋ,33,4,1.3077,0.75,757
鈍,ㄉㄨㄣˋ,56,4.2,1.8462,0.95,830
鈐,ㄑㄧㄢˊ,1,2.1,1.0769,0.05,924
鈔,ㄔㄠ,478,5.2,1.5385,0.9,756
鈕,ㄋㄧㄡˇ,80,4.2,1.2308,0.95,704
鈞,ㄐㄩㄣ,246,4.425,1.4615,0.75,802
開,ㄎㄞ,36779,6.05,3.4615,0.8,665
閏,ㄖㄨㄣˋ,6,2.975,1.5385,0.3,953
閔,ㄇㄧㄣˇ,60,3,1.6154,0.7,828
陲,ㄔㄨㄟˊ,37,2.725,1.2308,0.75,827
陽,ㄧㄤˊ,2491,5.875,2.5385,0.9,647
隅,ㄩˊ,70,3.65,1.3846,0.8,856
隋,ㄙㄨㄟˊ,18,4.1,1.2308,0.65,998
隍,ㄏㄨㄤˊ,61,2.875,1.3846,0.85,743
階,ㄐㄧㄝ,2941,5.05,2.1538,0.95,794
雄,ㄒㄩㄥˊ,10224,5.375,2.4615,1,696
雅,ㄒㄩㄢˊ,1760,5.55,1.6923,1,657
雯,ㄨㄣˊ,189,4.625,1.1538,0.85,691
雰,ㄈㄣ,6,2.25,1.0769,0.75,749
雲,ㄩㄣˊ,4068,5.375,2,0.95,727
韌,ㄖㄣˋ,21,3.875,1.6923,0.8,714
項,ㄒㄧㄤˋ,13992,5.45,2.3077,0.85,742
順,ㄕㄨㄣˋ,4313,5.6,2.7692,1,771
頇,ㄏㄢ,7,1.95,1.0769,0.2,971
飩,ㄉㄨㄣˋ,2,4.25,1.2308,0.2,741
飪,ㄖㄣˋ,45,3.525,1,0.9,879
飯,ㄈㄢˋ,1772,6.125,2.3846,0.95,679
馮,ㄆㄧㄥˊ,334,4.175,1.6154,0.9,752
催,ㄘㄨㄟ,467,5.45,1.8462,0.95,699
傲,ㄠˋ,157,4.875,2.1538,0.9,762
債,ㄓㄞˋ,2038,4.8,1.5385,1,755
傷,ㄕㄤ,5595,5.875,2.1538,0.95,684
僂,ㄌㄡˊ,1,2.75,1.1538,0.45,753
僅,ㄐㄧㄣˇ,5973,5.45,1.4615,0.85,691
剷,ㄔㄢˇ,56,3.475,1.6154,0.9,742
剽,ㄆㄧㄠˋ,24,3.15,1.3846,0.75,875
募,ㄇㄨˋ,772,4.375,1.5385,0.95,750
勢,ㄕˋ,10149,4.85,2.9231,0.8,737
勤,ㄑㄧㄣˊ,1924,5.325,1.6923,0.85,741
嗄,ㄕㄚˋ,5,3.075,1,0.05,1164
嗑,ㄎㄜˋ,16,4.3,1.6923,0.95,854
嗔,ㄔㄣ,9,3.025,1.0769,0.35,907
嗖,ㄙㄡ,1,2.425,1,0.8,833
嗚,ㄨ,17,5.175,1.6154,0.75,824
嗜,ㄕˋ,77,4.825,1.4615,0.95,859
嗝,ㄍㄜˊ,2,3.925,1.1538,0.85,828
嗟,ㄐㄧㄝ,3,3.375,1.3077,0.2,1341
嗣,ㄙˋ,76,3.225,1.6923,0.75,814
嗩,ㄙㄨㄛˇ,5,2.4,1.1538,0.8,966
園,ㄩㄢˊ,9200,5.4,2.0769,0.85,650
圓,ㄩㄢˊ,1558,5.625,2.4615,1,638
塊,ㄎㄨㄞˋ,1224,5.625,2.1538,0.9,713
塑,ㄙㄨˋ,2373,5,2.3077,0.2,802
塔,ㄊㄚˇ,797,4.65,1.3846,0.8,717
塘,ㄊㄤˊ,118,3.975,1.3846,0.75,640
塢,ㄨˋ,69,3.475,1.2308,0.8,786
填,ㄊㄧㄢˊ,756,4.725,1.6154,0.9,733
塭,ㄨㄣ,322,2.5,1,0.7,950
媳,ㄒㄧˊ,169,4.5,1.1538,0.85,741
媼,ㄠˇ,3,2.15,1.2308,0.1,947
媽,ㄇㄚ,1518,6.025,1.6923,0.85,618
媾,ㄍㄡˋ,3,2.675,1.1538,0.9,934
嫁,ㄐㄧㄚˋ,307,4.85,1.9231,0.95,665
嫂,ㄙㄠˇ,96,4.525,1.2308,0.85,760
嫌,ㄒㄧㄢˊ,10045,5.275,1.6154,0.85,796
嵩,ㄙㄨㄥ,60,3.025,1.1538,0.7,998
嵬,ㄨㄟˊ,1,2.175,1,0.1,1079
嵯,ㄘㄨㄛˊ,1,2.2,1,0.55,980
廈,ㄒㄧㄚˋ,663,4.9,1.1538,1,750
廉,ㄌㄧㄢˊ,589,4.8,1.5385,0.95,689
弒,ㄕˋ,15,3.475,1.3846,0.8,883
彀,ㄍㄡˋ,1,1.925,1.1538,0.15,745
徬,ㄆㄤˊ,24,4.4,1.2308,0.9,771
徯,ㄒㄧ,1,1.675,1.0769,0.8,800
想,ㄒㄧㄤˇ,7405,6.575,2.3846,0.85,706
惹,ㄖㄜˇ,292,5.2,2,0.95,661
愁,ㄔㄡˊ,148,5.5,1.3846,0.95,753
愈,ㄩˋ,2357,5.825,1.2308,0.85,726
愚,ㄩˊ,134,4.925,2.0769,0.8,724
愧,ㄎㄨㄟˋ,141,4.725,1.4615,0.95,717
愴,ㄔㄨㄤˋ,9,3.15,1.4615,0.25,1014
愷,ㄎㄞˇ,25,3.275,1.3846,0.8,964
慈,ㄘˊ,671,5.175,1.9231,0.95,740
慌,ㄏㄨㄤ,354,5.175,1.6154,0.95,738
慍,ㄩㄣˋ,7,2.95,1.1538,0.7,910
慎,ㄕㄣˋ,1438,4.55,1.3077,0.85,782
戡,ㄎㄢ,463,2.75,1.1538,0.3,1003
戢,ㄐㄧˊ,4,2.375,1.0769,0.35,856
搆,ㄍㄡˋ,3,3.125,1.2308,0.85,811
損,ㄙㄨㄣˇ,3471,5.75,2.1538,0.95,737
搏,ㄅㄛˊ,62,4.625,2.0769,0.9,791
搓,ㄘㄨㄛ,46,4.475,1.4615,0.95,796
搔,ㄙㄠ,26,4.125,1.3077,0.95,786
搖,ㄧㄠˊ,651,5.025,2.3077,0.85,697
搜,ㄙㄡ,1274,4.55,1.7692,0.95,836
搞,ㄍㄠˇ,564,5.125,2.1538,0.9,678
搥,ㄔㄨㄟˊ,7,3.65,1.2308,0.95,728
搪,ㄊㄤˊ,37,3.3,1.3077,0.9,800
搬,ㄅㄢ,772,5.1,1.1538,0.95,661
搭,ㄉㄚ,773,5.4,2.4615,1,664
搯,ㄊㄠ,1,3,1.3077,0.45,868
搵,ㄨㄣˋ,2,2.425,1,0.5,1106
摀,ㄨˇ,5,4.05,1.0769,0.7,806
斟,ㄓㄣ,87,4.225,1.5385,0.75,876
暄,ㄒㄩㄢ,33,4.35,1.3846,0.9,724
暉,ㄏㄨㄟ,165,3.95,1.3846,0.9,689
暌,ㄎㄨㄟˊ,5,2.975,1.0769,0.95,770
暖,ㄋㄨㄢˇ,680,5.45,2.0769,0.85,704
暗,ㄢˋ,1143,5.65,2.3077,0.75,663
椰,ㄧㄝˊ,90,4.55,1.2308,0.95,703
椿,ㄔㄨㄣ,52,3.475,1.5385,0.25,975
楊,ㄧㄤˊ,4588,5.375,1.4615,0.8,731
楓,ㄈㄥ,128,4.45,1.3846,0.9,671
楝,ㄌㄧㄢˋ,1,2.075,1.1538,0.35,802
楠,ㄋㄢˊ,251,3.3,1.0769,0.9,650
楣,ㄇㄟˊ,117,4.475,1.4615,0.9,702
楨,ㄓㄣ,114,3.2,1.0769,0.95,724
楫,ㄐㄧˊ,14,2.85,1.4615,0.35,905
楬,ㄐㄧㄝˊ,4,2.275,1.2308,0.3,790
極,ㄐㄧˊ,7463,5.675,2.8462,0.9,806
楷,ㄎㄞˇ,163,4.125,1.6923,0.85,864
楸,ㄑㄧㄡ,3,1.975,1,0.4,973
概,ㄍㄞˋ,722,5.65,2.4615,0.8,820
榆,ㄩˊ,12,3.05,1.1538,0.9,846
榔,ㄌㄤˊ,517,4.475,1.4615,0.9,760
歆,ㄒㄧㄣ,2,2.5,1.0769,0.9,941
歇,ㄒㄧㄝ,224,4.6,1.4615,0.9,810
殛,ㄐㄧˊ,4,2.375,1.1538,0.7,839
毀,ㄏㄨㄟˇ,1128,5.125,1.8462,0.9,602
毽,ㄐㄧㄢˋ,9,2.575,1.0769,0.75,862
源,ㄩㄢˊ,5041,5.075,2,0.95,643
溘,ㄎㄜˋ,4,1.75,1,0.5,916
溜,ㄌㄧㄡ,193,5.35,2.3077,0.9,740
溝,ㄍㄡ,2551,5,2.2308,0.9,658
溟,ㄇㄧㄥˊ,2,2.175,1,0.9,779
溢,ㄧˋ,517,4.2,1.7692,0.7,830
溥,ㄆㄨˇ,44,3,1.2308,0.1,751
溫,ㄨㄣ,2727,5.7,2.6154,0.8,688
溯,ㄙㄨˋ,117,3.9,1.6154,0.15,903
溶,ㄖㄨㄥˊ,127,4.775,1.8462,0.9,668
溽,ㄖㄨˋ,6,2.375,1.1538,0.9,853
滂,ㄆㄤ,11,3.7,1.1538,0.7,752
滄,ㄘㄤ,353,4.225,1.7692,0.8,775
滇,ㄉㄧㄢ,20,2.85,1.3077,0.25,810
滑,ㄍㄨˇ,823,5.225,3,1,636
滔,ㄊㄠ,72,4.625,1.7692,0.85,651
煇,ㄏㄨㄟ,2,2.225,1.3077,0.9,704
煉,ㄌㄧㄢˋ,375,4.3,1.8462,0.8,729
煌,ㄏㄨㄤˊ,819,3.775,1.1538,1,743
煎,ㄐㄧㄢ,86,4.9,2.3846,0.9,666
煒,ㄨㄟˇ,26,2.475,1.2308,0.85,705
煙,ㄧㄢ,1729,5.3,2.3077,0.85,732
煤,ㄇㄟˊ,292,4.875,1.3846,1,636
煥,ㄏㄨㄢˋ,437,3.725,1.3077,0.9,646
煨,ㄨㄟ,1,1.825,1,0.95,935
煲,ㄅㄠˋ,4,3.65,1.3077,0.85,807
爺,ㄧㄝˊ,365,5.175,1.8462,0.9,683
牒,ㄉㄧㄝˊ,47,3.375,1.3846,0.95,759
猷,ㄧㄡˊ,136,3.225,1.2308,0.75,780
猾,ㄏㄨㄚˊ,23,3.6,1.2308,0.9,739
猿,ㄩㄢˊ,31,4.125,1,0.85,657
獅,ㄕ,794,4.65,1.2308,0.9,746
琿,ㄏㄨㄣˊ,2,2.075,1.0769,0.2,807
瑁,ㄇㄟˋ,1,2.425,1.0769,0.05,626
瑄,ㄒㄩㄢ,9,3.675,1.0769,0.9,715
瑋,ㄨㄟˇ,90,4.4,1.0769,0.9,636
瑕,ㄒㄧㄚˊ,132,3.9,1.2308,1,758
瑗,ㄩㄢˋ,5,2.7,1.0769,0.6,778
瑙,ㄋㄠˇ,12,3.225,1,0.95,690
瑚,ㄏㄨˊ,75,3.6,1.1538,0.75,687
瑜,ㄩˊ,516,4.225,2,1,650
瑞,ㄖㄨㄟˋ,3260,4.775,2,0.75,839
瑟,ㄙㄜˋ,116,3.8,1.6923,0.9,781
瑯,ㄌㄤˊ,48,3.375,1.3077,0.95,675
畸,ㄐㄧ,94,4.175,1.7692,0.35,815
痰,ㄊㄢˊ,35,4.125,1.0769,0.8,699
痱,ㄈㄟˋ,3,2.65,1.0769,0.95,901
痲,ㄇㄚˊ,11,3.275,1.6923,0.85,651
痴,ㄔ,76,5.425,2.0769,1,765
痺,ㄅㄧˋ,46,3.875,1.1538,0.75,993
痼,ㄍㄨ,8,2.475,1,0.7,822
痿,ㄨㄟˇ,2,3.4,1.4615,0.9,845
瘀,ㄩ,41,4.075,1.0769,0.75,824
瘁,ㄘㄨㄟˋ,17,4.15,1.1538,0.6,770
皙,ㄒㄧ,3,3.85,1.3077,0.75,807
盞,ㄓㄢˇ,66,4.05,1.1538,0.8,839
盟,ㄇㄥˊ,2023,4.825,2,0.9,659
睛,ㄐㄧㄥ,353,5.35,1,0.25,711
睜,ㄓㄥ,137,4.8,1.3077,0.95,746
睞,ㄌㄞˋ,148,2.925,1.3077,0.95,723
督,ㄉㄨ,2008,4.775,2.2308,0.9,695
睥,ㄅㄧˋ,5,3.125,1.1538,0.55,1031
睦,ㄇㄨˋ,203,4.15,1.6923,0.55,816
睨,ㄋㄧˋ,8,3.075,1.3077,0.85,918
睫,ㄐㄧㄝˊ,46,4.05,1.1538,0.9,778
睬,ㄘㄞˇ,45,3.75,1.1538,0.95,690
睹,ㄉㄨˇ,363,4.7,1.5385,0.9,681
矮,ㄞˇ,195,5.525,1.2308,0.8,702
硼,ㄆㄥˊ,97,2.675,1.1538,0.9,751
碇,ㄉㄧㄥˋ,61,3.05,1.4615,0.65,794
碉,ㄉㄧㄠ,33,3.05,1.0769,0.5,929
碌,ㄌㄨˋ,198,4.8,1.6154,0.85,670
碎,ㄙㄨㄟˋ,429,5.35,2.1538,0.85,746
碑,ㄅㄟ,327,4.225,1.1538,0.95,832
碗,ㄨㄢˇ,183,5.125,1.1538,0.85,773
碘,ㄉㄧㄢˇ,7,3.875,1.1538,0.75,724
祺,ㄑㄧˊ,117,3.575,1.1538,0.9,745
祿,ㄌㄨˋ,244,4.05,1.2308,0.9,787
稔,ㄖㄣˇ,85,3.375,1.5385,0.35,791
稗,ㄅㄞˋ,1,2.775,1.1538,0.3,866
稜,ㄌㄥˊ,41,4.1,1.5385,0.4,773
稞,ㄎㄜ,2,2.6,1.1538,0.45,885
稠,ㄔㄡˊ,87,3.9,1.3846,1,786
窟,ㄎㄨ,67,3.7,1.2308,0.75,787
窠,ㄎㄜ,21,2.775,1.3846,0.3,887
筧,ㄐㄧㄢˇ,1,2.475,1.0769,0.05,1118
粱,ㄌㄧㄤˊ,5,3.775,1.3846,0.9,787
絹,ㄐㄩㄢˋ,24,4.25,1.5385,1,784
綁,ㄅㄤˇ,684,5,1.3846,0.9,734
綃,ㄒㄧㄠ,2,2.025,1.2308,0.25,790
綏,ㄙㄨㄟ,10,3.225,1.3077,0.35,1039
綑,ㄎㄨㄣˇ,104,3.9,1.6154,0.85,781
經,ㄐㄧㄥ,41018,6.3,3.7692,0.85,727
罩,ㄓㄠˋ,247,4.8,2,0.85,638
罪,ㄗㄨㄟˋ,5113,5.475,1.8462,0.95,704
置,ㄓˋ,4956,5.125,2.2308,0.8,723
群,ㄑㄩㄣˊ,2761,5.825,2.6923,0.9,720
聘,ㄆㄧㄣˋ,991,4.2,1.3846,0.9,707
肄,ㄧˋ,27,4.025,1.3846,0.3,934
肆,ㄙˋ,361,4.725,1.6154,0.9,762
腥,ㄒㄧㄥ,114,4.1,1.6154,0.9,735
腦,ㄋㄠˇ,4132,5.75,1.7692,0.95,598
腩,ㄋㄢˇ,36,3.3,1.1538,0.8,663
腫,ㄓㄨㄥˇ,147,5.05,1.1538,0.95,768
腮,ㄙㄞ,16,3.35,1.4615,0.9,828
腱,ㄐㄧㄢˋ,56,3.55,1.0769,0.95,722
腸,ㄔㄤˊ,338,5.125,1.5385,1,750
腹,ㄈㄨˋ,545,4.975,1.3846,0.95,722
腺,ㄒㄧㄢˋ,54,4.3,1.0769,0.8,823
艇,ㄊㄧㄥˇ,596,3.75,1.2308,0.95,746
萬,ㄨㄢˋ,23474,5.85,2.6923,0.95,580
萱,ㄒㄩㄢ,66,4.35,1.4615,0.95,768
萵,ㄨㄛ,11,3.475,1,0.8,869
萼,ㄜˋ,12,2.5,1,0.9,835
葆,ㄅㄠˇ,13,3.275,1.0769,0.8,707
葉,ㄧㄝˋ,2947,5.65,1.6154,1,681
董,ㄉㄨㄥˇ,3114,5.475,1.3077,0.9,689
葦,ㄨㄟˇ,25,3.475,1.1538,1,781
葫,ㄏㄨˊ,64,3.45,1.0769,0.8,649
葭,ㄐㄧㄚ,1,2.15,1,0.25,895
葵,ㄎㄨㄟˊ,31,4,1.4615,1,709
葷,ㄏㄨㄣ,12,4.075,1.3077,0.85,861
葺,ㄑㄧˋ,5,2.25,1,0.1,1029
蒂,ㄉㄧˋ,268,3.575,1.5385,0.9,744
虞,ㄩˊ,448,3.475,1.4615,0.9,677
蛹,ㄩㄥˇ,4,3.3,1.2308,0.95,784
蛾,ㄜˊ,11,3.9,1.3077,0.95,653
蜂,ㄈㄥ,275,4.725,1.6154,0.95,681
蜃,ㄕㄣˋ,5,3.175,1.2308,0.4,821
蜆,ㄒㄧㄢˇ,7,2.475,1,0.8,956
蜇,ㄓㄜˊ,3,2.4,1.2308,0.8,915
蜊,ㄌㄧˋ,5,2.9,1.1538,1,746
蜓,ㄊㄧㄥˊ,12,3.7,1.0769,0.85,791
衙,ㄧㄚˊ,51,3.05,1,0.8,832
裎,ㄔㄥˊ,14,2.6,1.1538,0.95,818
裕,ㄩˋ,1621,5.175,1.6923,0.9,654
裘,ㄑㄧㄡˊ,28,3.425,1.3077,0.85,772
裙,ㄑㄩㄣˊ,122,5.075,1.6154,1,766
補,ㄅㄨˇ,6426,5.475,2.6923,0.75,679
裝,ㄓㄨㄤ,5373,5.6,3.3077,0.95,655
