word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
PRLJAV,4.3,1.251665557,4,1.054092553,4.1,0.875595036,4.9,0.316227766,3.7,1.494434118
PRLJAVO,4.8,0.421637021,4.3,0.823272602,4.5,0.707106781,4.9,0.316227766,4.1,1.969207398
PROBA,3.5,1.08012345,3.3,1.159501809,3.7,1.159501809,4.8,0.632455532,8.666666667,3.16227766
PROBATI,3.363636364,1.286291357,4.181818182,0.750757194,3.272727273,1.348399725,4.727272727,0.646669791,4.818181818,2.358736179
PROBAVA,3.8,1.304823399,3.947368421,0.836575013,,,,,,
PROBITI,3.7,1.418136492,3.1,1.286683938,4,1.247219129,4.5,0.971825316,5.625,3.925648263
PROBITI SE,3.5,0.849836586,3.2,0.788810638,3.1,1.100504935,4.4,0.699205899,11.77777778,3.929942041
PROBLEM,2.5,1.178511302,4.8,0.421637021,3,1.333333333,4.9,0.316227766,6.9,2.330951165
PROBUDITI,4.727272727,0.467099366,4.272727273,0.904534034,3.636363636,1.501514387,5,0,3.454545455,1.507556723
PROBUDITI SE,3.909090909,1.221027883,4.454545455,0.820199532,3.636363636,1.433368569,4.909090909,0.301511345,3.7,2.110818693
PROCEDURA,2.756097561,1.1353521,3.615384615,1.183558075,,,,,,
PROCIJENITI,2.565217391,1.502303896,3.869565217,1.179535649,,,,,,
PRODATI,3.454545455,1.213559752,3.727272727,1.009049958,3.545454545,1.293339581,4.272727273,1.420627262,7.6,3.272783389
PRODATI SE,3.363636364,1.206045378,3.181818182,1.250454463,2.454545455,1.507556723,4.727272727,0.467099366,8.636363636,5.005451573
PRODIKA,2.909090909,1.136181804,2.454545455,1.213559752,2.727272727,1.420627262,4.181818182,0.873862898,10.8,3.938414797
PROGLASITI,2.52173913,1.47307857,2.391304348,1.469048252,,,,,,
PROIZVOD,4.375,0.896932093,4.605263158,0.594546099,,,,,,
PROJEKT,3.675,1.095152489,4.026315789,1.077706326,,,,,,
PROKUHAVANJE,3.217391304,1.704446637,3.391304348,1.529680015,,,,,,
PROLAZ,4.525,0.640012019,4.131578947,0.991069655,,,,,,
PROLAZITI,3.4,1.264911064,4.1,0.994428926,2.7,1.418136492,5,0,4.3,1.251665557
PROLITI,4.615384615,0.506369684,4.538461538,0.660225292,3.615384615,1.386750491,4.923076923,0.277350098,3.230769231,2.127355407
PROLITI SE,4.166666667,1.267304465,3.416666667,1.240112409,3.833333333,1.029857301,4.5,1.167748416,4,1.651445648
PROMET,4.909090909,0.301511345,4.272727273,0.786245393,4.636363636,0.674199862,4.909090909,0.301511345,5.818181818,2.040499048
PROMIJENITI,2.9,1.100504935,4,0.942809042,2.5,1.58113883,4.9,0.316227766,6.111111111,2.619372274
PROMIJENITI SE,3.727272727,1.190874392,4.181818182,1.167748416,3,1.483239697,5,0,7.727272727,4.540724812
PRONAĆI,3.7,1.159501809,4.4,0.699205899,3.1,1.286683938,4.6,0.843274043,4.1,0.994428926
PROSAC,3.727272727,1.420627262,2.363636364,1.026910636,4.545454545,0.522232968,4.545454545,0.522232968,13.7,3.529242915
PROSITI,4.5,0.849836586,3.3,1.33749351,3.9,1.197219,4.5,0.707106781,8.777777778,3.382963855
PROSLAVA,4.1,1.449137675,3.9,0.994428926,3.7,1.418136492,4.9,0.316227766,4.444444444,2.185812841
PROSTOR,4.12195122,1.053449618,4.384615385,0.711387992,,,,,,
PROVESTI,2.636363636,1.361816968,3.272727273,1.009049958,1.909090909,1.136181804,4.636363636,0.674199862,8.1,1.969207398
PROVESTI SE,3,1.56347192,3.5,0.707106781,2.4,1.264911064,4.8,0.421637021,9.25,3.195979617
PROZOR,4.966666667,0.182574186,4.933333333,0.365148372,,,,,,
PROĆI,3.083333333,1.240112409,4.25,1.055289706,3.333333333,1.370688834,4.666666667,0.651338947,5.181818182,1.60113596
PROČITATI,4.181818182,0.873862898,4.727272727,0.467099366,3,1.549193338,5,0,5.909090909,1.136181804
PROŠETATI,4.5,0.849836586,4.5,0.849836586,3.6,1.349897115,4.7,0.674948558,4.333333333,2
PROŠETATI SE,4.636363636,0.674199862,4.272727273,1.103712743,4.181818182,0.981649817,4.818181818,0.404519917,3.454545455,1.634847783
PROŠLOST,3,1.549193338,4.181818182,0.750757194,3,1.549193338,5,0,8.2,2.1499354
PRSKATI,4.181818182,1.07871978,3.181818182,1.07871978,3.909090909,1.375103302,4.818181818,0.404519917,5.727272727,3.258555173
PRST,5,0,4.636363636,0.504524979,5,0,4.727272727,0.904534034,2,0.942809042
PRTLJAŽNIK,4.85,0.426674679,3.842105263,1.027363874,,,,,,
PRVI,3.727272727,1.272077756,4.090909091,1.044465936,2.636363636,1.433368569,5,0,4.181818182,1.990888335
PRVO,3.545454545,1.293339581,4.545454545,0.687551651,3.181818182,1.328019715,5,0,3.454545455,1.035725481
PRVOTNI,2.3,0.948683298,2.2,1.135292424,1.8,1.032795559,4,0.942809042,11.16666667,5.344779384
PRVOTNO,1.633333333,1.098065174,1.733333333,1.080655399,,,,,,
PSEUDONIM,2.2,0.992277877,2.315789474,0.903604289,,,,,,
PSIĆ,4.8,0.632455532,4,1.247219129,5,0,5,0,2.888888889,1.452966315
PTICA,4.933333333,0.365148372,4.366666667,0.999425122,,,,,,
PTIČICA,4.909090909,0.301511345,3.090909091,1.300349603,4.909090909,0.301511345,4.818181818,0.404519917,3.3,1.494434118
PUCATI,4.066666667,1.387961376,2.566666667,1.501340397,,,,,,
PUDING,4.9,0.316227766,3.2,1.549193338,5,0,5,0,3.7,0.674948558
PUH,4.272727273,0.786245393,1.545454545,0.820199532,4.909090909,0.301511345,3.909090909,1.375103302,9.111111111,5.510091752
PUHATI,4.7,0.483045892,4.1,0.737864787,4.1,1.286683938,4.9,0.316227766,3.111111111,1.452966315
PUKNUTI,4.636363636,0.674199862,4.181818182,1.250454463,4.272727273,1.190874392,4.727272727,0.646669791,6.636363636,5.408747124
PUKNUĆE,3.033333333,1.351457281,2.266666667,1.337350271,,,,,,
PUN,4.333333333,1.154700538,4.416666667,0.792961461,3.583333333,1.443375673,4.833333333,0.389249472,3.272727273,1.420627262
PUNO,4.2,0.918936583,5,0,3.6,1.0749677,4.8,0.632455532,3.111111111,1.452966315
PUNOMOĆ,3,1.247219129,2.9,0.994428926,2.9,1.197219,3.8,0.918936583,15.7,2.45175674
PUPAK,4.3,1.159501809,2.7,1.251665557,4.888888889,0.333333333,4.888888889,0.333333333,2.75,2.314550249
PURICA,4.2,1.475729575,3,1.333333333,4.666666667,0.707106781,4.666666667,0.707106781,6.111111111,2.368778401
PUSTITI,3.636363636,0.809039835,4.090909091,0.70064905,3.090909091,1.044465936,4.818181818,0.603022689,3.454545455,1.572490786
PUSTOPOLJINA,3.225,1.440930967,1.5,0.762286745,,,,,,
PUT,4.727272727,0.646669791,4.545454545,0.687551651,4.454545455,1.213559752,5,0,2.818181818,1.167748416
PUTOVATI,3.740740741,1.258588727,3.962962963,1.224163183,,,,,,
PUŠITI,4.3,1.494434118,3.9,1.523883927,4.4,0.966091783,4.7,0.948683298,4.8,3.190262964
PUŠKA,5,0,3.363636364,1.120064933,5,0,4.727272727,0.646669791,5.454545455,2.018099916
PUŽ,5,0,3.285714286,1.356933986,,,,,,
PČELA,4.5,1.269295518,3.3,1.251665557,4.666666667,1,4.888888889,0.333333333,3,1.658312395
RAD,4.1,0.994428926,4.4,0.699205899,3.2,1.135292424,4.7,0.674948558,6,2.538591035
RADIO,4.928571429,0.377964473,4.321428571,1.248808956,,,,,,
RADITI,4.454545455,0.687551651,5,0,3.545454545,1.368476259,4.818181818,0.404519917,5.454545455,5.164564577
RADNICA,4.366666667,1.129031728,3.533333333,1.27936766,,,,,,
RADO,3,1.490711985,4.2,0.918936583,2.2,1.135292424,4.8,0.632455532,6.666666667,3.391164992
RADOST,3.625,1.191583734,4.078947368,0.996794293,,,,,,
RAHLI,2.7,1.567021236,2,0.942809042,2.6,1.0749677,3.6,1.349897115,13.5,3.719318934
RAHLO,2.7,1.494434118,1.8,0.632455532,3.7,0.823272602,4.5,0.849836586,13.5,1.927248223
RAJČICA,4.962962963,0.19245009,4.555555556,0.933699562,,,,,,
RAK,,,3.1,1.604949242,,,,,,
RAKETA,4.774193548,0.616964473,2.806451613,1.470132757,,,,,,
RAKIJA,5,0,3.909090909,1.375103302,4.909090909,0.301511345,4.909090909,0.301511345,7.6,4.647580015
RALICA,4.766666667,0.678910554,2.3,1.465699786,,,,,,
RAME,5,0,4.3,1.059349905,5,0,5,0,3.5,1.779513042
RAMPA,4.833333333,0.461133037,2.5,1.332614749,,,,,,
RANA,4.6,0.516397779,3.4,1.264911064,4.4,1.0749677,4.7,0.674948558,5.3,2.830390629
RANI,2.727272727,1.190874392,3.272727273,1.009049958,2.272727273,1.190874392,3.909090909,1.375103302,5.2,1.751190072
RANIJE,3.333333333,1.61432977,4.083333333,0.99620492,3.083333333,1.311372171,4.75,0.452267017,6.083333333,2.539088359
RANIJI,3,1.414213562,3.818181818,1.167748416,2.454545455,1.035725481,4.545454545,0.820199532,7,3.055050463
RANITI,3.636363636,0.924416278,2.454545455,1.439696938,3.545454545,1.035725481,4.909090909,0.301511345,7.2,2.658320272
RANITI SE,3.7,1.251665557,2.5,1.509230856,3.4,0.966091783,4.8,0.632455532,7.3,3.591656999
RANO,3.6,0.966091783,4.7,0.483045892,3,1.333333333,5,0,3.3,1.159501809
RASKRIŽJE,4.909090909,0.301511345,3.818181818,0.603022689,4.727272727,0.467099366,4.909090909,0.301511345,7.1,1.969207398
RASPASTI,3.181818182,1.328019715,3.272727273,1.103712743,3.454545455,1.293339581,4.363636364,1.286291357,6.6,2.170509413
RASPASTI SE,3.454545455,1.439696938,3.363636364,1.286291357,3.363636364,0.809039835,4.636363636,0.504524979,7.727272727,3.663083649
RASPELO,4.785714286,0.568112069,2.892857143,1.59488269,,,,,,
RASPRAVA,4,1.154700538,3.9,1.197219,2.9,1.449137675,4.8,0.421637021,11.25,3.412163118
RAVNALO,4.966666667,0.182574186,3.1,1.516575089,,,,,,
RAZBIJEN,4.909090909,0.301511345,2.818181818,1.250454463,4.727272727,0.646669791,5,0,5.454545455,2.207425485
RAZBIJENO,4.818181818,0.404519917,3.818181818,1.07871978,4.727272727,0.467099366,5,0,3.888888889,1.166666667
RAZBITI,4.6,0.843274043,3.5,0.971825316,4.222222222,1.394433378,4.888888889,0.333333333,4.555555556,1.878237945
RAZBITI SE,4.6,0.516397779,4,1.154700538,4.1,0.737864787,4.9,0.316227766,5.555555556,2.920235911
RAZBOLJETI SE,4,0.942809042,4,0.816496581,3.8,1.229272594,4.8,0.421637021,4.9,2.024845673
RAZDOBLJE,3.073170732,1.272600564,3.641025641,1.1352528,,,,,,
RAZDRAŽLJIV,3.8,0.788810638,3,1.154700538,3.2,1.398411798,4.7,0.483045892,12.875,2.997022332
RAZDRAŽLJIVO,2.181818182,1.328019715,2.818181818,1.328019715,2.545454545,1.694912173,4.545454545,0.687551651,12,3.741657387
RAZGOVARATI,4.090909091,1.578261414,5,0,3.818181818,1.167748416,5,0,5.181818182,1.721521526
RAZGOVOR,4.090909091,0.943879807,4.818181818,0.404519917,3.272727273,1.61807967,5,0,5.272727273,1.902151891
RAZJASNITI,2.5,1.509230856,3.2,1.398411798,2.1,1.370320319,4.4,1.0749677,7.888888889,5.011098793
RAZLIKA,3.181818182,1.250454463,3.909090909,0.70064905,2.909090909,1.300349603,4.636363636,0.674199862,5.818181818,1.721521526
RAZLOG,2.363636364,1.501514387,3.818181818,0.981649817,2,1.61245155,5,0,6.2,1.813529401
RAZMIŠLJATI,3,1.549193338,4.181818182,0.981649817,2,1.414213562,5,0,6.2,1.813529401
RAZMJENA,3.774193548,1.430843048,3.419354839,1.45543106,,,,,,
RAZNI,2.9,1.100504935,4,0.942809042,2.5,1.269295518,4.7,0.483045892,6.4,1.505545305
RAZNO,2.909090909,0.943879807,4.181818182,0.873862898,2,1.264911064,4.454545455,0.820199532,5.5,0.707106781
RAZREZATI,4.2,1.316561177,3.4,1.0749677,3.9,1.100504935,4.5,0.849836586,5.1,1.286683938
RAZUM,2.85,1.350213658,3.842105263,1.078695804,,,,,,
RAZUMJETI,3.6,1.349897115,4.6,0.516397779,2.1,1.449137675,4.7,0.483045892,5.888888889,2.420973174
RAZVRSTAVANJE,3.181818182,1.60113596,2.909090909,1.136181804,3.454545455,1.293339581,4.545454545,0.934198733,7.181818182,4.68653778
RAČUNALO,4.714285714,1.069044968,3.5,1.400549343,5,0,4.785714286,0.578934224,9.307692308,6.03302875
RAČUNANJE,4.4,0.699205899,4.2,0.788810638,3.6,0.966091783,4.9,0.316227766,5.8,1.316561177
RAŽNJIĆ,4.731707317,0.633418907,3.641025641,1.087904298,,,,,,
REALAN,2.636363636,1.629277587,4.272727273,0.646669791,2.090909091,1.044465936,4.909090909,0.301511345,10.27272727,3.437758255
REALNO,2.545454545,1.293339581,4,1,2.272727273,1.348399725,4.454545455,0.687551651,8.888888889,5.30199124
RECIKLAŽA,3.8,1.316561177,3.7,1.059349905,3.4,1.577621275,4.4,1.349897115,10.55555556,5.525194818
RED,3.909090909,0.943879807,4.181818182,0.750757194,3.363636364,1.433368569,4.727272727,0.646669791,5.545454545,1.694912173
REDOSLIJED,4.2,1.032795559,4.1,0.994428926,3.1,1.449137675,4.4,0.699205899,5.888888889,1.615893286
REGAL,4.909090909,0.301511345,3.727272727,1.190874392,5,0,4.818181818,0.404519917,5.3,3.020301677
REKET,5,0,2.434782609,1.471736357,,,,,,
RELATIVAN,2.3,1.494434118,3.3,1.251665557,1.9,1.370320319,3.9,0.875595036,12.77777778,2.948634335
RELATIVNO,2,1.341640786,3.363636364,1.120064933,1.363636364,0.674199862,4.454545455,0.934198733,12.9,2.846049894
REMEN,4.903225806,0.538815906,3.806451613,1.447281471,,,,,,
REPREZENTATIVAN,2.181818182,1.250454463,2.727272727,1.272077756,2.090909091,0.943879807,4.363636364,0.809039835,15,2.93257566
REPREZENTATIVNO,2.363636364,1.566698904,2.454545455,1.12815215,1.818181818,0.981649817,3.636363636,1.206045378,12.45454545,5.465594869
RESTORAN,4.782608696,0.850482309,4.043478261,1.429502802,,,,,,
REZATI,4.6,0.516397779,4.2,1.032795559,4.5,0.707106781,5,0,3.5,1.509230856
REĆI,4,1.054092553,4.7,0.674948558,3.1,1.370320319,5,0,3,1.054092553
REČENICA,4.636363636,1.206045378,4.545454545,0.687551651,4.272727273,1.009049958,5,0,6.909090909,1.868397466
REŽANJE,3.909090909,0.70064905,3.090909091,1.513574937,4.3,0.483045892,4.2,0.918936583,6.7,3.653004851
RIBA,5,0,4.636363636,0.504524979,5,0,5,0,2.181818182,1.167748416
RIBAR,4.818181818,0.603022689,3.818181818,1.470930441,4.8,0.421637021,4.8,0.632455532,4.3,2.750757471
RIBATI,4,1.095445115,3.181818182,0.981649817,3.181818182,1.53741223,4.545454545,0.687551651,6.818181818,2.272363607
RIBIZ,4.266666667,1.337350271,2.733333333,1.574217558,,,,,,
RIBIČ,4.733333333,0.583292281,2.733333333,1.507071454,,,,,,
RIJEDAK,3,1.414213562,3.818181818,1.401298099,3.272727273,1.190874392,4.818181818,0.603022689,7.7,2.002775851
RIJEKA,4.6,0.966091783,4.2,1.135292424,4.777777778,0.440958552,5,0,4.111111111,1.763834207
RIJETKO,2.9,1.370320319,4,1.247219129,3,1.154700538,4.3,1.251665557,4.833333333,1.834847859
RIJEČ,3.454545455,1.368476259,4.545454545,0.820199532,2.636363636,1.963299634,4.636363636,0.674199862,6,1.61245155
RIJEŠITI,3.363636364,1.361816968,4.545454545,0.687551651,2.636363636,1.566698904,5,0,5.909090909,0.943879807
RIJEŠITI SE,3.454545455,1.368476259,3.454545455,1.507556723,2.909090909,1.640399065,5,0,8.555555556,4.245913068
RISANJE,3.363636364,1.286291357,1.636363636,1.026910636,3.363636364,1.361816968,2.909090909,1.300349603,8.4,5.168279318
RITAM,2.9,1.370320319,3.2,1.135292424,3.4,1.264911064,4.9,0.316227766,9.375,2.615202806
RIZNICA,3.717948718,1.255487281,2.184210526,1.009556048,,,,,,
RIŽOTO,5,0,3.5,1.58113883,4.8,0.632455532,4.9,0.316227766,7,4.276179871
RJEŠENJE,2.909090909,1.640399065,4.181818182,1.07871978,2.545454545,1.439696938,5,0,6.454545455,1.293339581
ROBA,4.6,0.843274043,4.5,0.849836586,4.6,0.843274043,4.7,0.674948558,3.428571429,2.299068134
RODITELJ,4.909090909,0.301511345,4.727272727,0.904534034,4.818181818,0.404519917,5,0,4.7,1.702938637
RODITI,4.5,0.971825316,3.1,1.663329993,4.4,0.699205899,4.5,1.269295518,6.3,2.406010991
RODITI SE,4.363636364,1.120064933,3.727272727,1.272077756,4.181818182,0.981649817,4.636363636,0.924416278,5.636363636,2.062654953
RODOSLOVLJE,2.090909091,1.221027883,1.818181818,0.873862898,2.545454545,1.035725481,3.272727273,0.904534034,10.72727273,6.420138769
ROG,4.3,0.948683298,2,1.247219129,4.6,0.966091783,3.9,1.370320319,8,3.774917218
ROMANTIKA,3.727272727,1.420627262,4,1.095445115,2.818181818,1.328019715,4.727272727,0.467099366,9.888888889,2.803767307
RONITI,4.4,1.264911064,3.6,1.349897115,4.5,0.971825316,5,0,4.8,2.616188916
ROSA,4.9,0.316227766,3.7,0.948683298,4.4,1.0749677,5,0,6.142857143,3.670993119
ROĐENDAN,4.5,0.707106781,4.4,0.516397779,4.3,1.251665557,4.9,0.316227766,5.333333333,4.974937186
ROĐENJE,4.4,0.699205899,4.1,1.100504935,3.7,1.059349905,4.9,0.316227766,5.8,2.740640639
RUHO,2.5,1.269295518,1.1,0.316227766,3.7,1.766981104,2.9,1.523883927,7.444444444,5.681353516
RUKA,4.962962963,0.19245009,5,0,,,,,,
RUKAV,4.916666667,0.282329851,4.458333333,0.883627241,,,,,,
RUKAVICE,5,0,4.083333333,0.900336637,5,0,4.818181818,0.603022689,4,1.732050808
RUKOMET,4.818181818,0.404519917,4.090909091,0.943879807,4.454545455,0.820199532,5,0,5.6,1.646545205
RUKSAK,4.909090909,0.301511345,4,1,4.909090909,0.301511345,4.909090909,0.301511345,4.727272727,1.009049958
RUPA,4.8,0.421637021,4,1.154700538,4.7,0.674948558,5,0,5.1,2.960855732
RUPČIĆ,4.818181818,0.603022689,2.545454545,1.368476259,5,0,4.636363636,0.674199862,7.4,3.098386677
RUTINSKI,2.090909091,1.375103302,2.636363636,1.206045378,2.454545455,1.507556723,4.454545455,0.522232968,12.4,3.098386677
RUTINSKO,2.181818182,1.250454463,2.818181818,0.873862898,1.727272727,0.904534034,4.363636364,0.809039835,13.54545455,2.621588693
RUZINA,2.625,1.659278496,1.333333333,0.805681579,,,,,,
RUČAK,4.818181818,0.603022689,5,0,4.636363636,0.674199862,4.818181818,0.404519917,2.818181818,1.07871978
RUČNA BOMBA,4.444444444,1.050030525,1.185185185,0.557262335,,,,,,
RUČNIK,4.909090909,0.301511345,5,0,5,0,5,0,3.363636364,1.566698904
RUŽA,4.966666667,0.182574186,4.166666667,1.234094205,,,,,,
RUŽAN,3.727272727,1.190874392,4.272727273,0.786245393,4,1.095445115,4.818181818,0.603022689,4.2,1.686548085
RUŽNO,3.3,1.567021236,4.2,0.918936583,3.5,1.178511302,4.8,0.632455532,2.6,1.0749677
SABOR,4.3,0.674948558,3.8,1.229272594,4.2,1.135292424,4.9,0.316227766,10,5.209880723
SADA,1.6,1.349897115,5,0,1.6,1.349897115,5,0,2.5,1.354006401
SADNICA,3.967741935,1.378014779,2.838709677,1.634967363,,,,,,
SAKO,4.703703704,0.77533193,3.518518519,1.528457502,,,,,,
SAKRITI,3.9,0.875595036,4.1,0.875595036,2.9,0.994428926,4.9,0.316227766,3.3,1.636391694
SAKRITI SE,3.909090909,1.300349603,3.090909091,0.943879807,3.545454545,1.368476259,4.727272727,0.646669791,4.363636364,2.65603943
SAKSOFON,4.37037037,1.005681864,1.814814815,1.177906782,,,,,,
SALAMA,5,0,4.5,0.971825316,5,0,5,0,3.222222222,1.201850425
SALATA,4.8,0.632455532,4.9,0.316227766,4.888888889,0.333333333,5,0,3.888888889,1.452966315
SALUTIRATI,3.7,1.059349905,1.9,1.286683938,3.7,1.251665557,3.4,1.173787791,13.4,3.339993347
SALVETA,4.8,0.632455532,4,0.816496581,5,0,5,0,3.777777778,1.715938357
SAMO,2,1.247219129,4.8,0.421637021,1.8,1.316561177,4.9,0.316227766,5.6,1.897366596
SAN,3.55,1.218447941,4.421052632,0.919211735,,,,,,
SANJATI,2.363636364,0.809039835,4,1.183215957,3.090909091,1.300349603,4.636363636,0.809039835,4.818181818,1.778661397
SANJKE,5,0,3.2,1.135292424,5,0,4.8,0.632455532,4.3,1.494434118
SAONICE,5,0,3.3,1.159501809,5,0,5,0,3.6,1.173787791
SAPUN,5,0,4.727272727,0.467099366,5,0,5,0,3.090909091,1.044465936
SASTAVITI,3.5,1.178511302,3.8,0.788810638,3.7,1.33749351,4.9,0.316227766,4.555555556,2.87711275
SASVIM,2.333333333,1.732050808,3.333333333,1.58113883,2.333333333,1.732050808,4.222222222,0.971825316,9.444444444,3.086709863
SAT,4.966666667,0.182574186,5,0,,,,,,
SAV,2.636363636,0.809039835,3.727272727,1.009049958,2,0.774596669,4.181818182,1.250454463,6.375,2.065879266
SAVANA,3.909090909,1.300349603,1.090909091,0.301511345,4.090909091,1.300349603,3.909090909,1.300349603,10.66666667,6.531972647
SAVEZ,3.342105263,0.966361686,3.210526316,1.142730129,,,,,,
SAVJET,2.875,1.380960275,4.368421053,0.942138242,,,,,,
SAZNATI,2.636363636,1.286291357,4.727272727,0.467099366,2.090909091,1.136181804,4.818181818,0.603022689,5.636363636,1.501514387
SECIRANJE,4.181818182,1.328019715,2.181818182,1.470930441,3.909090909,1.221027883,3.636363636,1.206045378,14.4,3.627058802
SEDAM,4.6,0.843274043,4.6,0.699205899,4.3,0.948683298,4.8,0.632455532,3.8,1.316561177
SEDMI,3.545454545,1.213559752,4.636363636,0.674199862,3.454545455,1.368476259,4.636363636,0.674199862,5.090909091,1.578261414
SEKSTANT,2.3,1.702938637,1.1,0.316227766,2.6,1.897366596,1.6,1.264911064,3,7.318166133
SEKULARAN,1.7,1.251665557,2,1.490711985,2,1.322875656,2.555555556,1.666666667,9.714285714,7.696628823
SEKULARNO,1.2,0.421637021,1.3,0.483045892,1.4,0.699205899,1.9,0.994428926,14.8,5.808040404
SEKUNDA,2.636363636,1.629277587,4.363636364,0.809039835,1.909090909,1.578261414,4.909090909,0.301511345,6.818181818,3.370999312
SELO,4.2,1.229272594,4.4,0.699205899,4.777777778,0.666666667,5,0,3.777777778,1.481365736
SEMAFOR,5,0,3.9,1.197219,5,0,5,0,5.9,3.573047252
SENDVIČ,5,0,4.75,0.896854406,,,,,,
SERIJA,4.272727273,1.009049958,4.545454545,0.687551651,3.818181818,1.250454463,5,0,7.8,4.184627954
SESTRA,4.545454545,1.035725481,4.636363636,0.674199862,4.6,0.966091783,4.9,0.316227766,2,1.5
SESTRIČNA,4.1,1.370320319,3.4,0.966091783,4.2,0.788810638,4.7,0.674948558,4.1,1.728840331
SHVATITI,3.363636364,1.120064933,3.909090909,0.70064905,3,1.414213562,4.636363636,0.504524979,7.727272727,2.935673997
SIGURAN,3.3,1.159501809,4.3,0.483045892,2.7,0.948683298,5,0,5.5,1.58113883
SIGURNO,2.217391304,1.565436963,4.347826087,1.070628348,,,,,,
SIJENO,4.636363636,0.924416278,3,1.341640786,4.909090909,0.301511345,4.909090909,0.301511345,7.727272727,3.849439156
SILA,3.1,1.100504935,3,1.56347192,2.6,1.505545305,4.8,0.421637021,11,4.69041576
SILOS,4.41025641,1.093472227,1.972972973,1.189922651,,,,,,
SIN,4.5,0.707106781,4.5,1.08012345,4.2,1.032795559,5,0,4.2,2.097617696
SINONIM,2.775,1.270725615,2.972972973,1.258007386,,,,,,
SIR,5,0,4.733333333,0.63968383,,,,,,
SIROMAŠAN,3.636363636,1.120064933,3.727272727,0.786245393,3.090909091,1.375103302,5,0,6.636363636,2.419616799
SIROMAŠNO,4.1,0.737864787,3.9,0.994428926,3.2,1.032795559,4.9,0.316227766,7.5,2.390457219
SIROMAŠTVO,3.825,1.059450753,3.815789474,1.182193636,,,,,,
SIROTINJA,4,1.247219129,3.2,1.032795559,4.2,0.918936583,4.3,1.159501809,9,2.516611478
