"targetWord","score.std.gusto","score.gusto","score.std.olfatto","score.olfatto","score.std.tatto","score.tatto","score.std.udito","score.udito","score.std.vista","score.vista","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"spiegazzato",-0.815,0.054,-0.844,0,1.097,4.108,-0.621,0.457,1.435,4.811,1.435,4.811,"vista",0.252,9.43,0.882,0.51,11,10,1.969,0.086,-1.067,3,2.4,-0.116,5.118,0.116,4.444,0.027,5.278
"spigoloso",-0.717,0.27,-0.802,0.081,1.293,4.514,-0.602,0.472,1.464,4.865,1.464,4.865,"vista",0.635,10.202,0.991,0.469,9,18,2.252,0.171,-0.766,2,2.6,0.288,5.824,-0.4,3.778,0.099,5.278
"spinoso",-0.51,0.825,-0.712,0.4,1.464,4.925,-0.506,0.85,1.119,4.225,1.464,4.925,"tatto",0.856,11.225,1.235,0.403,7,30,2.395,0.242,-0.617,3,1.8,0.081,4.882,-0.547,3.85,0.308,5.526
"spirituale",-0.776,0.135,-0.564,0.568,-0.685,0.324,0.337,2.514,0.453,2.757,0.453,2.757,"vista",-1.234,6.297,1.18,0.416,10,592,3.797,6.288,0.799,3,2.25,0.616,6.105,0.589,5.062,-0.195,4.947
"splendente",-0.862,0.077,-0.687,0.447,-0.594,0.632,-0.736,0.333,1.498,5,1.498,5,"vista",-1.38,6.489,0.817,0.759,10,240,3.383,2.415,0.383,5,1.8,0.505,5.889,-0.677,3.6,0.647,6.158
"sporco",-0.253,1.231,0.733,3.231,0.506,2.769,-0.67,0.289,1.369,4.538,1.369,4.538,"vista",1.685,12.059,1.381,0.352,6,2085,4.33,21.474,1.332,13,1.1,0.923,6.737,-1.506,2.235,0.864,6.737
"spugnoso",-0.311,1.162,-0.8,0.083,1.44,4.811,-0.582,0.541,1.3,4.5,1.44,4.811,"tatto",1.047,11.097,1.149,0.426,8,5,1.793,0.055,-1.263,3,2.2,-0.51,4.053,-0.076,4.176,0.115,5.647
"spumeggiante",0.071,2.091,-0.549,0.727,-0.12,1.667,0.154,2.242,1.129,4.303,1.129,4.303,"vista",0.684,11.03,1.471,0.324,12,24,2.337,0.21,-0.677,1,3.35,-0.111,4.667,0.075,4.75,-0.041,4.895
"squadrato",-0.801,0.081,-0.829,0.027,1.192,4.297,-0.696,0.297,1.491,4.919,1.491,4.919,"vista",0.357,9.622,0.867,0.508,9,12,2.004,0.094,-1.029,5,1.7,0.096,5.588,0.057,4.444,-0.014,5.056
"squamoso",-0.618,0.6,-0.731,0.325,1.259,4.5,-0.663,0.475,1.156,4.325,1.259,4.5,"tatto",0.403,10.225,1.144,0.408,8,18,2.321,0.203,-0.693,3,2.55,-0.601,3.722,0.134,4.9,-0.255,4.474
"squillante",-0.818,0.054,-0.83,0.027,-0.735,0.216,1.49,4.919,-0.087,1.595,1.49,4.919,"udito",-0.979,6.811,0.745,0.718,10,14,2.145,0.132,-0.878,2,2.35,-0.034,5.412,-0.15,4.111,0.029,5.278
"squisito",1.52,4.973,0.91,3.73,-0.509,0.703,-0.672,0.351,0.593,3.054,1.52,4.973,"gusto",1.842,12.811,1.326,0.361,8,320,3.443,2.774,0.443,3,1.75,0.63,6,-0.444,3.95,0.69,6.211
"stagionato",1.247,4.308,1.109,4,-0.226,1.282,-0.74,0.205,0.661,3.128,1.247,4.308,"gusto",2.051,12.923,1.368,0.317,10,31,2.434,0.265,-0.577,5,1.75,0.337,5.579,0.321,4.647,0.68,6.421
"stagnante",-0.069,1.59,0.897,3.59,-0.391,0.897,-0.459,0.795,1.038,3.897,1.038,3.897,"vista",1.016,10.769,1.416,0.288,9,24,2.305,0.195,-0.71,1,2.3,-0.084,5.176,0.51,5,-0.206,4.778
"stantio",0.738,3.425,0.884,3.7,-0.227,1.45,-0.819,0.15,0.496,2.95,0.884,3.7,"olfatto",1.072,11.675,1.387,0.304,7,37,2.523,0.327,-0.485,4,1.65,-0.437,4.158,1.19,5.938,-0.549,4.316
"stellato",-0.877,0.059,-0.876,0.059,-0.485,0.912,-0.736,0.353,1.46,5,1.46,5,"vista",-1.514,6.382,0.716,0.774,8,52,2.646,0.436,-0.36,9,1.5,0.562,6,-0.579,3.471,0.738,6.579
"storto",-0.873,0.059,-0.836,0.121,0.914,3.909,-0.576,0.697,1.36,4.794,1.36,4.794,"vista",-0.012,9.58,0.989,0.494,6,1264,4.074,11.906,1.076,14,1.05,0.902,6.5,-1.128,2.95,0.525,5.947
"strano",0.618,3.312,0.615,3.303,0.475,3,0.775,3.636,1.073,4.242,1.073,4.242,"vista",3.555,17.494,1.602,0.071,6,10063,5.191,155.697,2.192,23,1,1.072,6.947,-1.061,2.824,-0.145,5.053
"stretto",-0.897,0.031,-0.881,0.065,0.901,3.875,-0.713,0.406,1.278,4.656,1.278,4.656,"vista",-0.313,9.033,0.899,0.512,7,1688,4.195,15.74,1.197,8,1.45,0.816,6.824,-0.982,2.944,0.74,6.556
"striato",-0.659,0.359,-0.732,0.205,0.361,2.513,-0.646,0.385,1.461,4.795,1.461,4.795,"vista",-0.214,8.256,1.049,0.556,7,10,1.969,0.086,-1.067,3,1.75,-0.514,4,0.391,4.765,-0.571,4.368
"stridente",-0.609,0.514,-0.674,0.378,-0.586,0.541,1.448,4.838,-0.138,1.514,1.448,4.838,"udito",-0.56,7.784,1.126,0.573,9,14,2.145,0.132,-0.878,1,1.85,-0.591,3.778,0.529,5.421,-0.514,4
"stridulo",-0.859,0.088,-0.843,0.118,-0.749,0.294,1.463,5,-0.329,1.206,1.463,5,"udito",-1.317,6.706,0.792,0.732,8,18,2.212,0.156,-0.807,3,2.3,-0.284,4.882,0.321,4.765,0.233,5.611
"strillante",-0.803,0.081,-0.833,0.028,-0.739,0.216,1.506,4.946,0.262,2.351,1.506,4.946,"udito",-0.606,7.622,0.813,0.645,10,NA,NA,NA,NA,2,1.75,-0.92,3.765,-0.066,4.294,-0.026,5.222
"stucchevole",0.431,2.686,-0.063,1.657,-0.387,0.943,-0.155,1.486,0.511,2.886,0.511,2.886,"vista",0.338,9.657,1.534,0.201,11,25,2.395,0.242,-0.617,1,3.65,-0.348,4.059,1.017,6.1,-0.724,3.632
"stupido",-0.792,0.077,-0.804,0.051,-0.756,0.154,0.793,3.385,0.564,2.897,0.793,3.385,"udito",-0.994,6.564,0.881,0.508,7,7701,5.023,105.845,2.025,18,1,0.987,6.789,-1.316,2.471,0.667,6.368
"succoso",1.265,4.486,-0.063,1.639,0.143,2.054,-0.517,0.676,0.884,3.649,1.265,4.486,"gusto",1.713,12.504,1.448,0.305,7,68,2.759,0.569,-0.245,5,1.75,0.171,5.263,-0.4,3.706,0.475,6.053
"succulento",1.44,4.744,0.75,3.308,-0.244,1.231,-0.686,0.308,0.963,3.744,1.44,4.744,"gusto",2.223,13.333,1.377,0.333,10,55,2.689,0.483,-0.316,4,2.4,0.083,5.056,0.343,5.1,0.315,5.526
"sudato",-0.348,1,1.257,4.359,1.194,4.231,-0.637,0.385,1.357,4.564,1.357,4.564,"vista",2.823,14.538,1.364,0.287,6,321,3.43,2.696,0.431,8,1.5,1.045,6.778,-1.295,2.7,0.749,6.368
"suggestivo",-0.104,1.65,0.048,1.975,-0.352,1.15,0.527,3,1.227,4.45,1.227,4.45,"vista",1.346,12.225,1.5,0.27,10,23,2.305,0.195,-0.71,3,2.55,0.454,6.176,0.747,5.333,0.317,5.778
"superficiale",-0.748,0.189,-0.778,0.135,-0.061,1.649,0.011,1.865,0.74,3.378,0.74,3.378,"vista",-0.837,7.216,1.212,0.449,12,459,3.64,4.379,0.641,5,1.6,0.887,6.5,0.484,5.3,0.513,5.947
"sussurrante",-0.835,0.026,-0.81,0.053,-0.832,0.026,1.542,4.897,-0.341,1,1.542,4.897,"udito",-1.275,6.002,0.553,0.812,11,1,1.191,0.008,-2.108,1,2.15,-1.09,3,0.294,4.588,-0.69,4.158
"tacito",-0.836,0.125,-0.82,0.15,-0.861,0.075,1.04,4.05,0.043,1.975,1.04,4.05,"udito",-1.434,6.375,0.869,0.624,6,37,2.58,0.374,-0.427,5,1.7,-0.695,3.684,0.968,5.529,-0.722,4
"taciturno",-0.844,0,-0.844,0,-0.765,0.162,1.371,4.676,0.55,2.973,1.371,4.676,"udito",-0.531,7.811,0.755,0.599,9,40,2.513,0.319,-0.496,2,2.75,-0.115,4.722,0.366,5.1,0.069,5.105
"tanfoso",-0.371,1.079,1.455,4.921,-0.756,0.282,-0.763,0.263,-0.169,1.513,1.455,4.921,"olfatto",-0.604,8.058,1.114,0.578,7,NA,NA,NA,NA,0,2.2,-1.945,1.474,1.118,5.688,-1.384,3.053
"tenero",0.186,2.275,-0.615,0.575,1.113,4.225,-0.174,1.525,0.759,3.525,1.113,4.225,"tatto",1.269,12.125,1.446,0.301,6,633,3.767,5.859,0.768,15,1,0.872,6.579,-0.872,3.059,0.848,6.737
"tentacolare",-0.578,0.675,-0.845,0.1,0.971,3.949,-0.78,0.225,1.334,4.692,1.334,4.692,"vista",0.102,9.641,1.037,0.476,11,7,1.89,0.07,-1.154,1,2.65,-1.152,2.833,0.761,5.75,-0.674,3.632
"tenue",-0.165,1.432,-0.182,1.405,-0.489,0.757,0.263,2.378,0.908,3.703,0.908,3.703,"vista",0.335,9.676,1.475,0.304,5,83,2.886,0.764,-0.117,11,1.25,-0.095,4.611,0.432,5.25,-0.165,4.737
"teoretico",-0.828,0.194,-0.816,0.2,-0.833,0.161,0.091,2.129,-0.467,0.935,0.091,2.129,"udito",-2.854,3.619,1.117,0.544,9,1,1.191,0.008,-2.108,2,2.55,-1.166,2.842,1.33,6.059,-1.037,3.526
"terroso",-0.249,1.412,0.159,2.235,0.976,4,-0.61,0.618,1.299,4.676,1.299,4.676,"vista",1.575,12.941,1.421,0.314,7,3,1.492,0.023,-1.631,3,1.8,-1.15,3.412,-0.117,4.235,-1.085,3.444
"tiepido",0.47,2.941,-0.583,0.676,1.23,4.5,-0.746,0.324,-0.34,1.206,1.23,4.5,"tatto",0.031,9.647,1.278,0.433,7,82,2.829,0.67,-0.174,4,1.75,0.818,6.333,-1.009,3.1,0.727,6.316
"tintinnante",-0.871,0.05,-0.871,0.05,-0.383,1.075,1.412,4.821,0.145,2.175,1.412,4.821,"udito",-0.568,8.171,0.993,0.584,11,4,1.668,0.039,-1.409,1,2.65,-0.516,4.412,0.496,4.938,-0.223,4.778
"tinto",-0.775,0.135,-0.565,0.568,-0.671,0.351,-0.844,0,1.469,4.865,1.469,4.865,"vista",-1.385,5.919,0.64,0.822,5,66,2.788,0.608,-0.216,23,1,0.21,5.765,0.104,4.471,0.309,5.667
"tipico",0.209,2.375,0.108,2.15,-0.042,1.8,0.178,2.3,0.579,3.15,0.579,3.15,"vista",1.032,11.775,1.592,0.115,6,1208,4.033,10.831,1.035,7,1.45,0.935,6.684,-0.324,3.824,0.007,5.316
"tonante",-0.846,0,-0.757,0.171,-0.69,0.314,1.461,4.857,-0.016,1.743,1.461,4.857,"udito",-0.848,7.086,0.832,0.685,7,19,2.232,0.164,-0.786,3,1.75,-1.117,2.778,0.811,5.85,-1.046,3.053
"tondo",-0.658,0.378,-0.79,0.108,1.277,4.486,-0.63,0.432,1.476,4.892,1.476,4.892,"vista",0.675,10.297,1.018,0.465,5,433,3.64,4.379,0.641,21,1,0.857,6.579,-1.102,2.765,0.673,6.389
"torbato",0.252,2.452,0.347,2.613,-0.588,0.613,-0.753,0.29,0.366,2.71,0.366,2.71,"vista",-0.375,8.677,1.383,0.279,7,3,1.492,0.023,-1.631,7,1.6,-1.762,2.235,1.594,6.364,-1.507,2.778
"torbido",-0.482,0.744,-0.333,1.051,-0.293,1.103,-0.585,0.526,1.367,4.59,1.367,4.59,"vista",-0.326,8.013,1.258,0.507,7,39,2.513,0.319,-0.496,7,1.65,0.157,5.647,0.831,5.389,-0.147,4.944
"tostato",1.178,4.412,1.053,4.147,0.219,2.382,-0.601,0.647,0.999,4.059,1.178,4.412,"gusto",2.848,15.647,1.477,0.241,7,147,3.171,1.48,0.17,11,1.4,0.449,5.667,-0.023,4.7,0.489,5.895
"tozzo",-0.746,0.132,-0.821,0.051,1.073,3.949,-0.714,0.256,1.438,4.692,1.438,4.692,"vista",0.23,9.08,0.895,0.511,5,38,2.533,0.335,-0.475,15,1.2,-0.217,4.5,0.216,5,0.047,5
"trascendente",-0.72,0.231,-0.68,0.308,-0.62,0.436,-0.043,1.667,-0.088,1.564,-0.043,1.667,"udito",-2.151,4.205,1.32,0.341,12,11,2.036,0.101,-0.994,1,2.45,-0.237,4.389,1.483,6.75,-1.039,3.105
"traslucido",-0.896,0,-0.855,0.075,-0.354,1.125,-0.778,0.225,1.465,4.925,1.465,4.925,"vista",-1.418,6.35,0.674,0.776,10,6,1.735,0.047,-1.33,4,2.45,-1.265,2.611,1.038,6.158,-1.326,2.632
"trasparente",-0.844,0,-0.829,0.027,-0.552,0.622,-0.652,0.405,1.519,4.973,1.519,4.973,"vista",-1.359,6.027,0.599,0.825,11,270,3.394,2.478,0.394,2,2.6,0.69,6.235,-0.815,3.4,0.576,6.053
"tremendo",0.376,2.675,0.379,2.675,-0.353,1.15,0.745,3.475,0.789,3.55,0.789,3.55,"vista",1.936,13.525,1.551,0.177,8,778,3.842,6.966,0.843,8,1.5,0.765,6.706,-0.819,3.167,0.278,5.722
"tremolante",-0.731,0.205,-0.791,0.077,0.95,3.744,0.441,2.667,1.393,4.641,1.393,4.641,"vista",1.263,11.333,1.178,0.403,10,45,2.562,0.358,-0.446,1,2.5,0.13,5.647,0.108,4.5,-0.088,5.059
"triangolare",-0.76,0.128,-0.808,0.051,1.257,4.359,-0.76,0.128,1.521,4.872,1.521,4.872,"vista",0.45,9.538,0.845,0.505,11,93,2.931,0.849,-0.071,1,2.3,0.522,6.294,-0.49,3.667,0.322,5.833
"trilaterale",-0.8,0.2,-0.872,0.05,0.943,3.875,-0.673,0.475,1.385,4.75,1.385,4.75,"vista",-0.017,9.35,0.971,0.503,11,NA,NA,NA,NA,1,3.1,-1.148,2.833,1,6.05,-0.967,3.105
"turchese",-0.783,0.103,-0.747,0.128,-0.783,0.054,-0.758,0.128,1.591,4.974,1.591,4.974,"vista",-1.479,5.387,0.373,0.913,8,45,2.63,0.421,-0.376,1,2.6,-0.287,4.278,-0.608,3.75,0.303,5.526
"turchino",-0.848,0,-0.834,0.028,-0.834,0.028,-0.818,0.056,1.511,4.972,1.511,4.972,"vista",-1.824,5.083,0.128,0.978,8,NA,NA,NA,NA,3,1.85,-1.07,3.053,-0.069,4.188,-0.585,4.211
"udibile",-0.837,0.028,-0.837,0.028,-0.668,0.389,1.513,4.972,-0.318,1.139,1.513,4.972,"udito",-1.149,6.556,0.728,0.754,7,37,2.597,0.39,-0.409,3,1.75,-0.527,3.833,0.215,4.95,0.132,5.211
"ululante",-0.844,0,-0.844,0,-0.752,0.189,1.534,5,0.345,2.541,1.534,5,"udito",-0.561,7.73,0.738,0.647,8,5,1.668,0.039,-1.409,1,2.05,-0.534,4.353,0.096,4.444,-0.188,4.944
"umidiccio",-0.444,0.95,-0.058,1.725,1.368,4.725,-0.593,0.625,0.872,3.725,1.368,4.725,"tatto",1.145,11.75,1.372,0.349,9,16,2.191,0.148,-0.83,1,2.75,-0.242,4.474,0.037,4.294,-0.076,5.053
"umido",-0.082,1.553,0.262,2.289,1.257,4.316,-0.708,0.263,0.855,3.514,1.257,4.316,"tatto",1.584,11.935,1.394,0.34,5,321,3.458,2.875,0.459,7,1.65,0.819,6.824,-0.304,3.944,0.765,6.556
"universale",-0.485,0.784,-0.503,0.73,-0.473,0.784,0.14,2.081,0.29,2.405,0.29,2.405,"vista",-1.032,6.784,1.469,0.247,10,380,3.568,3.701,0.568,2,2.4,0.877,6.444,0.442,5.2,0.442,5.789
"unto",0.794,3.459,-0.036,1.722,1.375,4.676,-0.712,0.27,1.031,3.943,1.375,4.676,"tatto",2.452,14.07,1.401,0.313,4,108,3,0.997,-0.001,28,1,0.678,6.167,-0.407,4,0.483,5.895
"untuoso",0.697,3.424,-0.028,1.848,1.222,4.515,-0.633,0.576,0.943,3.939,1.222,4.515,"tatto",2.202,14.303,1.455,0.275,7,9,1.89,0.07,-1.154,3,2,-0.877,3.111,0.589,5.45,-0.873,3.421
"urlante",-0.844,0,-0.844,0,-0.803,0.081,1.526,4.972,0.449,2.722,1.526,4.972,"udito",-0.515,7.776,0.701,0.639,7,57,2.675,0.468,-0.33,3,1.7,-0.195,4.444,-0.451,3.95,-0.027,4.842
"urticante",-0.409,1.065,-0.538,0.75,1.388,4.844,-0.759,0.281,0.304,2.562,1.388,4.844,"tatto",-0.014,9.502,1.247,0.48,9,14,2.094,0.117,-0.932,1,2.55,-0.99,3.111,0.37,5.25,-0.442,4.316
"ustionante",-0.069,1.579,-0.268,1.179,1.462,4.795,-0.391,0.923,0.857,3.513,1.462,4.795,"tatto",1.59,11.989,1.419,0.323,10,7,1.793,0.055,-1.263,1,2.4,-0.084,4.667,0.301,5,0.378,5.684
"vago",-0.452,1,-0.405,1.125,-0.627,0.606,0.418,2.848,0.179,2.364,0.418,2.848,"udito",-0.887,7.943,1.462,0.282,4,341,3.486,3.07,0.487,32,1,0.531,5.947,0.162,4.471,-0.362,4.789
"variopinto",-0.595,0.462,-0.675,0.308,-0.682,0.359,-0.645,0.385,1.561,4.949,1.561,4.949,"vista",-1.036,6.462,0.866,0.718,10,12,2.145,0.132,-0.878,3,3.4,-0.01,5.294,0.072,4.412,0.129,5.389
"vasto",-0.898,0.03,-0.745,0.333,0.164,2.242,-0.1,1.758,1.422,4.939,1.422,4.939,"vista",-0.156,9.303,1.132,0.528,5,291,3.414,2.595,0.414,21,1,0.546,5.947,-0.04,4.235,0.39,5.842
"vegetale",0.889,3.615,0.541,2.897,0.672,3.128,-0.593,0.487,1.402,4.667,1.402,4.667,"vista",2.911,14.795,1.469,0.283,8,257,3.42,2.634,0.421,5,1.75,0.775,6.278,-0.547,3.85,0.723,6.263
"velato",-0.586,0.706,-0.569,0.735,0.382,2.765,-0.097,1.706,1.002,4.088,1.002,4.088,"vista",0.132,10,1.402,0.338,6,30,2.395,0.242,-0.617,13,1.25,-0.184,4.579,0.483,4.941,-0.221,4.789
"vellutato",-0.152,1.41,-0.508,0.667,1.263,4.395,-0.497,0.684,1.082,4,1.263,4.395,"tatto",1.188,11.156,1.336,0.334,9,13,2.094,0.117,-0.932,3,2.5,-0.107,4.789,-0.024,4.235,0.198,5.579
"venato",-0.695,0.289,-0.808,0.053,0.635,3.105,-0.704,0.263,1.286,4.421,1.286,4.421,"vista",-0.286,8.132,0.961,0.537,6,3,1.492,0.023,-1.631,15,1.05,-0.977,3.158,1.172,5.933,-0.556,4.263
"ventilato",-0.832,0.128,-0.157,1.538,0.699,3.333,0.394,2.692,0.683,3.333,0.699,3.333,"tatto",0.787,11.026,1.394,0.291,9,14,2.12,0.125,-0.904,5,1.75,0.497,5.895,0.147,4.471,0.555,6.211
"verdastro",-0.743,0.353,-0.662,0.5,-0.731,0.324,-0.797,0.206,1.387,4.853,1.387,4.853,"vista",-1.546,6.235,0.826,0.745,9,13,2.094,0.117,-0.932,2,2.7,-0.409,4.647,-0.05,4.278,-0.108,5.056
"verde",-0.658,0.475,-0.696,0.4,-0.653,0.5,-0.833,0.125,1.503,5,1.503,5,"vista",-1.337,6.5,0.838,0.75,5,3031,4.587,38.78,1.589,21,1,0.849,6.882,-1.479,2.333,0.751,6.611
"verdeggiante",-0.757,0.189,-0.44,0.838,-0.659,0.378,-0.685,0.324,1.455,4.838,1.455,4.838,"vista",-1.085,6.568,0.903,0.708,12,7,1.793,0.055,-1.263,1,3.1,-0.668,4.059,-0.126,4.118,0.196,5.5
"verdino",-0.863,0.088,-0.83,0.147,-0.81,0.176,-0.875,0.059,1.447,4.971,1.447,4.971,"vista",-1.932,5.441,0.407,0.903,7,8,1.89,0.07,-1.154,3,1.85,-0.557,3.947,-0.917,3,-0.508,4.316
"vermiglio",-0.751,0.194,-0.765,0.167,-0.691,0.333,-0.791,0.111,1.486,4.917,1.486,4.917,"vista",-1.512,5.722,0.59,0.84,9,18,2.288,0.187,-0.728,2,2.35,-1.419,2.421,0.864,5.412,-1.109,3.526
"vero",-0.143,1.486,-0.192,1.389,0.087,1.973,0.551,2.973,0.924,3.757,0.924,3.757,"vista",1.228,11.578,1.534,0.205,4,18613,5.991,983.769,2.993,59,1,1.098,7,-1.171,2.647,0.055,5.368
"verticale",-0.832,0.026,-0.77,0.079,0.839,3.513,-0.681,0.308,1.502,4.821,1.502,4.821,"vista",0.058,8.746,0.872,0.548,9,235,3.39,2.454,0.39,2,2.25,0.796,6.333,-0.63,3.65,0.548,6.053
"viola",-0.817,0.182,-0.735,0.364,-0.808,0.182,-0.776,0.273,1.45,5,1.45,5,"vista",-1.685,6,0.674,0.803,5,693,3.934,8.626,0.936,15,1,0.652,6,-1.394,2.65,0.689,6.263
"violaceo",-0.789,0.108,-0.719,0.243,-0.745,0.189,-0.788,0.108,1.519,4.973,1.519,4.973,"vista",-1.522,5.622,0.51,0.865,8,6,1.735,0.047,-1.33,3,2.2,-0.489,3.889,-0.223,4.25,-0.093,4.789
"violento",-0.603,0.514,-0.529,0.676,-0.012,1.811,0.84,3.595,1.215,4.351,1.215,4.351,"vista",0.91,10.946,1.345,0.351,8,1160,4.06,11.516,1.061,11,1.35,0.956,6.611,-0.427,3.95,0.877,6.579
"violetto",-0.871,0.05,-0.739,0.325,-0.829,0.125,-0.872,0.05,1.503,5,1.503,5,"vista",-1.808,5.55,0.43,0.892,8,7,1.931,0.078,-1.108,7,1.55,0.129,5.647,-1.047,2.889,0.271,5.611
"viscido",0.063,2.121,-0.72,0.364,1.379,4.824,-0.476,0.912,0.889,3.824,1.379,4.824,"tatto",1.135,12.044,1.338,0.37,7,379,3.548,3.538,0.549,5,1.7,0.459,6.176,0.087,4.444,0.262,5.722
"vivace",-0.395,1.121,-0.644,0.562,-0.733,0.394,0.92,3.909,0.888,3.848,0.92,3.909,"udito",0.037,9.835,1.274,0.357,6,361,3.515,3.28,0.516,3,1.85,0.702,6.562,-0.816,3.167,0.572,6.222
"vivido",-0.291,1.25,-0.289,1.25,-0.434,0.925,-0.081,1.7,1.036,4.05,1.036,4.05,"vista",-0.06,9.175,1.448,0.341,6,61,2.703,0.499,-0.302,7,1.6,0.041,5,0.933,6,-0.331,4.421
"vivo",-0.454,0.795,0.278,2.359,1.077,4,0.978,3.795,1.449,4.769,1.449,4.769,"vista",3.327,15.718,1.489,0.253,4,8387,5.074,119.161,2.076,26,1,0.838,6.882,-1.235,2.611,0.874,6.722
"vuoto",-0.739,0.353,-0.728,0.382,1.117,4.294,0.285,2.559,1.302,4.676,1.302,4.676,"vista",1.236,12.265,1.272,0.353,5,2806,4.465,29.258,1.466,15,1.05,1.071,6.947,-1.084,2.765,0.641,6.421
"zigzagato",-0.709,0.263,-0.822,0.027,1.114,4.079,-0.681,0.316,1.516,4.892,1.516,4.892,"vista",0.417,9.577,0.935,0.508,9,1,1.191,0.008,-2.108,1,3.1,-1.45,2.222,0.378,4.765,-0.93,3.684
"zuccherato",1.522,4.973,0.176,2.139,-0.607,0.514,-0.79,0.108,0.483,2.784,1.522,4.973,"gusto",0.784,10.517,1.224,0.463,10,42,2.589,0.382,-0.418,5,2.1,0.702,6.111,-0.719,3.5,0.664,6.211
"zuccheroso",1.521,4.973,0.198,2.194,-0.437,0.861,-0.726,0.243,0.414,2.649,1.521,4.973,"gusto",0.969,10.92,1.309,0.433,10,9,1.931,0.078,-1.108,3,2.35,-0.33,4.706,-0.69,3.389,0.075,5.389
"zuppo",-0.012,1.939,-0.231,1.424,1.1,4.242,-0.372,1.152,1.265,4.606,1.265,4.606,"vista",1.75,13.364,1.461,0.258,5,35,2.458,0.281,-0.552,9,1.5,-0.047,4.833,0.094,4.75,0.329,5.632
