word_chinese,translate_word_english,valence_mean_all,valence_sd_all,arousal_mean_all,arousal_sd_all,dominance_mean_all,dominance_sd_all,familiarity_mean_all,familiarity_sd_all,valence_mean_old,valence_sd_old,arousal_mean_old,arousal_sd_old,dominance_mean_old,dominance_sd_old,familiarity_mean_old,familiarity_sd_old,valence_mean_young,valence_sd_young,arousal_mean_young,arousal_sd_young,dominance_mean_young,dominance_sd_young,familiarity_mean_young,familiarity_sd_young,valence_n_all,valence_n_old,valance_n_young,df_n_all,df_n_old,df_n_young,frequency,complexity,char_1,char_1_frequency,char_1_stroke,char_2,char_2_frequency,char_2_stroke,char_3,char_3_frequency,char_3_stroke,char_4,char_4_frequency,char_4_stroke
市井之徒,Philistine,3.42 ,1.07 ,5.61 ,1.21 ,4.61 ,1.46 ,6.20 ,1.70 ,3.69 ,1.16 ,5.29 ,1.24 ,4.54 ,1.42 ,6.12 ,1.51 ,3.15 ,0.92 ,5.92 ,1.12 ,4.68 ,1.52 ,6.28 ,1.90 ,103 ,51 ,52 ,51,26,25,17.00 ,21.00 ,市,2160.53 ,5.00 ,井,80.87 ,4.00 ,之,2500.29 ,2.00 ,徒,149.12 ,10.00 
似笑非笑,Like laughter,3.86 ,1.19 ,5.38 ,1.27 ,5.80 ,1.53 ,7.32 ,1.10 ,4.02 ,0.97 ,5.37 ,0.80 ,5.60 ,1.47 ,7.00 ,1.15 ,3.70 ,1.35 ,5.38 ,1.61 ,6.00 ,1.58 ,7.64 ,0.95 ,104 ,51 ,53 ,50,25,25,332.00 ,34.00 ,似,351.71 ,6.00 ,笑,335.45 ,10.00 ,非,678.21 ,8.00 ,笑,335.45 ,10.00 
势利小人,Snob villains,2.42 ,1.03 ,6.13 ,2.03 ,4.14 ,1.55 ,7.12 ,1.19 ,2.46 ,1.14 ,5.33 ,2.28 ,4.25 ,1.51 ,6.75 ,1.27 ,2.38 ,0.92 ,6.92 ,1.38 ,4.00 ,1.62 ,7.57 ,0.95 ,48 ,24 ,24 ,51,28,23,67.00 ,20.00 ,势,267.43 ,8.00 ,利,1925.10 ,7.00 ,小,2135.97 ,3.00 ,人,10357.79 ,2.00 
视钱如命,Regard money as life,2.74 ,1.11 ,6.04 ,1.76 ,5.13 ,2.10 ,7.35 ,1.08 ,2.74 ,1.25 ,5.87 ,2.01 ,5.58 ,1.69 ,6.96 ,1.12 ,2.75 ,0.99 ,6.21 ,1.50 ,4.67 ,2.39 ,7.75 ,0.90 ,47 ,23 ,24 ,48,24,24,14.00 ,32.00 ,视,842.21 ,8.00 ,钱,317.14 ,10.00 ,如,1955.83 ,6.00 ,命,1075.17 ,8.00 
视同儿戏,Trifle with,3.33 ,1.08 ,5.87 ,1.72 ,5.61 ,1.62 ,6.82 ,1.54 ,3.39 ,0.94 ,5.52 ,1.41 ,5.58 ,1.32 ,6.63 ,1.28 ,3.26 ,1.21 ,6.22 ,1.95 ,5.64 ,1.89 ,7.00 ,1.76 ,46 ,23 ,23 ,49,24,25,33.00 ,22.00 ,视,842.21 ,8.00 ,同,2786.12 ,6.00 ,儿,905.27 ,2.00 ,戏,234.45 ,6.00 
视同陌路,Take one as a passer-by,3.48 ,1.11 ,5.54 ,1.22 ,5.50 ,1.66 ,6.74 ,1.61 ,3.84 ,1.10 ,5.51 ,1.00 ,5.48 ,1.26 ,6.16 ,1.68 ,3.11 ,0.99 ,5.57 ,1.42 ,5.52 ,2.00 ,7.32 ,1.35 ,108 ,55 ,53 ,50,25,25,20.00 ,35.00 ,视,842.21 ,8.00 ,同,2786.12 ,6.00 ,陌,13.46 ,8.00 ,路,1036.73 ,13.00 
是非颠倒,Confound right and wrong,2.56 ,1.01 ,6.58 ,1.30 ,4.46 ,2.02 ,7.25 ,1.14 ,2.59 ,1.06 ,6.33 ,1.38 ,4.91 ,2.11 ,7.04 ,1.11 ,2.53 ,0.97 ,6.82 ,1.18 ,4.04 ,1.88 ,7.44 ,1.16 ,102 ,51 ,51 ,48,23,25,101.00 ,43.00 ,是,9027.33 ,9.00 ,非,678.21 ,8.00 ,颠,29.04 ,16.00 ,倒,242.69 ,10.00 
瘦骨伶仃,Skinny and scrawny,3.21 ,1.32 ,5.44 ,1.30 ,4.35 ,1.79 ,7.10 ,1.02 ,2.96 ,1.30 ,5.54 ,1.53 ,4.00 ,1.47 ,6.88 ,0.95 ,3.46 ,1.32 ,5.33 ,1.05 ,4.71 ,2.03 ,7.33 ,1.05 ,48 ,24 ,24 ,48,24,24,70.00 ,34.00 ,瘦,29.33 ,14.00 ,骨,162.91 ,9.00 ,伶,3.21 ,7.00 ,仃,0.83 ,4.00 
鼠窃狗偷,Filch like rats and snatch like dogs,2.66 ,1.29 ,6.40 ,1.47 ,4.37 ,1.60 ,5.73 ,1.72 ,2.13 ,0.81 ,6.43 ,1.62 ,4.25 ,1.57 ,6.04 ,1.12 ,3.17 ,1.46 ,6.38 ,1.35 ,4.48 ,1.66 ,5.44 ,2.12 ,47 ,23 ,24 ,49,24,25,21.00 ,41.00 ,鼠,18.37 ,13.00 ,窃,18.57 ,9.00 ,狗,47.57 ,8.00 ,偷,71.13 ,11.00 
束手束脚,Be bound hands and feet,3.40 ,0.96 ,5.29 ,1.54 ,4.09 ,1.86 ,7.18 ,1.05 ,3.25 ,0.99 ,5.25 ,1.29 ,4.70 ,1.72 ,6.87 ,1.01 ,3.54 ,0.93 ,5.33 ,1.79 ,3.45 ,1.82 ,7.50 ,1.01 ,48 ,24 ,24 ,45,23,22,57.00 ,29.00 ,束,199.09 ,7.00 ,手,1414.05 ,4.00 ,束,199.09 ,7.00 ,脚,176.83 ,11.00 
数九寒冬,The coldest days of the year,3.98 ,1.44 ,5.43 ,1.16 ,3.46 ,1.76 ,7.36 ,1.54 ,4.00 ,1.38 ,5.20 ,1.26 ,3.36 ,2.06 ,7.72 ,1.02 ,3.95 ,1.53 ,5.68 ,0.99 ,3.56 ,1.45 ,7.00 ,1.87 ,47 ,25 ,22 ,50,25,25,42.00 ,32.00 ,数,1155.01 ,13.00 ,九,331.71 ,2.00 ,寒,91.55 ,12.00 ,冬,103.11 ,5.00 
耍小聪明,Only know how to play tricks on small things,3.42 ,1.12 ,5.77 ,0.98 ,5.61 ,1.70 ,7.45 ,0.92 ,3.40 ,1.10 ,5.69 ,0.94 ,5.14 ,1.82 ,7.32 ,1.02 ,3.44 ,1.16 ,5.85 ,1.02 ,6.17 ,1.37 ,7.61 ,0.78 ,107 ,55 ,52 ,51,28,23,72.00 ,35.00 ,耍,18.97 ,9.00 ,小,2135.97 ,3.00 ,聪,24.87 ,15.00 ,明,1782.89 ,8.00 
耍嘴皮子,Show off one's eloquence,2.95 ,1.12 ,5.77 ,1.44 ,5.88 ,1.71 ,7.36 ,1.16 ,3.05 ,0.97 ,5.38 ,1.40 ,6.04 ,1.56 ,7.04 ,1.18 ,2.87 ,1.25 ,6.13 ,1.42 ,5.71 ,1.88 ,7.71 ,1.04 ,44 ,21 ,23 ,50,26,24,75.00 ,33.00 ,耍,18.97 ,9.00 ,嘴,97.43 ,16.00 ,皮,267.31 ,5.00 ,子,3348.01 ,3.00 
摔摔打打,Beat,3.66 ,1.34 ,5.83 ,1.27 ,5.54 ,1.56 ,6.94 ,1.21 ,3.74 ,1.60 ,6.00 ,1.17 ,5.88 ,1.39 ,6.84 ,1.21 ,3.58 ,1.06 ,5.67 ,1.37 ,5.17 ,1.67 ,7.04 ,1.22 ,47 ,23 ,24 ,48,25,23,20.00 ,38.00 ,摔,18.82 ,14.00 ,摔,18.82 ,14.00 ,打,847.71 ,5.00 ,打,847.71 ,5.00 
水性杨花,Skittish woman,2.74 ,1.48 ,6.22 ,1.45 ,5.40 ,1.61 ,6.98 ,1.44 ,2.97 ,1.64 ,5.91 ,1.48 ,5.46 ,1.59 ,6.42 ,1.67 ,2.50 ,1.26 ,6.54 ,1.36 ,5.33 ,1.66 ,7.54 ,0.88 ,150 ,76 ,74 ,48,24,24,103.00 ,26.00 ,水,1535.76 ,4.00 ,性,1799.09 ,8.00 ,杨,12.21 ,7.00 ,花,625.91 ,7.00 
说变就变,Change overnight ,3.50 ,1.28 ,6.10 ,1.09 ,4.63 ,2.16 ,7.02 ,1.38 ,3.84 ,1.35 ,5.86 ,0.94 ,5.04 ,1.84 ,6.80 ,1.22 ,3.15 ,1.13 ,6.33 ,1.18 ,4.21 ,2.41 ,7.25 ,1.51 ,103 ,51 ,52 ,49,25,24,103.00 ,37.00 ,说,2761.37 ,9.00 ,变,1060.95 ,8.00 ,就,2333.69 ,12.00 ,变,1060.95 ,8.00 
说东道西,Make all kinds of remarks,3.25 ,0.96 ,5.83 ,1.18 ,4.87 ,1.70 ,7.04 ,1.19 ,3.55 ,0.91 ,5.57 ,1.07 ,4.68 ,1.70 ,7.00 ,1.15 ,2.94 ,0.93 ,6.10 ,1.24 ,5.08 ,1.71 ,7.08 ,1.26 ,104 ,53 ,51 ,53,28,25,62.00 ,32.00 ,说,2761.37 ,9.00 ,东,1271.91 ,5.00 ,道,2174.20 ,12.00 ,西,1589.34 ,6.00 
说风凉话,Say cool words,2.90 ,1.01 ,6.08 ,1.41 ,5.69 ,1.84 ,7.19 ,1.04 ,3.08 ,1.01 ,5.85 ,1.39 ,5.67 ,1.71 ,6.96 ,1.04 ,2.74 ,0.98 ,6.30 ,1.39 ,5.71 ,1.99 ,7.42 ,1.02 ,105 ,52 ,53 ,48,24,24,96.00 ,31.00 ,说,2761.37 ,9.00 ,风,877.38 ,4.00 ,凉,60.02 ,10.00 ,话,1185.64 ,8.00 
斯文扫地,A scholar's misbehaviour,3.55 ,1.20 ,5.68 ,1.13 ,4.92 ,1.59 ,6.26 ,1.82 ,3.72 ,1.17 ,5.47 ,1.22 ,5.36 ,1.60 ,6.36 ,1.60 ,3.38 ,1.23 ,5.89 ,1.01 ,4.48 ,1.48 ,6.16 ,2.03 ,106 ,53 ,53 ,50,25,25,70.00 ,28.00 ,斯,334.33 ,12.00 ,文,2397.82 ,4.00 ,扫,78.02 ,6.00 ,地,4442.50 ,6.00 
撕破脸皮,Tear up your face,2.62 ,1.15 ,6.53 ,1.70 ,5.19 ,1.96 ,7.38 ,1.06 ,2.70 ,1.22 ,6.09 ,2.07 ,5.74 ,1.60 ,7.13 ,1.06 ,2.54 ,1.10 ,6.96 ,1.16 ,4.68 ,2.15 ,7.60 ,1.04 ,47 ,23 ,24 ,48,23,25,40.00 ,41.00 ,撕,14.94 ,15.00 ,破,408.05 ,10.00 ,脸,196.83 ,11.00 ,皮,267.31 ,5.00 
死不改悔,Refuse to repent,2.21 ,0.96 ,6.96 ,1.15 ,4.29 ,1.76 ,7.08 ,1.13 ,1.92 ,0.89 ,7.10 ,1.17 ,4.42 ,1.79 ,6.75 ,1.03 ,2.49 ,0.95 ,6.83 ,1.12 ,4.16 ,1.75 ,7.40 ,1.15 ,104 ,51 ,53 ,49,24,25,67.00 ,27.00 ,死,481.52 ,6.00 ,不,9822.27 ,4.00 ,改,1047.42 ,7.00 ,悔,38.85 ,10.00 
死不悔改,Do not repent; never repent; unrepentant,2.36 ,1.05 ,6.71 ,1.37 ,4.73 ,1.84 ,6.98 ,1.06 ,2.08 ,0.89 ,6.96 ,1.37 ,4.71 ,1.99 ,6.71 ,1.20 ,2.64 ,1.14 ,6.46 ,1.33 ,4.75 ,1.73 ,7.25 ,0.85 ,101 ,51 ,50 ,48,24,24,44.00 ,27.00 ,死,481.52 ,6.00 ,不,9822.27 ,4.00 ,悔,38.85 ,10.00 ,改,1047.42 ,7.00 
死皮赖脸,Be lost to all sense of shame,2.49 ,1.00 ,6.39 ,1.22 ,4.49 ,1.80 ,7.19 ,1.12 ,2.47 ,1.01 ,6.08 ,1.11 ,4.63 ,1.69 ,6.75 ,1.03 ,2.50 ,1.00 ,6.69 ,1.26 ,4.35 ,1.94 ,7.65 ,1.03 ,105 ,51 ,54 ,47,24,23,66.00 ,35.00 ,死,481.52 ,6.00 ,皮,267.31 ,5.00 ,赖,70.97 ,13.00 ,脸,196.83 ,11.00 
死乞白赖,Pester,2.73 ,1.10 ,6.07 ,1.40 ,5.20 ,1.88 ,7.31 ,1.08 ,2.83 ,1.11 ,5.78 ,1.73 ,5.75 ,1.57 ,7.13 ,0.85 ,2.64 ,1.09 ,6.36 ,0.90 ,4.68 ,2.04 ,7.48 ,1.26 ,45 ,23 ,22 ,49,24,25,85.00 ,27.00 ,死,481.52 ,6.00 ,乞,6.74 ,3.00 ,白,720.16 ,5.00 ,赖,70.97 ,13.00 
死无对证,There was no testimony of witness after the conspirator passed away,3.05 ,1.18 ,6.22 ,1.25 ,3.22 ,1.61 ,7.02 ,1.49 ,3.13 ,1.18 ,6.02 ,1.41 ,3.42 ,1.53 ,6.75 ,1.15 ,2.96 ,1.18 ,6.43 ,1.02 ,3.04 ,1.70 ,7.28 ,1.74 ,104 ,53 ,51 ,49,24,25,102.00 ,22.00 ,死,481.52 ,6.00 ,无,1828.92 ,4.00 ,对,2881.21 ,5.00 ,证,756.15 ,7.00 
死要面子,Try to preserve one's fall at all costs,3.36 ,1.01 ,5.75 ,1.13 ,5.14 ,1.96 ,7.24 ,1.18 ,3.32 ,1.01 ,5.62 ,1.00 ,5.63 ,1.58 ,6.96 ,1.08 ,3.40 ,1.01 ,5.88 ,1.24 ,4.68 ,2.19 ,7.52 ,1.23 ,103 ,53 ,50 ,49,24,25,97.00 ,27.00 ,死,481.52 ,6.00 ,要,3871.32 ,9.00 ,面,2739.19 ,9.00 ,子,3348.01 ,3.00 
四面透风,Aux quatre vents,3.81 ,1.31 ,5.57 ,1.46 ,4.00 ,1.72 ,6.87 ,1.55 ,3.57 ,1.27 ,5.65 ,1.30 ,4.28 ,1.85 ,7.10 ,1.11 ,4.04 ,1.33 ,5.50 ,1.62 ,3.68 ,1.52 ,6.60 ,1.94 ,47 ,23 ,24 ,54,29,25,75.00 ,28.00 ,四,747.39 ,5.00 ,面,2739.19 ,9.00 ,透,146.28 ,10.00 ,风,877.38 ,4.00 
肆意妄为,Do what one wishes without restraint,2.64 ,1.07 ,6.36 ,1.55 ,5.10 ,2.05 ,6.90 ,1.60 ,2.77 ,1.17 ,5.98 ,1.78 ,4.56 ,1.92 ,6.40 ,1.76 ,2.52 ,0.95 ,6.74 ,1.18 ,5.67 ,2.08 ,7.42 ,1.25 ,107 ,53 ,54 ,49,25,24,58.00 ,36.00 ,肆,22.67 ,13.00 ,意,1962.75 ,13.00 ,妄,11.60 ,6.00 ,为,5620.72 ,4.00 
松松垮垮,Loose,3.35 ,1.02 ,5.40 ,1.59 ,5.40 ,1.50 ,7.09 ,1.12 ,3.46 ,1.06 ,5.54 ,1.38 ,5.61 ,1.59 ,6.78 ,1.09 ,3.25 ,0.99 ,5.25 ,1.80 ,5.21 ,1.41 ,7.38 ,1.10 ,48 ,24 ,24 ,47,23,24,153.00 ,34.00 ,松,189.84 ,8.00 ,松,189.84 ,8.00 ,垮,11.33 ,9.00 ,垮,11.33 ,9.00 
松松散散,Loosely scattered scattered,3.65 ,1.06 ,4.98 ,1.30 ,5.33 ,1.38 ,7.00 ,1.10 ,3.32 ,1.25 ,5.20 ,1.15 ,5.33 ,1.27 ,6.79 ,0.88 ,4.00 ,0.67 ,4.74 ,1.42 ,5.32 ,1.49 ,7.20 ,1.26 ,48 ,25 ,23 ,49,24,25,24.00 ,40.00 ,松,189.84 ,8.00 ,松,189.84 ,8.00 ,散,236.39 ,12.00 ,散,236.39 ,12.00 
随波逐流,Go with the flow,3.61 ,1.18 ,5.46 ,1.70 ,3.88 ,1.79 ,7.00 ,1.46 ,3.64 ,1.18 ,5.27 ,1.64 ,4.96 ,1.74 ,6.60 ,1.50 ,3.58 ,1.21 ,5.63 ,1.76 ,2.80 ,1.04 ,7.40 ,1.32 ,46 ,22 ,24 ,50,25,25,694.00 ,39.00 ,随,474.53 ,11.00 ,波,347.56 ,8.00 ,逐,115.97 ,10.00 ,流,948.45 ,10.00 
缩头缩脑,Recoil in fear; be timid,3.04 ,1.17 ,5.29 ,1.50 ,5.06 ,1.71 ,6.98 ,1.09 ,3.04 ,1.06 ,5.60 ,1.58 ,5.39 ,1.59 ,6.70 ,1.06 ,3.04 ,1.30 ,4.96 ,1.37 ,4.75 ,1.80 ,7.25 ,1.07 ,49 ,25 ,24 ,47,23,24,63.00 ,43.00 ,缩,122.32 ,14.00 ,头,1198.71 ,5.00 ,缩,122.32 ,14.00 ,脑,314.90 ,10.00 
琐琐碎碎,Fragmentary,3.46 ,1.13 ,5.10 ,1.39 ,4.94 ,1.41 ,7.12 ,0.95 ,3.24 ,1.23 ,4.96 ,1.54 ,4.88 ,1.45 ,6.88 ,0.88 ,3.70 ,0.97 ,5.26 ,1.21 ,5.00 ,1.38 ,7.38 ,0.97 ,48 ,25 ,23 ,49,25,24,77.00 ,48.00 ,琐,5.98 ,11.00 ,琐,5.98 ,11.00 ,碎,66.44 ,13.00 ,碎,66.44 ,13.00 
贪心不足,Greedy and dissatisfied,2.93 ,1.09 ,6.00 ,1.28 ,4.96 ,1.81 ,6.77 ,1.36 ,2.80 ,1.19 ,6.02 ,1.45 ,5.33 ,1.81 ,6.75 ,0.85 ,3.08 ,0.96 ,5.98 ,1.09 ,4.58 ,1.77 ,6.79 ,1.74 ,105 ,54 ,51 ,48,24,24,90.00 ,23.00 ,贪,46.70 ,8.00 ,心,2318.57 ,4.00 ,不,9822.27 ,4.00 ,足,543.77 ,7.00 
袒胸露背,Expose one‘s back and chest,3.19 ,1.38 ,5.98 ,1.47 ,5.83 ,1.56 ,6.91 ,1.53 ,2.88 ,1.12 ,5.75 ,1.59 ,6.22 ,1.44 ,6.91 ,1.20 ,3.50 ,1.56 ,6.21 ,1.32 ,5.46 ,1.61 ,6.92 ,1.82 ,48 ,24 ,24 ,47,23,24,42.00 ,50.00 ,袒,1.96 ,10.00 ,胸,74.03 ,10.00 ,露,213.38 ,21.00 ,背,202.78 ,9.00 
袒胸露臂,Bare chest and arm,3.65 ,1.19 ,5.54 ,1.60 ,5.84 ,1.74 ,6.90 ,1.47 ,3.32 ,1.25 ,5.60 ,1.55 ,5.85 ,1.78 ,6.88 ,1.14 ,4.00 ,1.04 ,5.48 ,1.68 ,5.83 ,1.74 ,6.92 ,1.79 ,48 ,25 ,23 ,50,26,24,60.00 ,58.00 ,袒,1.96 ,10.00 ,胸,74.03 ,10.00 ,露,213.38 ,21.00 ,臂,39.49 ,17.00 
桃色事件,Love affairs,3.43 ,1.43 ,5.85 ,1.33 ,4.40 ,1.74 ,6.60 ,1.69 ,3.13 ,1.23 ,5.46 ,1.25 ,4.36 ,1.97 ,6.77 ,1.11 ,3.74 ,1.57 ,6.26 ,1.32 ,4.44 ,1.56 ,6.44 ,2.08 ,47 ,24 ,23 ,47,22,25,47.00 ,30.00 ,桃,48.85 ,10.00 ,色,949.07 ,6.00 ,事,2624.46 ,8.00 ,件,1005.78 ,6.00 
题海战术,A mountain of homework,3.70 ,1.31 ,5.71 ,1.41 ,3.96 ,2.18 ,7.24 ,1.44 ,4.13 ,1.33 ,5.62 ,1.11 ,3.69 ,1.62 ,6.65 ,1.60 ,3.26 ,1.15 ,5.79 ,1.66 ,4.25 ,2.66 ,7.88 ,0.90 ,106 ,53 ,53 ,50,26,24,73.00 ,39.00 ,题,1252.36 ,15.00 ,海,1315.95 ,10.00 ,战,1502.44 ,9.00 ,术,744.62 ,5.00 
天不作美,The weather is not too good,3.40 ,1.01 ,5.32 ,1.22 ,2.98 ,1.62 ,7.27 ,1.23 ,3.24 ,1.16 ,5.16 ,1.11 ,3.25 ,1.80 ,7.08 ,1.06 ,3.59 ,0.80 ,5.50 ,1.34 ,2.71 ,1.40 ,7.46 ,1.38 ,47 ,25 ,22 ,48,24,24,60.00 ,24.00 ,天,2247.50 ,4.00 ,不,9822.27 ,4.00 ,作,4031.82 ,7.00 ,美,1436.88 ,9.00 
天塌地陷,Earth crumbles,2.38 ,1.19 ,7.09 ,1.46 ,2.17 ,1.55 ,7.44 ,1.03 ,1.84 ,0.90 ,7.14 ,1.61 ,2.17 ,1.52 ,7.38 ,1.10 ,2.89 ,1.22 ,7.04 ,1.33 ,2.17 ,1.61 ,7.50 ,0.98 ,102 ,49 ,53 ,48,24,24,48.00 ,33.00 ,天,2247.50 ,4.00 ,塌,15.58 ,13.00 ,地,4442.50 ,6.00 ,陷,95.89 ,10.00 
天摇地动,Perfect storm,3.49 ,1.92 ,6.55 ,1.83 ,2.82 ,1.98 ,6.73 ,1.90 ,2.88 ,1.92 ,6.60 ,2.06 ,2.68 ,2.19 ,6.84 ,1.97 ,4.18 ,1.71 ,6.50 ,1.57 ,2.96 ,1.76 ,6.63 ,1.86 ,47 ,25 ,22 ,49,25,24,45.00 ,29.00 ,天,2247.50 ,4.00 ,摇,104.10 ,13.00 ,地,4442.50 ,6.00 ,动,3207.89 ,6.00 
挑肥拣瘦,Picky,3.10 ,1.24 ,5.50 ,1.37 ,5.47 ,1.95 ,7.39 ,1.10 ,2.96 ,1.06 ,5.28 ,1.31 ,5.54 ,1.79 ,7.04 ,0.95 ,3.26 ,1.42 ,5.74 ,1.42 ,5.40 ,2.12 ,7.72 ,1.14 ,48 ,25 ,23 ,49,24,25,105.00 ,39.00 ,挑,106.79 ,9.00 ,肥,99.89 ,8.00 ,拣,6.49 ,8.00 ,瘦,29.33 ,14.00 
挑三拣四,To pick and choose,3.18 ,1.11 ,5.51 ,1.68 ,5.90 ,1.63 ,7.44 ,0.99 ,3.28 ,1.21 ,5.36 ,1.60 ,5.64 ,1.41 ,7.04 ,0.98 ,3.08 ,1.02 ,5.67 ,1.79 ,6.16 ,1.82 ,7.84 ,0.85 ,49 ,25 ,24 ,50,25,25,81.00 ,25.00 ,挑,106.79 ,9.00 ,三,1255.48 ,3.00 ,拣,6.49 ,8.00 ,四,747.39 ,5.00 
挑挑拣拣,Pick,3.33 ,1.16 ,5.45 ,1.53 ,6.16 ,1.80 ,7.53 ,0.94 ,3.16 ,1.03 ,5.56 ,1.58 ,6.04 ,1.71 ,7.13 ,0.85 ,3.50 ,1.29 ,5.33 ,1.49 ,6.28 ,1.90 ,7.92 ,0.86 ,49 ,25 ,24 ,49,24,25,108.00 ,34.00 ,挑,106.79 ,9.00 ,挑,106.79 ,9.00 ,拣,6.49 ,8.00 ,拣,6.49 ,8.00 
停工停产,Stop work and stop production,3.13 ,1.28 ,5.91 ,1.33 ,3.94 ,1.93 ,6.73 ,1.32 ,3.04 ,1.33 ,5.75 ,1.59 ,4.20 ,2.12 ,6.72 ,1.14 ,3.23 ,1.23 ,6.09 ,0.97 ,3.67 ,1.71 ,6.75 ,1.51 ,46 ,24 ,22 ,49,25,24,72.00 ,31.00 ,停,244.51 ,11.00 ,工,3526.41 ,3.00 ,停,244.51 ,11.00 ,产,3213.45 ,6.00 
捅马蜂窝,Stir up a hornets' nest,3.19 ,1.27 ,6.77 ,1.19 ,5.32 ,2.35 ,7.09 ,1.16 ,2.96 ,1.07 ,6.47 ,1.15 ,5.57 ,2.33 ,6.78 ,1.17 ,3.42 ,1.42 ,7.08 ,1.15 ,5.08 ,2.39 ,7.38 ,1.10 ,105 ,53 ,52 ,47,23,24,24.00 ,38.00 ,捅,2.59 ,10.00 ,马,1026.99 ,3.00 ,蜂,29.48 ,13.00 ,窝,35.23 ,12.00 
偷梁换柱,Steal the beams and pillars and replace them with rotten timbers,2.92 ,1.11 ,6.15 ,1.30 ,5.00 ,2.06 ,7.20 ,1.35 ,2.68 ,1.17 ,6.47 ,1.12 ,4.76 ,2.03 ,6.88 ,1.42 ,3.17 ,0.98 ,5.83 ,1.40 ,5.25 ,2.11 ,7.54 ,1.22 ,105 ,53 ,52 ,49,25,24,284.00 ,41.00 ,偷,71.13 ,11.00 ,梁,89.20 ,11.00 ,换,269.67 ,10.00 ,柱,23.49 ,9.00 
偷天换日,Cheat by using a substitute ,3.10 ,1.36 ,6.09 ,1.39 ,4.04 ,2.12 ,6.59 ,1.53 ,2.51 ,1.03 ,6.06 ,1.52 ,3.63 ,2.16 ,6.33 ,1.61 ,3.71 ,1.39 ,6.12 ,1.26 ,4.44 ,2.04 ,6.84 ,1.43 ,105 ,53 ,52 ,49,24,25,61.00 ,29.00 ,偷,71.13 ,11.00 ,天,2247.50 ,4.00 ,换,269.67 ,10.00 ,日,3252.04 ,4.00 
偷偷摸摸,In a sneaky way,2.53 ,1.01 ,6.31 ,1.46 ,5.33 ,1.71 ,7.04 ,1.24 ,2.41 ,1.05 ,6.05 ,1.73 ,5.33 ,1.69 ,6.92 ,1.02 ,2.65 ,0.98 ,6.57 ,1.12 ,5.32 ,1.77 ,7.16 ,1.43 ,45 ,22 ,23 ,49,24,25,635.00 ,48.00 ,偷,71.13 ,11.00 ,偷,71.13 ,11.00 ,摸,54.31 ,13.00 ,摸,54.31 ,13.00 
头昏脑胀,Feel dizzy,3.10 ,0.99 ,5.71 ,1.19 ,4.24 ,1.87 ,7.49 ,1.12 ,3.33 ,0.99 ,5.53 ,1.11 ,4.70 ,1.72 ,7.09 ,1.12 ,2.85 ,0.93 ,5.91 ,1.24 ,3.77 ,1.95 ,7.91 ,0.97 ,139 ,72 ,67 ,45,23,22,302.00 ,31.00 ,头,1198.71 ,5.00 ,昏,53.31 ,8.00 ,脑,314.90 ,10.00 ,胀,50.94 ,8.00 
头疼脑热,Headache and slight fever,3.80 ,0.97 ,5.45 ,0.98 ,3.45 ,1.60 ,7.22 ,0.96 ,4.29 ,0.82 ,5.29 ,0.85 ,4.04 ,1.49 ,7.00 ,0.96 ,3.31 ,0.85 ,5.62 ,1.09 ,2.83 ,1.49 ,7.46 ,0.93 ,104 ,52 ,52 ,49,25,24,99.00 ,35.00 ,头,1198.71 ,5.00 ,疼,33.27 ,10.00 ,脑,314.90 ,10.00 ,热,606.29 ,10.00 
头痛脑热,Headache and slight fever,3.77 ,1.08 ,5.21 ,1.77 ,4.10 ,1.76 ,7.35 ,1.25 ,4.21 ,0.78 ,5.21 ,1.47 ,4.48 ,1.56 ,7.28 ,1.10 ,3.33 ,1.17 ,5.21 ,2.06 ,3.71 ,1.90 ,7.42 ,1.41 ,48 ,24 ,24 ,49,25,24,36.00 ,37.00 ,头,1198.71 ,5.00 ,痛,230.66 ,12.00 ,脑,314.90 ,10.00 ,热,606.29 ,10.00 
投井下石,To hit sb. when he's down,2.72 ,1.28 ,6.28 ,1.86 ,4.81 ,2.18 ,7.06 ,1.09 ,2.70 ,1.36 ,5.91 ,2.15 ,5.13 ,1.92 ,6.83 ,1.05 ,2.75 ,1.22 ,6.63 ,1.50 ,4.48 ,2.43 ,7.30 ,1.11 ,47 ,23 ,24 ,47,24,23,15.00 ,19.00 ,投,677.98 ,7.00 ,井,80.87 ,4.00 ,下,2891.04 ,3.00 ,石,524.16 ,5.00 
图财害命,Murder for money,1.87 ,0.87 ,7.39 ,1.34 ,4.27 ,2.13 ,6.94 ,1.20 ,1.45 ,0.70 ,7.57 ,1.64 ,4.88 ,2.51 ,6.92 ,1.06 ,2.32 ,0.81 ,7.19 ,0.90 ,3.68 ,1.52 ,6.96 ,1.34 ,98 ,51 ,47 ,49,24,25,106.00 ,33.00 ,图,592.92 ,8.00 ,财,387.51 ,7.00 ,害,379.52 ,10.00 ,命,1075.17 ,8.00 
徒劳往返,In vain,3.32 ,1.14 ,5.83 ,1.22 ,4.10 ,1.52 ,6.79 ,1.38 ,3.33 ,1.05 ,5.75 ,1.19 ,4.54 ,1.74 ,6.71 ,0.81 ,3.30 ,1.26 ,5.91 ,1.28 ,3.67 ,1.13 ,6.88 ,1.80 ,47 ,24 ,23 ,48,24,24,42.00 ,32.00 ,徒,149.12 ,10.00 ,劳,310.93 ,7.00 ,往,546.03 ,8.00 ,返,97.78 ,7.00 
