word_french,familiarity_mean_conceptual,familiarity_sd_conceptual,familiarity_min_conceptual,familiarity_max_conceptual,number_of_raters,rt_mean,rt_sd
pont-levis,36.476,37.392,0,100,21,5.119,3.282
population,88.864,13.41,50,100,22,5.912,5.298
porc,93.318,8.156,76,100,22,4.439,2.51
porche,80.773,17.904,38,100,22,7.112,6.855
portail,81.95,18.042,50,100,20,5.556,3.974
porte,95.947,5.892,77,100,19,4.009,3.861
portée,86.947,16.427,50,100,19,5.331,4.312
porteur,83.263,19.799,40,100,19,5.427,2.902
portier,82.208,22.923,0,100,24,6.333,5.395
portion,90.364,15.342,50,100,22,4.604,3.47
portrait,87.35,19.861,27,100,20,4.71,6.954
pose,75.1,24.834,0,100,21,3.783,2.03
position,87.286,15.457,50,100,21,7.639,9.721
possibilité,89.053,16.995,50,100,19,6.122,7.15
possible,93.091,12.436,50,100,22,3.901,2.482
poste,90.833,6.969,50,100,24,5.754,2.767
potage,87.81,15.594,50,100,22,6.097,11.551
potager,89.542,16.655,40,100,24,4.618,2.317
poterie,81.7,25.637,9,100,20,6.925,7.834
potin,91.5,22.069,0,100,22,5.391,10.06
potiron,46.952,40.438,0,100,22,5.186,3.582
pou,72.857,26.876,0,100,22,6.147,9.659
pouding,78.167,24.761,25,100,19,4.736,3.365
poudre,91.875,9.556,72,100,16,4.836,3.801
pouf,78.714,22.464,22,100,21,5.792,6.53
poulailler,91.762,11.467,63,100,21,8.462,9.915
poulain,75.458,26.912,20,100,24,6.983,11.356
poule,93.773,8.815,70,100,22,6.975,6.165
poulet,95.182,10.238,62,100,22,4.786,3.827
poulie,74.286,19.074,39,100,22,5.498,7.68
poulpe,58.571,38.303,0,100,22,9.243,14.742
poumon,92.429,14.861,32,100,21,3.324,1.85
poupon,83.625,28.199,0,100,24,4.362,3.399
pourboire,93,8.132,78,100,16,5.273,5.069
pourcentage,94.273,11.302,50,100,22,3.652,1.53
poursuite,88.455,18.467,27,100,22,3.75,2.126
poussée,84.842,16.962,50,100,19,7.12,11.684
poussette,90.947,13.335,50,100,19,5.05,4.852
poussin,92.316,11.116,67,100,19,5.293,4.936
poutre,57.591,38.093,0,100,22,7.656,10.279
pouvoir,86.619,15.022,50,100,22,6.084,6.736
prairie,93.727,8.961,60,100,22,4.155,2.123
praline,65.619,28.209,0,100,21,5.449,5.259
préavis,80.476,18.484,36,100,21,4.5,3.922
précaution,84.455,17.317,44,100,22,6.544,6.911
précepte,35.632,34.285,0,100,19,7.67,7.097
précipité,83.381,17.092,35,100,21,7.088,6.393
précis,88.636,13.626,50,100,22,7.561,9.25
précision,89.048,14.479,50,100,21,6.097,7.136
prédicat,26.714,29.972,0,92,21,5.839,3.249
prédiction,75.571,34.068,50,100,21,6.459,7.042
préface,75.333,15.423,7,100,24,4.52,1.381
préférence,93.619,7.984,74,100,21,4.851,3.266
préfet,46.19,41.401,0,100,21,6.635,12.252
préjugé,89.688,10.799,61,100,16,4.143,3.25
prélude,56,34.787,0,100,19,4.826,2.283
premier,95.368,6.551,77,100,19,5.825,8.148
prémisse,65.375,35.583,0,100,24,4.18,1.818
prénommé,73.263,32.75,2,100,19,5.281,3.753
préoccupation,89.842,14.147,50,100,19,3.859,2.534
préparation,91.824,6.766,79,100,17,5.451,5.346
préposition,62.3,32.352,0,100,22,8.125,7.555
présent,90.1,19.243,27,100,20,4.539,3.266
présentation,88.158,14.419,57,100,19,5.415,3.522
présentoir,81.526,24.507,1,100,19,5.155,2.775
président,87.3,23.313,21,100,20,4.619,3.064
pressentiment,88.273,20.029,13,100,22,7.023,11.952
pression,93.737,10.23,56,100,19,4.114,4.244
prestation,87.2,15.956,50,100,16,5.324,5.715
prestige,84.5,13.308,50,100,24,5.006,1.859
prétention,86.167,17.143,50,100,24,6.37,5.999
prétexte,84.471,15.593,50,100,17,4.774,2.068
preuve,90.125,10.301,65,100,16,4.885,3.63
prévention,95.227,7.151,26,100,22,4.375,2.074
prière,92.909,10.401,24,100,22,7.767,14.166
princesse,91.048,13.101,50,100,21,3.473,1.872
principe,84.905,15.896,50,100,21,6.403,6.71
priorité,94.5,6.985,80,100,20,4.839,3.344
privilège,89.15,19.564,17,100,20,6.562,6.522
prix,95.714,6.944,75,100,21,5.767,5.746
probabilité,85.45,18.693,33,100,20,5.559,6.055
procédé,88.381,14.052,54,100,21,8.933,9.963
procédure,89.368,13.263,50,100,19,6.086,6.769
procès,86.5,14.7,50,100,24,4.039,2.317
procession,62.632,37.543,0,100,19,8.583,10.409
processus,89.737,10.551,62,100,19,7.61,8
procréation,85.125,16.572,50,100,24,14.215,44.999
procureur,72.471,23.901,14,100,17,5.215,3.507
producteur,90.125,10.032,63,100,16,5.839,4.425
production,89.045,11.408,68,100,22,7.716,9.896
produit,93.167,9.526,70,100,24,4.407,3.972
professeur,91.667,10.937,50,100,24,4.621,2.703
professeure,92.958,11.012,50,100,24,5.534,5.395
profil,89.81,13.757,50,100,21,4.066,2.419
programmation,86.091,14.356,50,100,22,7.059,9.448
progrès,94.429,8.146,71,100,21,9.289,15.431
progression,88.364,14.328,50,100,22,3.726,1.49
projectile,67.545,36.932,0,100,22,5.846,5.884
projection,85.632,13.785,58,100,19,7.411,8.359
promesse,91.909,13.012,50,100,22,4.922,2.956
promotion,90.143,11.092,65,100,21,3.887,1.882
pronom,90.688,11.412,63,100,16,6.139,6.379
propagande,87.368,20.844,15,100,19,8.88,11.71
prophète,75.842,25.319,13,100,19,5.501,7.674
proportion,88.318,12.045,50,100,22,4.022,1.49
propos,87.176,13.478,50,100,17,4.79,2.543
proposition,90.5,12.253,55,100,16,3.948,2.711
propre,92.381,8.605,71,100,21,4.764,4.073
propriétaire,86.333,16.201,58,100,19,4.367,3.565
propulseur,71.381,27.583,22,100,21,6.715,5.797
protestation,83.375,21.447,57,100,16,6.952,6.168
protocole,89.368,15.049,50,100,19,8.259,11.906
prototype,82.455,17.012,50,100,22,5.593,5.051
proverbe,85.909,17.771,50,100,22,3.933,3.949
province,94.591,10.861,50,100,22,4.186,2.856
provision,86.467,15.338,50,100,16,7.942,9.928
proximité,92.682,12.029,50,100,22,4.273,3.924
prude,69.708,33.75,0,100,24,5.521,4.126
prudence,91.636,9.132,72,100,22,7.356,11.977
prune,89.091,19.765,19,100,22,5.537,4.064
pruneau,92.632,9.494,65,100,19,4.193,3.032
prunier,78.682,23.697,0,100,22,4.961,3.099
puberté,84.316,14.267,50,100,19,6.644,8.522
publication,89.958,12.811,50,100,24,5.246,6.375
pudeur,81,19.919,33,100,22,7.192,7.391
puissance,87.6,25.601,0,100,20,3.908,1.378
puits,81.05,25.607,0,100,21,6.035,3.554
pull-over,72,30.742,0,100,21,5.006,1.533
pulsion,75.05,30.523,14,100,20,6.218,5.914
punition,91.333,10.399,68,100,21,3.994,2.614
pupille,86.5,18.018,50,100,22,5.394,4.246
pupitre,93.455,9.908,19,100,22,10.103,18.602
purée,93.591,8.83,73,100,22,5.25,6.385
purgatoire,64,34.184,0,100,16,8.049,9.693
pus,60.955,39.625,0,100,22,12.046,30.665
puzzle,94.158,7.396,76,100,19,5.038,5.609
pylône,41.455,38.381,72,100,22,5,3.95
pyramide,90.045,13.496,50,100,22,5.935,8.984
python,72.75,34.69,0,100,16,4.678,2.895
quadrupède,72.5,31.927,6,100,22,7.558,6.261
qualification,88.318,15.198,50,100,22,4.47,3.614
qualité,84.682,17.638,50,100,22,4.932,3.616
quantité,92.208,12.201,50,100,24,5.035,5.059
querelle,93.636,10.513,60,100,22,4.515,2.913
question,90.35,14.637,50,100,20,5.044,2.412
quille,87,16.012,50,100,22,3.689,1.461
quota,73.591,26.493,13,100,22,9.367,16.4
rabâchage,10.8,18.925,0,56,16,5.81,3.477
rabais,93.667,7.683,76,100,21,5.204,4.929
rabot,22.25,32.988,0,100,20,6.537,2.948
rachat,69.042,34.645,0,100,24,4.886,2.722
racine,92.524,12.254,50,100,21,6.582,5.958
raclée,86.227,21.965,2,100,22,3.97,2.375
radeau,75.421,26.678,3,100,19,4.913,2.88
radio,90,14.544,50,100,22,5.321,4.37
radioguidage,35.5,34.221,0,99,24,5.378,0.762
rafale,78.7,27.381,10,100,20,5.147,5.429
ragoût,77.125,15.643,12,100,24,5.178,2.878
raid,64.75,37.27,0,100,24,4.863,4.043
raideur,84.909,16.707,50,100,22,5.557,6.569
raie,88.933,11.48,68,100,16,4.768,5.519
rail,91.833,10.108,21,100,24,5.805,3.974
raisin,96.476,5.724,82,100,21,4.415,3.001
raison,89.941,13.493,50,100,17,4.486,3.592
rallye,75.19,23.999,12,100,22,7.447,7.261
rame,80.368,26.022,18,100,19,4.945,5.008
rameau,40.773,35.47,0,100,22,9.272,9.19
rançon,74.095,23.683,15,100,21,4.661,4.266
rancune,76.619,29.827,0,100,21,4.481,3.285
randonnée,92.316,13.516,42,100,19,5.21,4.194
rappel,83.118,16.143,50,100,17,5.31,4.269
rapport,91.563,10.366,67,100,16,6.229,4.78
rapt,16.955,27.726,0,81,22,7.315,7.436
rareté,91.727,13.349,50,100,22,4.418,3.96
rasage,90.391,16.135,43,100,24,5.241,6.951
rasoir,93.667,14.049,41,100,24,7.991,19.446
rat,87.4,18.905,27,100,20,5.23,4.615
râteau,84.857,16.475,36,100,21,5.491,8.796
ration,60.8,38.972,0,100,20,7.837,6.538
raton,90.048,13.894,56,100,21,5.582,7.773
ravage,82.625,16.852,45,100,24,6.311,7.686
ravin,59.053,42.97,48,100,19,4.953,3.407
rayon,86.158,17.899,41,100,19,7.2,10.455
rayure,86.333,12.34,50,100,24,4.563,2.404
réaction,94.3,7.349,82,100,20,7.438,11.998
réalisation,86.421,20.857,29,100,19,7.598,11.286
réalisme,82.529,25.219,71,100,19,5.622,10.727
réalité,88.708,17.302,20,100,24,13.717,29.279
rébellion,73.471,31.251,50,100,17,4.526,2.583
rebond,81.333,24.589,0,100,21,3.763,1.506
recel,31.318,39.007,0,100,22,4.006,1.134
réception,90.591,12.868,55,100,22,9.323,12.403
recette,97,5.416,80,100,22,6,7.715
recherche,89.6,18.383,29,100,20,5.233,4.793
récipient,88.857,13.403,50,100,21,6.637,7.032
réciprocité,87.238,15.016,50,100,21,5.638,5.887
récit,84.263,16.914,50,100,19,5.111,3.517
réclamation,89.542,13.702,50,100,24,5.908,7.044
récolte,81.389,16.475,50,100,19,4.774,3.695
recommandation,86.136,16.06,50,100,22,10.5,19.088
récompense,92.571,12.968,50,100,22,8.444,12.192
reconnaissance,86.778,16.419,50,100,19,6.232,8.603
recourbure,57.313,31.723,0,97,16,8.49,7.967
recours,79.789,17.571,40,100,19,7.454,8.483
recrue,92,13.441,50,100,19,2.966,1.133
recrutement,92.455,11.438,50,100,22,6.122,12.329
recteur,64.909,29.462,0,97,22,5.568,2.681
reçu,90.263,11.07,57,100,19,6.659,7.288
recul,87.882,9.835,68,100,17,5.69,6.078
rédaction,91.526,9.935,71,100,19,5.459,3.192
réduit,87,15.284,50,100,21,10.937,11.632
référence,88.222,14.831,50,100,19,4.975,4.413
reflet,88.842,17.206,50,100,19,4.558,4.334
réflexe,89.833,8.954,50,100,24,3.885,0.921
réflexion,92.417,8.423,77,100,24,5.016,3.903
réforme,85.238,22.407,6,100,21,6.143,6.414
refrain,87.545,20.496,75,100,22,6.815,8.473
réfrigérateur,93.263,12.101,50,100,19,5.554,4.163
refuge,84.136,19.538,25,100,22,4.23,2.18
refus,92.368,13.225,43,100,19,5.142,5.279
régal,79.045,23.645,0,100,22,6.724,10.431
régiment,71.864,27.553,5,100,22,5.708,4.207
région,84.765,15.324,50,100,17,4.376,2.871
registre,79.15,20.984,36,100,20,5.108,4.89
réglage,85.364,16.786,50,100,22,8.245,9.378
règlement,83.5,21.811,27,100,20,6.782,9.537
réglementation,83.722,16.076,50,100,19,6.82,5.79
règles,92.278,11.776,50,100,19,4.492,3.862
regret,87.909,15.862,50,100,22,3.905,1.828
rejet,76.625,31.057,2,100,16,6.778,7.935
relais,80,23.791,12,100,21,24.895,92.002
relativité,76.833,17.128,48,100,24,5.193,2.005
relaxation,91.091,13.884,50,100,22,6.803,9.303
relevé,90,14.919,81,100,22,5.855,4.615
relève,85.368,20.014,11,100,19,5.19,3.527
relief,83.143,15.628,50,100,22,5.737,4.738
religion,91.381,11.209,70,100,21,5.581,5.163
reliure,84.579,24.384,0,100,19,4.825,2.492
remboîtage,51.909,26.046,0,100,22,8.413,9.402
remerciement,97,5.225,80,100,21,4.727,4.863
remise,83.75,14.327,50,100,16,5.061,3.773
remords,81.857,20.47,50,100,21,7.353,8.09
remorqueur,88.5,19.232,61,100,22,7.705,11.918
remoulage,59,35.433,0,100,22,7.324,9.213
remous,69.955,25.589,0,100,22,5.451,3.347
rempart,61.143,33.77,8,100,21,5.176,3.72
remplacement,88.211,11.223,61,100,19,8.714,10.354
rémunération,86.211,16.685,50,100,19,5.117,3.912
renaissance,83.542,19.698,34,100,24,7.11,11.143
renard,92.625,12.387,50,100,16,4.351,3.339
rencontre,92.182,12.195,50,100,22,4.875,4.206
rendement,87.182,23.258,50,100,22,5.333,5.298
renfort,82.19,25.897,3,100,21,4.786,3.283
renne,80.955,26.156,0,100,22,5.974,4.236
renom,66.19,25.835,4,100,22,5.665,4.383
renseignement,88.211,21.353,8,100,19,7.943,8.533
rentrée,92.167,8.691,65,100,24,5.946,6.223
renvoi,84.25,16.771,50,100,16,9.095,9.166
réparation,88.571,13.977,50,100,21,7.244,9.165
répartition,83.222,18.581,43,100,19,9.899,18.322
repas,92.75,10.999,65,100,24,4.861,3.99
répertoire,87.125,10.99,57,100,16,4.945,3.132
répéteur,53.476,35.563,0,100,21,7.161,7.599
répétition,92.632,9.435,67,100,19,7.434,6.937
répit,78.19,24.653,0,100,21,6.034,9.27
repli,61.955,32.036,0,100,22,8.259,7.903
réplique,89.733,10.977,65,100,16,8.212,10.675
reporter,88.167,12.506,54,100,24,6.574,5.714
repos,88.917,17.791,47,100,24,4.469,4.383
représentant,89.333,15.435,50,100,19,3.097,1.033
reprise,81.417,23.215,16,100,24,7.809,8.478
reproche,88.167,6.853,63,100,24,3.985,1.42
république,81.545,18.031,41,100,22,5.914,4.332
réputation,91.316,12.526,50,100,19,7.77,12.492
requête,79.636,17.619,50,100,22,8.998,9.577
requin,89.591,20.191,18,100,22,3.468,1.395
réseau,91.684,12.512,50,100,19,6.733,6.882
réservation,83.143,19.602,24,100,21,4.503,4.374
réserve,88.409,15.016,50,100,22,7.799,8.082
réservoir,87.636,14.168,50,100,22,5.571,4.054
résidence,85.909,14.583,50,100,22,5.872,5.511
résine,77,21.799,37,100,22,4.076,2.018
résolution,90.286,10.738,73,100,22,6.262,5.451
respiration,95.182,8.483,63,100,22,5.079,3.266
ressemblance,95.667,6.858,78,100,21,4.235,2.392
ressort,89.706,8.773,72,100,17,8.539,10.836
ressource,85.571,16.388,30,100,21,5.198,4.964
restaurant,92.25,16.92,25,100,21,4.939,5.207
restauration,91.455,9.6,70,100,22,5.633,4.984
reste,87.875,15.752,50,100,24,4.503,2.942
résumé,94.238,7.88,73,100,21,6.109,8.034
retard,91.75,8.358,72,100,24,5.679,6.553
rétention,83.083,19.031,50,100,24,4.669,3.193
retentissement,73.524,24.461,26,100,21,6.997,4.604
retenue,78.105,18.741,45,100,19,5.652,3.463
rétine,76.167,12.172,50,100,24,4.356,0.979
retour,87.773,14.329,50,100,22,6.581,7.91
retrait,86.158,16.187,50,100,19,5.619,3.882
rétroprojecteur,73.667,28.384,7,100,19,4.466,2.702
rets,20.545,35.514,0,96,22,5.643,2.837
revanche,92.545,11.714,50,100,22,4.328,3.496
réveil,93.438,9.578,67,100,16,5.149,4.844
révélation,85.947,16.943,50,100,19,9.324,10.564
réverbère,60.571,40.509,0,100,21,4.925,2.281
révérence,66.375,30.409,0,100,24,6.463,5.976
rêverie,90.25,20.253,12,100,20,5.578,8.257
révision,92.667,11.914,50,100,21,5.139,5.991
révolte,87.583,16.389,45,100,24,5.437,7.716
révolution,88.318,15.435,50,100,22,6.711,9.925
revolver,83.579,19.233,50,100,19,88.818,358.738
revue,94.864,7.58,0,100,22,6.203,7.156
rhinocéros,84.542,19.44,50,100,24,6.329,8.591
ride,87.364,23.832,0,100,22,4.338,2.291
rideau,93.789,8.243,75,100,19,4.051,4.907
rien,89.739,21.945,8,100,24,10.934,35.529
rigole,77.286,25.433,0,100,21,6.064,5.255
rigueur,81.571,22.058,0,100,21,6.19,7.424
rires,94,6.293,50,100,24,3.3,0.563
risée,71.409,30.76,0,100,22,16.435,47.502
rituel,83.045,20.671,21,100,22,6.871,7.796
rival,92.238,9.864,65,100,21,9.398,10.721
rivalité,87.571,13.973,50,100,22,4.39,3.083
rizière,52.625,37.211,0,100,24,4.264,2.161
robinet,94.421,11.787,50,100,19,7.268,8.051
robot,90.917,13.793,50,100,24,7.679,10.596
roche,93.048,12.56,50,100,21,5.143,3.351
rocher,93.45,10.18,61,100,20,5.655,3.189
rôle,95.636,7.128,50,100,22,5.203,4.532
romancier,79,22.633,24,100,19,6.125,4.835
romanichel,21.955,33.214,0,100,22,5.136,2.537
romantisme,92.526,12.172,50,100,19,4.438,3.998
rondelle,82.65,20.942,30,100,20,5.339,3.26
rondin,47.818,38.367,0,100,22,6.327,6.382
roquette,78.75,28.142,0,100,21,4.679,2.202
rose,93.909,10.066,58,100,22,6.602,5.768
rosée,86.952,19.443,26,100,21,4.404,4.238
rosette,74.333,14.976,14,100,24,5.017,1.519
rossignol,72.5,33.908,0,100,22,6.802,7.649
rotule,70.048,31.181,0,100,21,4.654,3.186
roue,96.579,4.299,84,100,19,4.254,2.703
rouet,36.316,31.691,0,88,19,8.147,11.291
rougeur,95.273,8.311,67,100,22,4.712,4.597
rouleau,93.091,10.694,82,100,22,5.186,4.155
roulement,79.3,21.714,27,100,20,7.925,10.775
roulotte,89.955,21.986,50,100,22,5.85,8.364
route,95,6.141,84,100,16,7.304,9.366
royaume,82.238,22.576,4,100,21,6.605,6.915
ruade,40.5,34.553,0,100,22,9.549,10.707
ruban,92,9.381,67,100,17,5.31,3.412
rubis,80.647,15.676,50,100,17,5.242,4.017
rubrique,73.65,24.171,26,100,20,4.328,2.856
ruche,88.75,15.614,50,100,16,5.783,8.043
rudesse,76.438,30.958,3,100,16,6.151,4.144
ruelle,91.25,12.976,50,100,24,4.841,3.301
ruisseau,91.409,15.026,50,100,22,4.621,5.359
rumeur,87.619,14.002,50,100,21,7.281,8.645
rupture,88.3,19.236,22,100,20,4.4,2.195
rythme,91.05,12.028,50,100,21,3.54,1.923
sable,90.045,17.17,50,100,22,6.276,8.166
sablier,85.667,22.944,0,100,24,4.354,3.209
sabotage,71.45,25.741,26,100,20,7.325,9.476
sac,93,11.238,50,100,22,3.871,2.808
sachet,86.75,13.562,50,100,24,5.551,5.461
sacoche,91.789,13.126,50,100,19,5.221,3.544
sacrifice,92.227,12.585,50,100,22,6.247,6.887
sadisme,85.238,15.84,56,100,21,5.715,3.78
sagesse,91.833,11.385,50,100,24,5.07,6.527
saisie,77.053,26.142,26,100,19,7.72,6.693
saison,95.409,10.711,50,100,22,5.541,6.737
saisonnier,92.375,9.686,70,100,24,5.963,9.326
salarié,87.35,18.858,28,100,20,5.589,5.59
salière,88.25,23.333,5,100,20,5.014,1.809
salive,90.842,12.276,57,100,19,7.242,6.444
salon,94,10.979,59,100,16,5.097,6.373
salut,97.316,4.097,87,100,19,6.775,9.397
salutation,90.118,11.219,67,100,17,4.601,3.674
sanction,89.182,14.242,50,100,22,5.232,3.366
sanctuaire,84.455,19.205,39,100,22,5.505,4.205
sandwich,96.667,5.17,86,100,21,6.444,6.933
sang,93.353,6.67,78,100,17,5.468,5.15
sanglier,87.409,23.79,0,100,22,6.425,7.908
sanglot,88.65,19.332,35,100,20,5.54,5.085
sapin,91.667,13.433,50,100,21,4.589,6.269
sapinière,62.5,35.646,0,100,16,4.539,2.428
sardine,91.947,11.768,66,100,19,4.446,2.547
satellite,80.789,20.148,35,100,19,6.443,6.118
satire,55.143,40.101,0,100,21,7.115,5.283
saucisse,95.3,7.138,76,100,20,5.795,5.961
saucisson,95.81,6.787,75,100,21,4.215,2.405
saule,67.05,31.786,0,100,20,6.877,5.423
saumon,93.917,10.525,55,100,24,5.804,12.314
sauterelle,90.545,15.149,50,100,22,4.623,4.048
sauvage,93.545,8.836,73,100,22,5.287,5.712
savane,79.429,21.43,29,100,21,5.078,2.458
saveur,89.1,17.621,34,100,20,4.206,2.039
sbire,16.045,30.878,0,98,22,4.213,1.544
scalp,53.762,31.889,0,100,21,7.324,6.311
scalpel,58.35,35.589,32,100,20,7.12,8.047
scandale,89.8,21.14,6,100,20,3.917,1.44
scaphandrier,34.789,35.899,1,100,19,9.816,12.578
scarabée,79.765,23.584,0,100,17,4.474,2.725
sceau,77.5,31.5,0,100,22,6.649,7.125
scellage,52.105,32.022,0,100,19,5.278,2.204
scénario,86.364,14.569,50,100,22,4.694,3.953
schéma,85.143,15.762,50,100,21,5.806,5.037
scie,94.095,9.659,67,100,21,3.776,2.72
science,90.1,15.078,50,100,21,5.598,3.316
scientifique,92.542,11.736,64,100,24,5.284,3.936
scission,38.5,36.745,0,100,22,7.561,7.724
scorpion,90.25,11.403,50,100,24,5.057,6.241
scoutisme,77.476,25.323,26,100,21,4.934,3.146
scrupule,69.476,29.248,0,100,21,6.775,8.419
scrutin,71.333,29.267,0,100,21,8.241,11.75
sculpture,86.8,18.617,36,100,20,5.4,4.249
sécateur,56.167,44.804,0,100,24,4.012,1.009
séchage,86,17.354,50,100,20,5.167,4.373
sécheresse,88.917,15.956,47,100,24,5.499,3.836
sécheuse,90.5,17.73,45,100,24,4.538,2.795
séchoir,89,21.403,2,100,24,4.482,3.743
secours,93.75,7.525,63,100,24,5.099,3.916
secousse,85.158,20.966,21,100,19,6.406,7.772
secret,91.524,9.341,73,100,21,6.743,11.103
secrétaire,96.455,6.231,66,100,22,5.068,8.91
secrétariat,89.818,11.983,50,100,22,4.933,4.118
section,80.095,25.579,7,100,21,6.332,4.9
séducteur,88.684,12.923,55,100,19,4.267,1.977
séduction,94.952,7.832,73,100,21,5.071,3.741
seigneur,84.762,15.959,50,100,21,7.694,10.941
sein,92.35,15.066,50,100,20,4.596,3.273
séjour,90.188,11.8,61,100,16,4.283,4.075
sel,96.947,5.492,78,100,19,4.142,2.824
sélection,91.421,11.057,61,100,19,4.974,4.834
selle,78.091,26.21,7,100,22,6.662,6.54
sellier,48.15,36.203,0,100,21,6.959,7.772
semelle,80.773,25.386,0,100,22,6.829,9.052
semence,84.588,14.138,50,100,17,4.535,3.129
séminaire,79.05,26.148,8,100,20,9.052,10.736
semonce,15.318,22.48,0,72,22,10.202,11.816
sénat,68.667,25.728,22,100,21,4.547,3.532
sénateur,80.727,21.139,30,100,22,6.092,5.878
sens,86.8,21.722,21,100,20,5.19,7.417
sensibilité,91,10.198,65,100,19,4.831,2.707
senteur,90.05,9.709,67,100,20,5.113,1.89
sentiment,88.444,14.738,50,100,19,4.952,3.89
sentinelle,72.136,29.047,0,100,22,6.869,11.976
séparation,91.955,12.179,50,100,22,7.723,10.184
sept,94.542,9.913,56,100,24,5.138,5.612
septembre,94.5,6.94,77,100,22,5.352,5.703
séquence,84.684,17.052,50,100,19,5.926,10.032
sérénité,82.273,22.054,10,100,22,6.178,5.087
sérieux,97.045,6.298,75,100,22,3.737,1.903
serin,67.476,27.921,0,100,21,5.522,4.617
seringue,86.409,16.775,50,100,22,10.571,25.381
serment,80.571,18.024,36,100,21,8.631,11.194
sermon,82.81,19.02,50,100,21,4.496,2.907
serpe,40.409,41.352,0,100,22,5.56,2.396
serpent,90.75,22.356,1,100,20,5.32,3.32
serre,75.6,30.717,0,100,20,5.594,3.883
serre-joints,44.455,35.854,0,100,22,5.664,6.511
sérum,80.647,16.662,50,100,17,7.248,7.874
serviteur,80.833,14.905,58,100,24,4.971,3.016
servitude,68.818,25.279,17,100,22,7.104,6.13
session,89.522,14.444,50,100,24,5.412,6.47
sévérité,80.167,14.049,14,100,24,4.846,1.126
sexe,91.208,16.173,50,100,24,4.029,3.08
sextant,29.75,36.756,0,100,16,9.308,7.124
shampooing,90.3,16.865,50,100,20,6.367,5.428
siamois,88.476,17.253,50,100,21,6.96,6.419
sifflement,83.667,15.526,58,100,24,4.47,1.323
signal,90.095,12.911,63,100,21,4.656,3.997
signature,93,11.895,50,100,21,5.09,4.141
silencieux,88.579,15.156,50,100,19,6.929,14.469
silhouette,81.4,21.637,42,100,20,5.769,8.127
sillage,54.353,33.081,0,97,17,6.305,5.463
sillon,45.591,37.839,0,100,22,6.373,7.23
silo,58.85,35.278,0,100,20,7.308,5.821
simplicité,93.091,9.526,68,100,22,7.483,6.897
simulation,94.136,9.939,50,100,22,6.401,5.792
sincérité,92.167,9.985,66,100,24,6.394,9.638
singe,92.524,12.279,50,100,21,3.871,2.807
sinistre,76.81,23.746,20,100,21,6.68,6.458
sirène,92.591,10.791,63,100,22,5.332,3.746
sirop,91.364,15.019,50,100,22,3.401,1.698
site,85.45,19.338,30,100,20,4.296,2.507
situation,83.591,23.758,50,100,22,4.735,3.741
six,94.227,12.216,50,100,22,4.728,4.303
skieuse,92.476,8.925,74,100,21,7.34,6.828
snob,83.667,19.158,50,100,24,4.037,2.235
soeurette,90.476,14.211,55,100,21,7.409,12.401
sofa,94.842,9.155,65,100,19,4.86,4.54
soif,91.333,14.616,50,100,22,4.048,2.47
sol,89.35,20.854,19,100,20,7.064,7.678
sole,66.136,36.569,32,100,22,6.57,4.223
soleil,91.727,15.375,50,100,22,6.387,6.515
solidarité,93.81,9.368,67,100,21,5.739,4.939
solidité,90.105,12.498,50,100,19,5.868,5.892
solitaire,89.529,13.45,50,100,17,4.313,4.034
solitude,92.5,9.894,50,100,24,5.081,1.508
solution,91,14.252,46,100,24,5.896,7.961
solvabilité,65.529,30.873,0,100,17,4.829,2.977
sombrero,77.773,24.725,9,100,22,5.591,4.953
sommaire,83.095,17.134,50,100,22,8.694,10.763
somme,89.625,14.785,37,100,24,7.189,7.091
sommeil,97,6.289,75,100,19,5.926,5.479
sommier,64.111,35.698,0,100,19,6.727,5.691
somnambule,87.9,22.743,8,100,20,4.849,3.262
son,94.25,7.537,75,100,24,4.254,2.368
sonate,39.571,33.852,0,100,24,4.304,0.785
sondage,95.227,5.74,83,100,22,4.561,3.543
songe,73.762,25.751,20,100,21,4.155,2.274
sonnerie,94,10.872,50,100,21,4.141,5.362
sonnette,91.524,14.016,50,100,21,4.412,5.257
sonorité,86.684,17.218,40,100,19,6.291,4.62
sorbet,88.125,16.982,50,100,24,6.797,6.119
sorcier,90.917,10.562,63,100,24,5.93,10.555
sorte,81.708,18.289,50,100,24,7.39,6.466
sortie,93.682,11.692,50,100,22,4.294,2.707
sottise,84.227,20.026,21,100,22,6.369,5.697
soucoupe,80.6,15,58,100,22,6.771,7.157
soudure,80.182,24.57,6,100,22,9.91,15.618
souffle,90,14.481,50,100,22,4.167,1.716
soufflé,82.19,19.297,50,100,21,5.901,5.692
souhait,92.208,12.36,52,100,24,7.751,9.449
soulagement,88.042,13.646,50,100,24,3.794,1.815
soulèvement,80.389,18.353,50,100,19,6.426,5.352
soulier,92.042,15.605,41,100,24,4.908,2.71
soumission,87.158,14.319,55,100,19,6.144,5.853
soupape,40.636,32.709,0,98,22,8.809,8.104
soupçon,85.476,14.038,50,100,22,9.248,15.832
soupe,91.381,12.225,50,100,21,6.122,10.315
soupir,89.136,17.164,31,100,22,6.804,5.924
souplesse,92.211,13.21,50,100,19,3.938,3.865
sourcil,97.143,6.044,81,100,22,8.764,12.715
sourd-muet,84.958,19.53,25,100,24,8.671,21.223
sourire,96.438,6.408,77,100,16,5.534,6.717
souris,90.105,11.575,62,100,19,4.117,2.191
