word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
atletik,athletics ,26,6.038461538,1.84349167,38,4.210526316,1.961217145,36,5.111111111,2.108185107,32,5.1875,2.27805095,34,3.882352941,1.320346738,28,4.857142857,1.603567451,30,5.8,1.297211864,31,4.870967742,2.093512765,46,5.913043478,1.986913709,36,6.472222222,1.61220543,36,4.111111111,2.339447771,33,5.181818182,2.297478855,56,5.910714286,1.564106317,69,4.507246377,2.033709942,82,5.56097561,2.067368823,68,5.867647059,2.0435878,70,4,1.903467469,61,5.032786885,1.999726757
atmosfer,atmosphere,26,5.846153846,2.221572555,38,4.315789474,2.20693334,36,5.222222222,1.758426425,32,4.4375,2.564490769,34,4.264705882,1.675289636,28,4.178571429,1.611384761,30,5.866666667,2.012603963,31,4,2.081665999,46,4.97826087,2.352201148,36,6.5,1.828348201,36,4.638888889,2.652791282,33,5.575757576,1.871334802,56,5.857142857,2.092658782,69,4.173913043,2.141718124,82,5.085365854,2.103502191,68,5.529411765,2.42173361,70,4.457142857,2.224277862,61,4.93442623,1.8785531
awan,cloud ,26,4.692307692,1.289006773,38,5.157894737,1.9799852,36,5.25,2.309916511,32,5.40625,2.447637109,34,3.470588235,1.878672873,28,5.535714286,2.063476801,30,6.166666667,1.858500199,31,2.967741935,1.834554823,46,5.173913043,2.331469235,36,6.916666667,1.841970994,36,4.027777778,2.478318683,33,6.848484848,2.048188409,56,5.482142857,1.768317859,69,4.173913043,2.195962349,82,5.207317073,2.307998999,68,6.205882353,2.262997771,70,3.757142857,2.209568876,61,6.245901639,2.14208417
ayah,father ,26,6.769230769,1.680659211,38,5.5,2.010109584,36,5.027777778,2.063092147,32,4.84375,2.528666294,34,3.911764706,1.764423626,28,5.678571429,2.161165177,30,7.133333333,1.795268366,31,4.483870968,2.779340062,46,5.347826087,2.717984476,36,7.722222222,1.876335503,36,2.638888889,2.404196067,33,6.757575758,2.424230587,56,6.964285714,1.736917706,69,5.043478261,2.421926692,82,5.207317073,2.443119868,68,6.367647059,2.625389306,70,3.257142857,2.198060504,61,6.262295082,2.351606822
babi,pig,26,4.307692308,2.074015058,38,5.236842105,2.045881962,36,4.805555556,1.81768211,32,4.40625,2.473855226,34,1.970588235,1.218177827,28,4.5,2.236067977,30,3.8,2.28035085,31,5.387096774,2.231254047,46,5.52173913,2.345104882,36,6.194444444,2.26551091,36,2.361111111,1.692888956,33,4.727272727,2.427353591,56,4.035714286,2.18227809,69,5.304347826,2.116492297,82,5.207317073,2.147279674,68,5.352941176,2.514226423,70,2.171428571,1.483937463,61,4.62295082,2.32496548
badai,storm ,26,3.384615385,1.790573608,38,5.157894737,1.83842347,36,5.444444444,1.933825881,32,4.65625,2.990408053,34,4.323529412,1.902479853,28,4.321428571,1.678923187,30,2.966666667,1.670914128,31,5.967741935,2.198239765,46,4.47826087,2.647759056,36,5.916666667,2.033645565,36,3.611111111,2.128416954,33,5.909090909,2.241144188,56,3.160714286,1.724442315,69,5.52173913,2.033605142,82,4.902439024,2.396549763,68,5.323529412,2.588384943,70,3.957142857,2.039008812,61,5.180327869,2.140935907
badan,body ,26,5.192307692,1.327229619,38,4.894736842,2.203062655,36,5.083333333,2.156385865,32,5.25,2.81699909,34,2.352941176,1.703514245,28,4.714285714,2.15779625,30,5.666666667,1.422318004,31,3.64516129,1.835726688,46,5.826086957,2.22415375,36,7.444444444,1.611466846,36,2.055555556,1.67237119,33,6.757575758,1.953047347,56,5.446428571,1.387209663,69,4.333333333,2.125936933,82,5.5,2.212478639,68,6.411764706,2.499165796,70,2.2,1.68195883,61,5.819672131,2.276753513
bagian,"part, share",26,5.423076923,2.335347116,38,4.368421053,2.352928625,36,5.027777778,2.171057821,32,7.125,1.475608131,34,4.5,1.942350965,28,4.464285714,1.502643174,30,6.033333333,1.607811392,31,3.64516129,1.941621094,46,6.043478261,1.837347384,36,6.555555556,2.034620982,36,4.75,2.760693495,33,6.636363636,2.485183366,56,5.75,1.984027126,69,4.043478261,2.192465592,82,5.597560976,2.041905163,68,6.823529412,1.803323437,70,4.628571429,2.384560413,61,5.639344262,2.345440875
bagus,"fine, good, nice",26,4.423076923,1.963121533,38,5.973684211,2.399176008,36,4.333333333,2,32,6.21875,1.698849231,34,4.941176471,2.15942159,28,5.25,1.858414298,30,7.3,1.803253764,31,6.64516129,2.199217847,46,6.97826087,1.757386069,36,7.083333333,2.453859933,36,6.722222222,2.444949443,33,7.545454545,1.715570406,56,5.964285714,2.358460867,69,6.275362319,2.319254812,82,5.817073171,2.277794302,68,6.676470588,2.160991871,70,5.857142857,2.462976368,61,6.491803279,2.110473492
bahagia,happy ,26,4.384615385,2.192294197,38,6.184210526,1.872348766,36,5.361111111,1.869343319,32,5.1875,3.094610299,34,5.205882353,1.903416574,28,5.464285714,1.688351,30,7.8,1.95465845,31,6.677419355,2.343602594,46,6.760869565,2.151844507,36,7.388888889,2.128416954,36,6.277777778,2.547952804,33,7.181818182,1.975704707,56,6.214285714,2.674555431,69,6.405797101,2.09564563,82,6.146341463,2.137969218,68,6.352941176,2.832459539,70,5.757142857,2.305857156,61,6.393442623,2.027138283
bahasa,language ,26,5.038461538,2.235723941,38,4.157894737,1.747992142,36,5.027777778,2.00693243,32,6.71875,1.853233878,34,4.617647059,1.633266032,28,4.821428571,1.743847841,30,6.666666667,1.825741858,31,4.741935484,2.489548044,46,6.652173913,1.923161648,36,7.25,1.962141687,36,6.111111111,2.754505688,33,6.96969697,2.284251087,56,5.910714286,2.16817297,69,4.420289855,2.117197073,82,5.93902439,2.110219467,68,7,1.916152862,70,5.385714286,2.385298311,61,5.983606557,2.305730566
bahaya,"danger, peril",26,3.884615385,1.583083651,38,5.5,1.572568909,36,4.972222222,1.904672617,32,4.59375,2.486860633,34,4.352941176,1.77324139,28,4.821428571,1.98239607,30,2.833333333,1.440386283,31,6.774193548,1.726454506,46,5.304347826,2.355792532,36,6.222222222,2.3435152,36,5.555555556,2.130653078,33,6.393939394,2.192877589,56,3.321428571,1.585240364,69,6.072463768,1.751628155,82,5.158536585,2.162928469,68,5.455882353,2.530021671,70,4.971428571,2.042812984,61,5.672131148,2.226516797
baik,"good, fine, kind",26,6.153846154,2.053140184,38,5.552631579,2.114267727,36,4.972222222,2.131211743,32,6,2.63964807,34,4.588235294,2.475548878,28,4.928571429,2.226583023,30,7.566666667,1.6543221,31,5.548387097,2.378216554,46,7,2.076321534,36,7.194444444,2.122255464,36,6.472222222,2.634779591,33,7.424242424,2.136444228,56,6.910714286,1.965861234,69,5.550724638,2.219805449,82,6.109756098,2.32010056,68,6.632352941,2.436687327,70,5.557142857,2.711412885,61,6.278688525,2.497539773
bajing,squirrel ,26,5.153846154,2.428041313,38,4.894736842,2.299112328,36,5,1.927248223,32,4.53125,2.436077956,34,3.676470588,1.902479853,28,4.214285714,2.166361395,30,4.3,1.465699786,31,4.322580645,1.938850119,46,4.804347826,1.904609207,36,4.916666667,2.534053782,36,3.166666667,2.384473587,33,4.151515152,2.22375263,56,4.696428571,1.999269347,69,4.637681159,2.14867274,82,4.890243902,1.905198201,68,4.735294118,2.47746649,70,3.414285714,2.163550873,61,4.180327869,2.179512153
bajingan,"bastard, scoundrel, thief",26,2.423076923,1.501281504,38,7.184210526,1.943183,36,4.861111111,1.692888956,32,4.8125,2.570772446,34,5.323529412,1.804381674,28,4.607142857,2.078804602,30,2.433333333,1.735696885,31,6.774193548,1.802029919,46,5.413043478,2.196725714,36,4.694444444,2.616643919,36,5.277777778,2.689780778,33,4.121212121,2.260497398,56,2.428571429,1.616473635,69,7,1.878672873,82,5.170731707,1.998795181,68,4.75,2.576443227,70,5.3,2.286380596,61,4.344262295,2.174743248
bak,"basin, vessel, tub",26,4.615384615,1.76809328,38,4.736842105,2.500640032,36,4.888888889,2.161715956,32,5.59375,2.339828709,34,3.764705882,2.188936694,28,4.5,2.063797291,30,4.633333333,1.731718965,31,3.967741935,2.008048322,46,5.456521739,2.062431378,36,6.416666667,2.033645565,36,2.694444444,2.011672289,33,5.939393939,2.235220822,56,4.625,1.732706763,69,4.391304348,2.308662659,82,5.207317073,2.112501325,68,6.029411765,2.205627729,70,3.214285714,2.15280644,61,5.278688525,2.259285636
bakat,"talent, trail, sign",26,5.961538462,1.731606635,38,6.131578947,2.207738878,36,5,2.138089935,32,5.28125,2.831098898,34,4.558823529,1.909960756,28,5.678571429,1.906199854,30,6.666666667,1.863132944,31,6.322580645,2.371878254,46,6.304347826,2.179394057,36,6.277777778,2.325155738,36,6.055555556,2.562860505,33,6.878787879,1.996208527,56,6.339285714,1.821855056,69,6.217391304,2.267867392,82,5.731707317,2.244602747,68,5.808823529,2.604573205,70,5.328571429,2.375731336,61,6.327868852,2.030774167
balai kota,town meeting hall,26,4.961538462,1.611974422,38,4.105263158,1.466554589,36,5.111111111,2.680914319,32,6.0625,2.184069891,34,3.882352941,1.665418427,28,4.678571429,2.261654121,30,5.2,1.584406775,31,3.516129032,1.912606733,46,5.413043478,1.904101853,36,5.611111111,2.7803163,36,3.027777778,1.978254802,33,5.090909091,2.44135767,56,5.089285714,1.58718488,69,3.84057971,1.694482295,82,5.280487805,2.26772519,68,5.823529412,2.509332887,70,3.442857143,1.869943146,61,4.901639344,2.350212175
banci,"queer, sissy",26,2.961538462,1.611974422,38,5.789473684,2.182954788,36,4.611111111,1.989655789,32,4.40625,2.525475043,34,4.235294118,2.060579847,28,4.035714286,2.134064855,30,2.3,1.2077337,31,6.322580645,2.286002286,46,5.108695652,2.676882605,36,5.138888889,2.508873142,36,3.166666667,1.889822365,33,5.606060606,2.120427344,56,2.607142857,1.435631903,69,6.028985507,2.229290407,82,4.890243902,2.398590623,68,4.794117647,2.524854502,70,3.685714286,2.032652705,61,4.885245902,2.251653916
bandara,airport ,26,4.653846154,1.695695909,38,5.421052632,2.188811586,36,5.194444444,2.095156925,32,5.6875,2.33400528,34,3.352941176,2.214037214,28,4.785714286,2.149196971,30,5.6,2.027398537,31,4.870967742,2.445975408,46,5.391304348,2.275260775,36,6.611111111,2.29630483,36,2.611111111,2.168314392,33,6.606060606,2.397125804,56,5.160714286,1.923791576,69,5.173913043,2.307000355,82,5.304878049,2.186880209,68,6.176470588,2.343241641,70,2.971428571,2.206521484,61,5.770491803,2.44535916
bangga,proud ,26,6.730769231,1.613882085,38,5.763157895,1.761973871,36,4.944444444,1.755716288,32,5.9375,2.395392082,34,4.647058824,1.77324139,28,5.392857143,2.131584104,30,7.033333333,1.473521078,31,6.516129032,1.929956264,46,6.543478261,1.893926219,36,7.027777778,1.874431131,36,5.916666667,2.297514185,33,6.636363636,2.219490113,56,6.892857143,1.533606225,69,6.101449275,1.864095172,82,5.841463415,1.990530125,68,6.514705882,2.188795396,70,5.3,2.142394705,61,6.06557377,2.249954462
bangkai,"carcass, corpse",26,2.615384615,1.387859448,38,3.815789474,2.077619,36,5.388888889,1.886459689,32,5.53125,2.285781789,34,3.911764706,1.896849814,28,4.5,2.268953095,30,2.5,1.502870816,31,4.935483871,2.365522971,46,4.065217391,2.264726365,36,5.277777778,2.198845296,36,3.138888889,2.474472848,33,5.545454545,2.265100841,56,2.553571429,1.438681756,69,4.31884058,2.265422656,82,4.646341463,2.196360352,68,5.397058824,2.226969736,70,3.514285714,2.231155268,61,5.06557377,2.308454407
bangkrut,"bankrupt, insolvent",26,2.653846154,1.573335506,38,5.684210526,2.537345529,36,4.472222222,2.063092147,32,4.5,2.747432819,34,4.411764706,1.25812865,28,4.571428571,1.874360561,30,2.566666667,1.356550731,31,5.903225806,2.119038126,46,4.934782609,2.453135625,36,6.222222222,2.126178478,36,4.972222222,2.348082636,33,5.757575758,2.332250831,56,2.607142857,1.448241208,69,5.782608696,2.344389832,82,4.731707317,2.288181015,68,5.411764706,2.569832413,70,4.7,1.906130461,61,5.213114754,2.199354103
bangku,"bench, seat",26,3.923076923,1.412036173,38,3.684210526,1.645719479,36,5.583333333,1.61023512,32,6.6875,1.974637574,34,3.705882353,1.767199664,28,4.892857143,1.950105139,30,4.866666667,1.455864084,31,3.774193548,2.011793187,46,5.97826087,2.027468377,36,6.888888889,2.148458288,36,2.805555556,2.149012324,33,6.090909091,2.126670466,56,4.428571429,1.499783534,69,3.724637681,1.805905818,82,5.804878049,1.855515797,68,6.794117647,2.055635309,70,3.242857143,2.010376807,61,5.540983607,2.117968921
bangsa,nation ,26,6.038461538,1.660861686,38,4.578947368,1.953950661,36,5.305555556,2.493642711,32,5.9375,1.998991681,34,4.5,2.19158169,28,4.107142857,2.408923007,30,6.3,1.985290737,31,4.677419355,2.548033186,46,5.347826087,2.505260167,36,6.527777778,1.978254802,36,4.833333333,2.730776969,33,5.96969697,2.391192805,56,6.178571429,1.830123124,69,4.623188406,2.223546778,82,5.329268293,2.484792651,68,6.25,1.99533037,70,4.671428571,2.471410022,61,5.114754098,2.556679883
bangsat,"bastard, rascal",26,2.269230769,1.401647382,38,5.921052632,1.650251069,36,5.472222222,1.889612373,32,4,2.423007995,34,5.029411765,1.833778912,28,4.285714286,1.921749644,30,2.2,1.584406775,31,6.258064516,1.982721058,46,4.804347826,2.343971608,36,4.388888889,2.910844529,36,5.555555556,2.523539968,33,3.606060606,2.105638174,56,2.232142857,1.489247173,69,6.072463768,1.80129725,82,5.097560976,2.169427051,68,4.205882353,2.679712747,70,5.3,2.215557639,61,3.918032787,2.035477683
bangun,"wake up, get up",26,5.115384615,1.557611584,38,5.184210526,2.228261511,36,4.972222222,2.117763121,32,7.03125,1.555103461,34,3.882352941,1.821832342,28,4.928571429,2.371568811,30,6.2,1.730058799,31,4.774193548,2.390392958,46,5.760869565,2.110131988,36,7.277777778,1.717325348,36,4.444444444,2.466280536,33,7.03030303,1.895469079,56,5.696428571,1.725947886,69,5,2.29449469,82,5.414634146,2.136983102,68,7.161764706,1.635522593,70,4.171428571,2.180090602,61,6.06557377,2.35845184
banjir,"flood, deluge",26,3.730769231,1.250845868,38,5,1.94519505,36,5.166666667,1.715475777,32,4.75,2.81699909,34,4.352941176,2.521211264,28,4.75,2.119136791,30,3,1.286535042,31,5.161290323,2.192362108,46,4.782608696,2.39363084,36,6.305555556,2.011672289,36,3.444444444,2.335373258,33,6.727272727,1.82470421,56,3.339285714,1.311165834,69,5.072463768,2.045934567,82,4.951219512,2.11929664,68,5.573529412,2.52932754,70,3.885714286,2.452699531,61,5.819672131,2.187145756
bank,bank ,26,5.346153846,1.231009592,38,4.315789474,1.645719479,36,5.527777778,1.93444139,32,6.34375,1.944543648,34,3.441176471,1.94143303,28,5.678571429,1.700840129,30,5.666666667,1.667815696,31,4,1.861898673,46,6.086956522,1.941661224,36,6.944444444,1.941199106,36,2.888888889,2.080903345,33,6.424242424,2.222474733,56,5.517857143,1.476987985,69,4.173913043,1.740153152,82,5.841463415,1.946630595,68,6.661764706,1.951733207,70,3.157142857,2.019009043,61,6.081967213,2.019035099
bantal,"pillow, cushion",26,6.076923077,1.440085468,38,4.263157895,2.274229427,36,4.805555556,2.175440112,32,6.125,2.39286574,34,3.676470588,2.055599717,28,5.321428571,1.963624227,30,6.3,1.31699763,31,3.193548387,1.851474275,46,5.173913043,2.470306754,36,6.972222222,1.949155291,36,2.444444444,1.827479833,33,6.757575758,2.106986934,56,6.196428571,1.367408203,69,3.782608696,2.147978292,82,5.012195122,2.338586164,68,6.573529412,2.194403849,70,3.042857143,2.024743421,61,6.098360656,2.15023191
bantuan,"aid, help, assistance",26,5.5,1.655294536,38,4.105263158,1.997153023,36,5.055555556,1.866156393,32,6,1.722713538,34,4.294117647,2.082094106,28,5.035714286,1.815206199,30,6.4,1.792705526,31,4.677419355,2.399820782,46,6.326086957,2.022697295,36,6.555555556,2.466280536,36,4.972222222,2.688452674,33,7.060606061,1.619015788,56,5.982142857,1.773451401,69,4.362318841,2.189352674,82,5.768292683,2.04455785,68,6.294117647,2.151423156,70,4.642857143,2.419939599,61,6.131147541,1.978849917
bar,"bar, cocktail lounge",26,4.653846154,1.620437333,38,4.368421053,1.806217159,36,4.875,1.63164244,32,5.03125,2.933262234,34,3.676470588,1.870066342,28,4.535714286,2.237378863,30,3.45,1.757890361,31,4.64516129,2.124855372,46,5.369565217,2.253491699,36,5.347222222,2.25801523,36,2.861111111,2.143789598,33,4.984848485,2.255182157,56,4.008928571,1.792903777,69,4.492753623,1.95424886,82,5.152439024,2.017217619,68,5.198529412,2.584986201,70,3.257142857,2.04306006,61,4.778688525,2.24769187
barang,"goods, commodity",26,4.769230769,1.58259767,38,4.5,1.623309932,36,5.388888889,1.728381204,32,6.15625,2.28754517,34,3.794117647,1.981419934,28,4.428571429,2.115700942,30,5.666666667,1.561019413,31,3.709677419,1.918220502,46,6.152173913,1.873409148,36,7.166666667,1.748468718,36,2.611111111,1.931361885,33,7.303030303,1.991934494,56,5.25,1.620886402,69,4.144927536,1.792757999,82,5.817073171,1.840075473,68,6.691176471,2.067931066,70,3.185714286,2.03086943,61,5.983606557,2.493269629
barbel,barbell ,26,5.346153846,2.096517259,38,4.736842105,2.250335837,36,5.055555556,2.055577005,32,4.875,2.268294798,34,3.794117647,2.143056607,28,4.75,2.319402861,30,4.666666667,2.039833214,31,4.290322581,2.383184821,46,5.891304348,1.852664878,36,5.222222222,2.391784882,36,2.472222222,2.021118659,33,4.787878788,2.175970699,56,4.982142857,2.075756786,69,4.536231884,2.304597133,82,5.524390244,1.976563983,68,5.058823529,2.32367666,70,3.114285714,2.170573004,61,4.770491803,2.22406117
batang,"stem, pole, stick",26,4.038461538,1.84349167,38,4.342105263,1.976569726,36,5.277777778,2.421464859,32,5.96875,2.250224003,34,3.676470588,2.113744175,28,3.964285714,2.134064855,30,5.433333333,1.568731825,31,3.935483871,1.86074329,46,5.934782609,2.026515059,36,7.138888889,1.692888956,36,2.666666667,2.070196678,33,6.03030303,2.455667533,56,4.785714286,1.826216015,69,4.15942029,1.922186167,82,5.646341463,2.218730319,68,6.588235294,2.046002977,70,3.157142857,2.137557283,61,5.081967213,2.518564948
batasan,"border, limitation, resctriction",26,4.730769231,1.710150691,38,4.157894737,1.896316711,36,4.527777778,2.049196513,32,5.9375,2.448666523,34,4.411764706,1.760124773,28,4.535714286,1.73166892,30,5.1,1.626292589,31,4.258064516,1.982721058,46,5.347826087,2.262912492,36,6.361111111,2.153439478,36,5.777777778,2.726705088,33,6.454545455,1.985744651,56,4.928571429,1.660855671,69,4.202898551,1.921853503,82,4.987804878,2.197045729,68,6.161764706,2.289562913,70,5.114285714,2.392881091,61,5.573770492,2.093314886
batu,stone ,26,5.153846154,1.869594773,38,3.789473684,2.291675827,36,5.416666667,2.334523506,32,6.625,2.254028651,34,3.558823529,1.925761187,28,5.071428571,2.053516792,30,4.966666667,1.245220749,31,3.806451613,2.039924097,46,5.695652174,2.308145626,36,7.055555556,2.16391767,36,2.277777778,1.814404446,33,7.121212121,1.832988948,56,5.053571429,1.554110595,69,3.797101449,2.166453527,82,5.573170732,2.309564054,68,6.852941176,2.200845875,70,2.9,1.964540733,61,6.180327869,2.179512153
bau,"scent, odor, smell",26,3.230769231,1.45072926,38,4.789473684,2.406723631,36,5.138888889,2.126738318,32,4.875,2.310564796,34,3.882352941,1.60990694,28,5.035714286,1.933757479,30,2.8,1.37464729,31,5.419354839,1.668815819,46,5.02173913,2.586195236,36,6.194444444,2.20155068,36,4.111111111,2.744113469,33,6.878787879,1.980491981,56,3,1.414213562,69,5.072463768,2.116592993,82,5.073170732,2.381930371,68,5.573529412,2.332868176,70,4,2.252213082,61,6.032786885,2.152264026
bayangan,"shadow, imagination, estimation",26,4.384615385,1.32896721,38,3.789473684,1.695110532,36,4.805555556,2.188534336,32,6.28125,2.019811154,34,4.088235294,1.864625189,28,5.321428571,2.019416334,30,5.233333333,1.330888563,31,3.774193548,1.856693789,46,5.108695652,2.223393411,36,7,1.621286967,36,4.638888889,2.850090503,33,6.363636364,2.205365358,56,4.839285714,1.385336004,69,3.782608696,1.756245705,82,4.975609756,2.199750882,68,6.661764706,1.841562397,70,4.371428571,2.42075224,61,5.885245902,2.16870438
